report_date,port,coal_type,metric_tons,yoy_pct,ytd_metric_tons,ytd_yoy_pct,source_file
2021-08-01,BALTIMORE,MET,433127.0,-31.29,4126507.0,-0.04,USEC-and-USG-Combined-August-2021.pdf
2021-08-01,H ROADS,MET,2031479.0,54.48,17008553.0,13.65,USEC-and-USG-Combined-August-2021.pdf
2021-08-01,HOUSTON,MET,,,,,USEC-and-USG-Combined-August-2021.pdf
2021-08-01,MOBILE,MET,482399.0,-23.0,5279678.0,-4.24,USEC-and-USG-Combined-August-2021.pdf
2021-08-01,NOLA,MET,,,,,USEC-and-USG-Combined-August-2021.pdf
2021-08-01,TOTAL,MET,2947005.0,14.59,26414738.0,6.93,USEC-and-USG-Combined-August-2021.pdf
2021-08-01,BALTIMORE,THERMAL,967788.0,18.04,9537348.0,77.42,USEC-and-USG-Combined-August-2021.pdf
2021-08-01,H ROADS,THERMAL,367885.0,457.4,1654876.0,21.44,USEC-and-USG-Combined-August-2021.pdf
2021-08-01,HOUSTON,THERMAL,,,276304.0,,USEC-and-USG-Combined-August-2021.pdf
2021-08-01,MOBILE,THERMAL,28650.0,-13.18,182263.0,-44.78,USEC-and-USG-Combined-August-2021.pdf
2021-08-01,NOLA,THERMAL,698753.0,214.75,6522485.0,192.99,USEC-and-USG-Combined-August-2021.pdf
2021-08-01,TOTAL,THERMAL,2063076.0,80.83,18173277.0,95.53,USEC-and-USG-Combined-August-2021.pdf
2021-08-01,TOTAL,THERMAL,,,,,USEC-and-USG-Combined-August-2021.pdf
2021-09-01,BALTIMORE,MET,536589.0,7.68,4587937.0,-0.83,USEC-and-USG-Combined-September-2021.pdf
2021-09-01,H ROADS,MET,2311391.0,36.02,19297944.0,15.8,USEC-and-USG-Combined-September-2021.pdf
2021-09-01,HOUSTON,MET,,,,,USEC-and-USG-Combined-September-2021.pdf
2021-09-01,MOBILE,MET,432086.0,-38.67,5711764.0,-8.14,USEC-and-USG-Combined-September-2021.pdf
2021-09-01,NOLA,MET,,,,,USEC-and-USG-Combined-September-2021.pdf
2021-09-01,TOTAL,MET,3280066.0,13.02,29597645.0,7.21,USEC-and-USG-Combined-September-2021.pdf
2021-09-01,BALTIMORE,THERMAL,813662.0,-5.37,10351010.0,66.0,USEC-and-USG-Combined-September-2021.pdf
2021-09-01,H ROADS,THERMAL,162677.0,14.07,1817554.0,20.74,USEC-and-USG-Combined-September-2021.pdf
2021-09-01,HOUSTON,THERMAL,13300.0,,289604.0,,USEC-and-USG-Combined-September-2021.pdf
2021-09-01,MOBILE,THERMAL,161902.0,55.67,344165.0,-20.71,USEC-and-USG-Combined-September-2021.pdf
2021-09-01,NOLA,THERMAL,390969.0,279.95,6913454.0,196.83,USEC-and-USG-Combined-September-2021.pdf
2021-09-01,TOTAL,THERMAL,1542510.0,27.55,19715787.0,87.7,USEC-and-USG-Combined-September-2021.pdf
2021-09-01,TOTAL,THERMAL,,,,,USEC-and-USG-Combined-September-2021.pdf
2021-10-01,BALTIMORE,MET,804455.0,135.0,5392392.0,8.53,USEC-and-USG-Combined-October-2021.pdf
2021-10-01,H ROADS,MET,2097971.0,5.92,21365915.0,14.59,USEC-and-USG-Combined-October-2021.pdf
2021-10-01,HOUSTON,MET,,,,,USEC-and-USG-Combined-October-2021.pdf
2021-10-01,MOBILE,MET,791365.0,8.41,6503129.0,-6.4,USEC-and-USG-Combined-October-2021.pdf
2021-10-01,NOLA,MET,,,,,USEC-and-USG-Combined-October-2021.pdf
2021-10-01,TOTAL,MET,3693791.0,20.99,33261436.0,8.49,USEC-and-USG-Combined-October-2021.pdf
2021-10-01,BALTIMORE,THERMAL,819959.0,2.88,11170969.0,58.85,USEC-and-USG-Combined-October-2021.pdf
2021-10-01,H ROADS,THERMAL,280322.0,,2097876.0,39.36,USEC-and-USG-Combined-October-2021.pdf
2021-10-01,HOUSTON,THERMAL,13354.0,,302958.0,,USEC-and-USG-Combined-October-2021.pdf
2021-10-01,MOBILE,THERMAL,152654.0,46.78,496819.0,-7.66,USEC-and-USG-Combined-October-2021.pdf
2021-10-01,NOLA,THERMAL,891401.0,198.97,7804856.0,197.08,USEC-and-USG-Combined-October-2021.pdf
2021-10-01,TOTAL,THERMAL,2157690.0,79.93,21873477.0,86.9,USEC-and-USG-Combined-October-2021.pdf
2021-10-01,TOTAL,THERMAL,,,,,USEC-and-USG-Combined-October-2021.pdf
2021-11-01,BALTIMORE,MET,590380.0,25.01,6061963.0,11.41,USEC-and-USG-Combined-November-2021.pdf
2021-11-01,H ROADS,MET,2035358.0,12.25,23489951.0,14.81,USEC-and-USG-Combined-November-2021.pdf
2021-11-01,HOUSTON,MET,,,,,USEC-and-USG-Combined-November-2021.pdf
2021-11-01,MOBILE,MET,441739.0,-48.46,6955340.0,-10.88,USEC-and-USG-Combined-November-2021.pdf
2021-11-01,NOLA,MET,,,,,USEC-and-USG-Combined-November-2021.pdf
2021-11-01,TOTAL,MET,3067477.0,-2.39,36507254.0,8.0,USEC-and-USG-Combined-November-2021.pdf
2021-11-01,BALTIMORE,THERMAL,797123.0,-17.06,11970866.0,49.76,USEC-and-USG-Combined-November-2021.pdf
2021-11-01,H ROADS,THERMAL,299231.0,56.86,2434094.0,43.51,USEC-and-USG-Combined-November-2021.pdf
2021-11-01,HOUSTON,THERMAL,42064.0,,424680.0,,USEC-and-USG-Combined-November-2021.pdf
2021-11-01,MOBILE,THERMAL,32999.0,-67.43,526431.0,-17.66,USEC-and-USG-Combined-November-2021.pdf
2021-11-01,NOLA,THERMAL,783098.0,47.05,8754753.0,177.07,USEC-and-USG-Combined-November-2021.pdf
2021-11-01,TOTAL,THERMAL,1954515.0,9.45,24110824.0,78.75,USEC-and-USG-Combined-November-2021.pdf
2021-11-01,TOTAL,THERMAL,,,,,USEC-and-USG-Combined-November-2021.pdf
2021-12-01,BALTIMORE,MET,461995.0,-2.5,6681917.0,12.97,USEC-and-USG-Combined-December-2021.pdf
2021-12-01,H ROADS,MET,2332130.0,24.97,25992429.0,16.42,USEC-and-USG-Combined-December-2021.pdf
2021-12-01,HOUSTON,MET,,,,,USEC-and-USG-Combined-December-2021.pdf
2021-12-01,MOBILE,MET,512353.0,-49.33,7479849.0,-15.16,USEC-and-USG-Combined-December-2021.pdf
2021-12-01,NOLA,MET,,,,,USEC-and-USG-Combined-December-2021.pdf
2021-12-01,TOTAL,MET,3306478.0,-1.34,40154196.0,8.08,USEC-and-USG-Combined-December-2021.pdf
2021-12-01,BALTIMORE,THERMAL,888555.0,-3.66,12719422.0,42.66,USEC-and-USG-Combined-December-2021.pdf
2021-12-01,H ROADS,THERMAL,150145.0,6.59,2484986.0,35.28,USEC-and-USG-Combined-December-2021.pdf
2021-12-01,HOUSTON,THERMAL,13363.0,,533548.0,,USEC-and-USG-Combined-December-2021.pdf
2021-12-01,MOBILE,THERMAL,198541.0,19.63,728359.0,-9.56,USEC-and-USG-Combined-December-2021.pdf
2021-12-01,NOLA,THERMAL,817135.0,51.2,9836255.0,165.83,USEC-and-USG-Combined-December-2021.pdf
2021-12-01,TOTAL,THERMAL,2067739.0,16.85,26302571.0,72.38,USEC-and-USG-Combined-December-2021.pdf
2021-12-01,TOTAL,THERMAL,,,,,USEC-and-USG-Combined-December-2021.pdf
2022-01-01,BALTIMORE,MET,588357.0,31.69,588357.0,31.69,USEC-and-USG-Combined-January-2022.pdf
2022-01-01,H ROADS,MET,1921429.0,-10.61,1921429.0,-10.61,USEC-and-USG-Combined-January-2022.pdf
2022-01-01,HOUSTON,MET,,,,,USEC-and-USG-Combined-January-2022.pdf
2022-01-01,MOBILE,MET,339082.0,-51.26,339082.0,-51.26,USEC-and-USG-Combined-January-2022.pdf
2022-01-01,NOLA,MET,,,,,USEC-and-USG-Combined-January-2022.pdf
2022-01-01,TOTAL,MET,2848868.0,-13.46,2848868.0,-13.46,USEC-and-USG-Combined-January-2022.pdf
2022-01-01,BALTIMORE,THERMAL,581835.0,-44.42,581835.0,-44.42,USEC-and-USG-Combined-January-2022.pdf
2022-01-01,H ROADS,THERMAL,284595.0,,284595.0,,USEC-and-USG-Combined-January-2022.pdf
2022-01-01,HOUSTON,THERMAL,42306.0,,42306.0,,USEC-and-USG-Combined-January-2022.pdf
2022-01-01,MOBILE,THERMAL,82999.0,-24.49,82999.0,-24.49,USEC-and-USG-Combined-January-2022.pdf
2022-01-01,NOLA,THERMAL,623709.0,3.9,623709.0,3.9,USEC-and-USG-Combined-January-2022.pdf
2022-01-01,TOTAL,THERMAL,1615444.0,-8.06,1615444.0,-8.06,USEC-and-USG-Combined-January-2022.pdf
2022-01-01,TOTAL,THERMAL,,,,,USEC-and-USG-Combined-January-2022.pdf
2022-01-01,TOTAL,THERMAL,4464312.0,-11.58,4464312.0,-11.58,USEC-and-USG-Combined-January-2022.pdf
2022-02-01,BALTIMORE,MET,434376.0,-15.66,1022733.0,6.33,USEC-and-USG-Combined-February-2022.pdf
2022-02-01,H ROADS,MET,2554711.0,60.12,4476140.0,19.52,USEC-and-USG-Combined-February-2022.pdf
2022-02-01,HOUSTON,MET,,,,,USEC-and-USG-Combined-February-2022.pdf
2022-02-01,MOBILE,MET,435575.0,-47.18,774657.0,-49.04,USEC-and-USG-Combined-February-2022.pdf
2022-02-01,NOLA,MET,,,,,USEC-and-USG-Combined-February-2022.pdf
2022-02-01,TOTAL,MET,3424662.0,16.68,6273530.0,0.75,USEC-and-USG-Combined-February-2022.pdf
2022-02-01,BALTIMORE,THERMAL,1024982.0,-21.04,1606817.0,-31.48,USEC-and-USG-Combined-February-2022.pdf
2022-02-01,H ROADS,THERMAL,178625.0,25.28,463220.0,224.88,USEC-and-USG-Combined-February-2022.pdf
2022-02-01,HOUSTON,THERMAL,,,42306.0,218.09,USEC-and-USG-Combined-February-2022.pdf
2022-02-01,MOBILE,THERMAL,118017.0,,201016.0,82.89,USEC-and-USG-Combined-February-2022.pdf
2022-02-01,NOLA,THERMAL,717585.0,-3.98,1341295.0,-0.47,USEC-and-USG-Combined-February-2022.pdf
2022-02-01,TOTAL,THERMAL,2039209.0,-7.36,3654653.0,-7.67,USEC-and-USG-Combined-February-2022.pdf
2022-02-01,TOTAL,THERMAL,,,,,USEC-and-USG-Combined-February-2022.pdf
2022-02-01,TOTAL,THERMAL,5463872.0,6.38,9928183.0,-2.53,USEC-and-USG-Combined-February-2022.pdf
2022-03-01,BALTIMORE,MET,737510.0,38.22,1759517.0,17.66,USEC-and-USG-Combined-March-2022.pdf
2022-03-01,H ROADS,MET,2380329.0,15.14,6856469.0,17.96,USEC-and-USG-Combined-March-2022.pdf
2022-03-01,HOUSTON,MET,,,,,USEC-and-USG-Combined-March-2022.pdf
2022-03-01,MOBILE,MET,803091.0,-8.86,1577330.0,-34.32,USEC-and-USG-Combined-March-2022.pdf
2022-03-01,NOLA,MET,,,,,USEC-and-USG-Combined-March-2022.pdf
2022-03-01,TOTAL,MET,3920930.0,12.6,10193316.0,4.99,USEC-and-USG-Combined-March-2022.pdf
2022-03-01,BALTIMORE,THERMAL,1104501.0,-25.73,2711318.0,-29.25,USEC-and-USG-Combined-March-2022.pdf
2022-03-01,H ROADS,THERMAL,298549.0,22.45,761769.0,97.15,USEC-and-USG-Combined-March-2022.pdf
2022-03-01,HOUSTON,THERMAL,77013.0,,214501.0,706.39,USEC-and-USG-Combined-March-2022.pdf
2022-03-01,MOBILE,THERMAL,74520.0,237.21,275536.0,108.72,USEC-and-USG-Combined-March-2022.pdf
2022-03-01,NOLA,THERMAL,779095.0,-34.58,2059487.0,-18.87,USEC-and-USG-Combined-March-2022.pdf
2022-03-01,TOTAL,THERMAL,2333678.0,-21.09,6022610.0,-12.91,USEC-and-USG-Combined-March-2022.pdf
2022-03-01,TOTAL,THERMAL,,,,,USEC-and-USG-Combined-March-2022.pdf
2022-03-01,TOTAL,THERMAL,6254608.0,-2.87,16215927.0,-2.46,USEC-and-USG-Combined-March-2022.pdf
2022-04-01,BALTIMORE,MET,661645.0,-7.92,2421162.0,9.36,USEC-and-USG-Combined-April-2022.pdf
2022-04-01,H ROADS,MET,2230914.0,-7.21,9087937.0,10.6,USEC-and-USG-Combined-April-2022.pdf
2022-04-01,HOUSTON,MET,,,,,USEC-and-USG-Combined-April-2022.pdf
2022-04-01,MOBILE,MET,828407.0,27.65,2372927.0,-22.21,USEC-and-USG-Combined-April-2022.pdf
2022-04-01,NOLA,MET,,,,,USEC-and-USG-Combined-April-2022.pdf
2022-04-01,TOTAL,MET,3720966.0,-1.35,13882026.0,2.97,USEC-and-USG-Combined-April-2022.pdf
2022-04-01,BALTIMORE,THERMAL,893951.0,-16.95,3605369.0,-26.55,USEC-and-USG-Combined-April-2022.pdf
2022-04-01,H ROADS,THERMAL,434738.0,33.97,1243387.0,74.91,USEC-and-USG-Combined-April-2022.pdf
2022-04-01,HOUSTON,THERMAL,82620.0,,297121.0,645.13,USEC-and-USG-Combined-April-2022.pdf
2022-04-01,MOBILE,THERMAL,143485.0,564.25,419021.0,172.78,USEC-and-USG-Combined-April-2022.pdf
2022-04-01,NOLA,THERMAL,847855.0,-7.16,2907342.0,-15.77,USEC-and-USG-Combined-April-2022.pdf
2022-04-01,TOTAL,THERMAL,2402649.0,2.28,8472240.0,-8.55,USEC-and-USG-Combined-April-2022.pdf
2022-04-01,TOTAL,THERMAL,,,,,USEC-and-USG-Combined-April-2022.pdf
2022-04-01,TOTAL,THERMAL,6123616.0,0.04,22354266.0,-1.72,USEC-and-USG-Combined-April-2022.pdf
2022-05-01,BALTIMORE,MET,800628.0,64.38,3221790.0,19.28,USEC-and-USG-Combined-May-2022.pdf
2022-05-01,H ROADS,MET,2317690.0,4.52,11483529.0,10.06,USEC-and-USG-Combined-May-2022.pdf
2022-05-01,HOUSTON,MET,,,,,USEC-and-USG-Combined-May-2022.pdf
2022-05-01,MOBILE,MET,768948.0,57.85,3141875.0,-11.18,USEC-and-USG-Combined-May-2022.pdf
2022-05-01,NOLA,MET,50000.0,,50000.0,,USEC-and-USG-Combined-May-2022.pdf
2022-05-01,TOTAL,MET,3937266.0,23.36,17897194.0,7.34,USEC-and-USG-Combined-May-2022.pdf
2022-05-01,BALTIMORE,THERMAL,917738.0,-41.0,4523107.0,-30.03,USEC-and-USG-Combined-May-2022.pdf
2022-05-01,H ROADS,THERMAL,210176.0,-9.3,1375660.0,45.94,USEC-and-USG-Combined-May-2022.pdf
2022-05-01,HOUSTON,THERMAL,32565.0,,329686.0,204.77,USEC-and-USG-Combined-May-2022.pdf
2022-05-01,MOBILE,THERMAL,31000.0,,450020.0,192.96,USEC-and-USG-Combined-May-2022.pdf
2022-05-01,NOLA,THERMAL,1050209.0,18.74,3957551.0,-8.73,USEC-and-USG-Combined-May-2022.pdf
2022-05-01,TOTAL,THERMAL,2241687.0,-18.19,10636025.0,-11.4,USEC-and-USG-Combined-May-2022.pdf
2022-05-01,TOTAL,THERMAL,,,,,USEC-and-USG-Combined-May-2022.pdf
2022-05-01,TOTAL,THERMAL,6178953.0,4.17,28533219.0,-0.5,USEC-and-USG-Combined-May-2022.pdf
2022-06-01,BALTIMORE,MET,604366.0,20.44,3826156.0,19.46,USEC-and-USG-Combined-June-2022.pdf
2022-06-01,H ROADS,MET,2626206.0,21.11,14109734.0,11.96,USEC-and-USG-Combined-June-2022.pdf
2022-06-01,HOUSTON,MET,,,,,USEC-and-USG-Combined-June-2022.pdf
2022-06-01,MOBILE,MET,526453.0,-37.15,3668328.0,-16.15,USEC-and-USG-Combined-June-2022.pdf
2022-06-01,NOLA,MET,,,50000.0,,USEC-and-USG-Combined-June-2022.pdf
2022-06-01,TOTAL,MET,3757025.0,7.1,21654218.0,7.3,USEC-and-USG-Combined-June-2022.pdf
2022-06-01,BALTIMORE,THERMAL,1315063.0,-2.31,5838170.0,-25.25,USEC-and-USG-Combined-June-2022.pdf
2022-06-01,H ROADS,THERMAL,98777.0,-53.39,1474437.0,27.71,USEC-and-USG-Combined-June-2022.pdf
2022-06-01,HOUSTON,THERMAL,62450.0,,392136.0,127.36,USEC-and-USG-Combined-June-2022.pdf
2022-06-01,MOBILE,THERMAL,,,450020.0,192.96,USEC-and-USG-Combined-June-2022.pdf
2022-06-01,NOLA,THERMAL,939553.0,25.09,4897104.0,-3.74,USEC-and-USG-Combined-June-2022.pdf
2022-06-01,TOTAL,THERMAL,2415842.0,1.78,13051867.0,-9.22,USEC-and-USG-Combined-June-2022.pdf
2022-06-01,TOTAL,THERMAL,,,,,USEC-and-USG-Combined-June-2022.pdf
2022-06-01,TOTAL,THERMAL,6172867.0,4.96,34706085.0,0.43,USEC-and-USG-Combined-June-2022.pdf
2022-07-01,BALTIMORE,MET,480622.0,-16.18,4306778.0,14.05,USEC-and-USG-Combined-July-2022.pdf
2022-07-01,H ROADS,MET,2595738.0,9.98,16705472.0,11.65,USEC-and-USG-Combined-July-2022.pdf
2022-07-01,HOUSTON,MET,,,,,USEC-and-USG-Combined-July-2022.pdf
2022-07-01,MOBILE,MET,484161.0,12.93,4152489.0,-13.56,USEC-and-USG-Combined-July-2022.pdf
2022-07-01,NOLA,MET,56457.0,,106457.0,,USEC-and-USG-Combined-July-2022.pdf
2022-07-01,TOTAL,MET,3616978.0,7.57,25271197.0,7.34,USEC-and-USG-Combined-July-2022.pdf
2022-07-01,BALTIMORE,THERMAL,457114.0,-26.19,6295284.0,-25.32,USEC-and-USG-Combined-July-2022.pdf
2022-07-01,H ROADS,THERMAL,355174.0,191.66,1829612.0,43.35,USEC-and-USG-Combined-July-2022.pdf
2022-07-01,HOUSTON,THERMAL,91604.0,,483740.0,50.32,USEC-and-USG-Combined-July-2022.pdf
2022-07-01,MOBILE,THERMAL,64378.0,,514398.0,234.87,USEC-and-USG-Combined-July-2022.pdf
2022-07-01,NOLA,THERMAL,741702.0,-20.55,5638806.0,-6.35,USEC-and-USG-Combined-July-2022.pdf
2022-07-01,TOTAL,THERMAL,1709972.0,-6.25,14761839.0,-8.89,USEC-and-USG-Combined-July-2022.pdf
2022-07-01,TOTAL,THERMAL,,,,,USEC-and-USG-Combined-July-2022.pdf
2022-07-01,TOTAL,THERMAL,5326950.0,2.71,40033035.0,0.72,USEC-and-USG-Combined-July-2022.pdf
2022-08-01,BALTIMORE,MET,245253.0,-43.81,4552031.0,8.06,USEC-and-USG-Combined-August-2022.pdf
2022-08-01,H ROADS,MET,2174030.0,8.92,18879502.0,11.32,USEC-and-USG-Combined-August-2022.pdf
2022-08-01,HOUSTON,MET,,,,,USEC-and-USG-Combined-August-2022.pdf
2022-08-01,MOBILE,MET,704402.0,46.02,4856891.0,-8.12,USEC-and-USG-Combined-August-2022.pdf
2022-08-01,NOLA,MET,,,106457.0,,USEC-and-USG-Combined-August-2022.pdf
2022-08-01,TOTAL,MET,3123685.0,7.17,28394882.0,7.32,USEC-and-USG-Combined-August-2022.pdf
2022-08-01,BALTIMORE,THERMAL,1070778.0,10.64,7366062.0,-21.62,USEC-and-USG-Combined-August-2022.pdf
2022-08-01,H ROADS,THERMAL,295736.0,-19.61,2125347.0,29.26,USEC-and-USG-Combined-August-2022.pdf
2022-08-01,HOUSTON,THERMAL,33000.0,,516740.0,60.57,USEC-and-USG-Combined-August-2022.pdf
2022-08-01,MOBILE,THERMAL,54424.0,89.96,568822.0,212.09,USEC-and-USG-Combined-August-2022.pdf
2022-08-01,NOLA,THERMAL,1069871.0,47.01,6708677.0,-0.59,USEC-and-USG-Combined-August-2022.pdf
2022-08-01,TOTAL,THERMAL,2523809.0,20.64,17285647.0,-5.51,USEC-and-USG-Combined-August-2022.pdf
2022-08-01,TOTAL,THERMAL,,,,,USEC-and-USG-Combined-August-2022.pdf
2022-08-01,TOTAL,THERMAL,5647494.0,12.79,45680529.0,2.07,USEC-and-USG-Combined-August-2022.pdf
2022-09-01,BALTIMORE,MET,662023.0,8.08,5214054.0,8.06,USEC-and-USG-Combined-September-2022.pdf
2022-09-01,H ROADS,MET,2445085.0,-0.37,21324587.0,9.85,USEC-and-USG-Combined-September-2022.pdf
2022-09-01,HOUSTON,MET,,,,,USEC-and-USG-Combined-September-2022.pdf
2022-09-01,MOBILE,MET,883943.0,102.34,5740834.0,0.31,USEC-and-USG-Combined-September-2022.pdf
2022-09-01,NOLA,MET,,,106457.0,,USEC-and-USG-Combined-September-2022.pdf
2022-09-01,TOTAL,MET,3991051.0,13.91,32385932.0,8.09,USEC-and-USG-Combined-September-2022.pdf
2022-09-01,BALTIMORE,THERMAL,649935.0,-20.12,8015997.0,-21.5,USEC-and-USG-Combined-September-2022.pdf
2022-09-01,H ROADS,THERMAL,245500.0,117.88,2370847.0,34.95,USEC-and-USG-Combined-September-2022.pdf
2022-09-01,HOUSTON,THERMAL,59186.0,,575926.0,38.86,USEC-and-USG-Combined-September-2022.pdf
2022-09-01,MOBILE,THERMAL,58938.0,-63.6,627760.0,82.4,USEC-and-USG-Combined-September-2022.pdf
2022-09-01,NOLA,THERMAL,917327.0,81.56,7626003.0,5.13,USEC-and-USG-Combined-September-2022.pdf
2022-09-01,TOTAL,THERMAL,1930886.0,14.5,19216533.0,-3.82,USEC-and-USG-Combined-September-2022.pdf
2022-09-01,TOTAL,THERMAL,,,,,USEC-and-USG-Combined-September-2022.pdf
2022-09-01,TOTAL,THERMAL,5921937.0,14.1,51602466.0,3.32,USEC-and-USG-Combined-September-2022.pdf
2022-10-01,BALTIMORE,MET,705696.0,-12.27,5919750.0,5.16,USEC-and-USG-Combined-October-2022.pdf
2022-10-01,H ROADS,MET,2324215.0,7.97,23648802.0,9.66,USEC-and-USG-Combined-October-2022.pdf
2022-10-01,HOUSTON,MET,,,,,USEC-and-USG-Combined-October-2022.pdf
2022-10-01,MOBILE,MET,591277.0,-25.82,6332111.0,-2.88,USEC-and-USG-Combined-October-2022.pdf
2022-10-01,NOLA,MET,,,106457.0,,USEC-and-USG-Combined-October-2022.pdf
2022-10-01,TOTAL,MET,3621188.0,-3.54,36007120.0,6.8,USEC-and-USG-Combined-October-2022.pdf
2022-10-01,BALTIMORE,THERMAL,879283.0,6.87,8895280.0,-19.38,USEC-and-USG-Combined-October-2022.pdf
2022-10-01,H ROADS,THERMAL,318235.0,13.52,2689082.0,32.0,USEC-and-USG-Combined-October-2022.pdf
2022-10-01,HOUSTON,THERMAL,61154.0,,637080.0,48.81,USEC-and-USG-Combined-October-2022.pdf
2022-10-01,MOBILE,THERMAL,58509.0,-61.67,686269.0,38.13,USEC-and-USG-Combined-October-2022.pdf
2022-10-01,NOLA,THERMAL,791271.0,-19.44,8417274.0,2.2,USEC-and-USG-Combined-October-2022.pdf
2022-10-01,TOTAL,THERMAL,2108452.0,-6.34,21324985.0,-4.08,USEC-and-USG-Combined-October-2022.pdf
2022-10-01,TOTAL,THERMAL,,,,,USEC-and-USG-Combined-October-2022.pdf
2022-10-01,TOTAL,THERMAL,5729639.0,-4.59,57332105.0,2.47,USEC-and-USG-Combined-October-2022.pdf
2022-11-01,BALTIMORE,MET,551616.0,-6.57,6471366.0,4.04,USEC-and-USG-Combined-November-2022.pdf
2022-11-01,H ROADS,MET,2080186.0,-0.68,25728988.0,8.74,USEC-and-USG-Combined-November-2022.pdf
2022-11-01,HOUSTON,MET,,,,,USEC-and-USG-Combined-November-2022.pdf
2022-11-01,MOBILE,MET,775694.0,73.38,7107805.0,2.01,USEC-and-USG-Combined-November-2022.pdf
2022-11-01,NOLA,MET,,,106457.0,,USEC-and-USG-Combined-November-2022.pdf
2022-11-01,TOTAL,MET,3407496.0,8.79,39414616.0,6.97,USEC-and-USG-Combined-November-2022.pdf
2022-11-01,BALTIMORE,THERMAL,953882.0,19.67,9849162.0,-16.75,USEC-and-USG-Combined-November-2022.pdf
2022-11-01,H ROADS,THERMAL,220523.0,-25.91,2909605.0,24.62,USEC-and-USG-Combined-November-2022.pdf
2022-11-01,HOUSTON,THERMAL,61723.0,,698803.0,34.34,USEC-and-USG-Combined-November-2022.pdf
2022-11-01,MOBILE,THERMAL,112610.0,241.25,798879.0,50.78,USEC-and-USG-Combined-November-2022.pdf
2022-11-01,NOLA,THERMAL,883222.0,12.79,9300496.0,3.12,USEC-and-USG-Combined-November-2022.pdf
2022-11-01,TOTAL,THERMAL,2231960.0,11.44,23556944.0,-2.8,USEC-and-USG-Combined-November-2022.pdf
2022-11-01,TOTAL,THERMAL,,,,,USEC-and-USG-Combined-November-2022.pdf
2022-11-01,TOTAL,THERMAL,5639456.0,9.82,62971561.0,3.09,USEC-and-USG-Combined-November-2022.pdf
2022-12-01,BALTIMORE,MET,551406.0,19.35,7022772.0,5.1,USEC-and-USG-Combined-December-2022.pdf
2022-12-01,H ROADS,MET,1961838.0,-18.86,27690826.0,6.18,USEC-and-USG-Combined-December-2022.pdf
2022-12-01,HOUSTON,MET,,,,,USEC-and-USG-Combined-December-2022.pdf
2022-12-01,MOBILE,MET,620362.0,21.76,6952473.0,-7.02,USEC-and-USG-Combined-December-2022.pdf
