CTRY_NAME,FORPORT_NAME,FORPORT_CD
Turkey,Gokova,48931
Turkey,Gokova Iskelesi,48931
Turkey,Golcuk,48999
Turkey,Golovasi Terminal,48931
Turkey,Gueldjuk,48999
Turkey,Hay Darpasa,48999
Turkey,Haydarpasa,48999
Turkey,Hopa,48900
Turkey,Inebolu,48999
Turkey,Isdemir,48928
Turkey,Iskenderun,48931
Turkey,Istanbul,48945
Turkey,Izmir,48939
Turkey,Izmit,48940
Turkey,Kemlik,48947
Turkey,Mersin,48938
Turkey,Mudania,48951
Turkey,Mudanya,48951
Turkey,Nemrut Bay,48915
Turkey,Panderma,48963
Turkey,Pursan,48944
Turkey,Rodosto,48999
Turkey,Samsun,48967
Turkey,Tas Oudjou,48900
Turkey,Tash-Uju,48900
Turkey,Tasucu,48900
Turkey,Tekirdag,48999
Turkey,Toros Gubre,48932
Turkey,Trabzon,48999
Turkey,Trebizond,48999
Turkey,Tutunciftlik,48940
Turkey,Uzunkum,48943
Turkey,Yalova,48971
Turkey,Yarimca,48999
Turkey,Yumurtalik,48900
Turkey,Zonguldak,48900
Turks Is,All Other Caicos Islands,24300
Turks Is,All Other Turks Islands Ports,24399
Turks Is,Cockburn harbor,24310
Turks Is,Grand Turks,24320
Turks Is,Providenciales,24311
Turks Is,Salt Cay,24399
Tuvalu,Funafuti Atoll,62231
US Outlying Is,All United States Outlying Islands,98000
US Virgin Is,All Other St. Croix Virgin Islands,91149
US Virgin Is,All Other Virgin Islands Ports,91195
US Virgin Is,"Charlotte Amalie, St. Th",91155
US Virgin Is,"Christiansted, St. Croix",91115
US Virgin Is,"Cruz Bay, St. John I.",91160
US Virgin Is,"Frederiksted, St. Croix",91145
US Virgin Is,Hess Oil Term. St. Croix,91125
US Virgin Is,"Hovic, St. Croix",91125
US Virgin Is,"Port Hess, St. Croix",91125
US Virgin Is,ST. Thomas,91155
US Virgin Is,"Saint Thomas, St. Thomas",91155
US Virgin Is,St. Croix,91149
Ukraine,All Other Ukraine Ports,46279
Ukraine,Belgrod-Dnestrovskiy,46277
Ukraine,Berdyansk,46278
Ukraine,Dnestrovskiy,46277
Ukraine,Feodosia,46279
Ukraine,Feodosiya,46279
Ukraine,Ilichevsk,46271
Ukraine,Ilyichevsk,46271
Ukraine,Juzhny,46275
Ukraine,Kerch,46274
Ukraine,Kertch,46274
Ukraine,Mariupol,46276
Ukraine,Military-Mykolayiv,92015
Ukraine,Military-Oktyabrsk,92014
Ukraine,Nikolayev,46279
Ukraine,Odessa,46275
Ukraine,Reni,46279
Ukraine,Sevastopol,46279
Ukraine,Ust-Dunaisk,46272
Ukraine,Ust-Dunaysk,46272
Ukraine,Yalta,46279
Ukraine,Yuzhnyy,46275
Ukraine,Zhdanov,46276
United Arab Em,Abu Dhabi,52001
United Arab Em,Abu Zabi,52001
United Arab Em,Abu al Bu Koosh,52000
United Arab Em,Ajman,52000
United Arab Em,All Other United Arab Emirates Ports,52000
United Arab Em,Arzanah Island,52003
United Arab Em,Ash Shariqah,52070
United Arab Em,Das,52030
United Arab Em,Das Island,52030
United Arab Em,Dubai,52005
United Arab Em,Dubayy,52005
United Arab Em,Fateh Terminal,52040
United Arab Em,Fujairah,52077
United Arab Em,Fujaireh,52077
United Arab Em,Hamriyah Terminal,52000
United Arab Em,Jebel Ali,52051
United Arab Em,Jebel Dhanna,52050
United Arab Em,Khor Fakkan,52060
United Arab Em,Mina Khalid,52070
United Arab Em,Mina Saqr,52000
United Arab Em,Mina Zayed,52001
United Arab Em,Mubarek Terminal,52000
United Arab Em,Mubarras Island,52000
United Arab Em,Port Rashid,52005
United Arab Em,Ras al Khaimah,52000
United Arab Em,Ras al Khaymah,52000
United Arab Em,Ruwais,52050
United Arab Em,Sharjah,52070
United Arab Em,Zirku Island,52000
United Kingdom,Aberdeen,41650
United Kingdom,Acton Grange,41253
United Kingdom,All Other England South and East Coast Ports,41398
United Kingdom,All Other England West Coast Ports,41299
United Kingdom,All Other Northern Ireland Ports,41800
United Kingdom,All Other Scotland East Coast Ports,41698
United Kingdom,All Other Scotland West Coast Ports,41600
United Kingdom,All Other Wales Ports,41400
United Kingdom,Ardrossan,41600
United Kingdom,Avonmouth,41201
United Kingdom,Ayr,41600
United Kingdom,Bangor,41802
United Kingdom,Barri,41401
United Kingdom,Barrow in Furness,41299
United Kingdom,Barry,41401
United Kingdom,Barton,41398
United Kingdom,Bebington,41211
United Kingdom,Belfast,41801
United Kingdom,Bellport,41400
United Kingdom,Berwick,41359
United Kingdom,Berwick upon Tweed,41359
United Kingdom,Bideford,41299
United Kingdom,Birkenhead,41207
United Kingdom,Blyth,41398
United Kingdom,Boston,41398
United Kingdom,Bowling,41600
United Kingdom,Braefoot Bay,41684
United Kingdom,Bristol,41211
United Kingdom,Brixham,41398
United Kingdom,Bromsborough,41214
United Kingdom,Burntisland,41698
United Kingdom,Canvey,41398
United Kingdom,Canvey Island,41398
United Kingdom,Cardiff,41487
United Kingdom,Chatham,41398
United Kingdom,Clyde,41615
United Kingdom,Coryton,41352
United Kingdom,Dagenham,41320
United Kingdom,Dartmouth,41398
United Kingdom,Devonport,41398
United Kingdom,Dover,41337
United Kingdom,Dumbarton,41600
United Kingdom,Dundee,41659
United Kingdom,Eastham,41216
United Kingdom,Edinburg,41675
United Kingdom,Edinburgh,41675
United Kingdom,Ellesmere,41227
United Kingdom,Erith,41231
United Kingdom,Falmouth,41328
United Kingdom,Faslane,41600
United Kingdom,Fawley,41329
United Kingdom,Felixstowe,41323
United Kingdom,Finnart oil terminal,41698
United Kingdom,Firth of Forth,41698
United Kingdom,Fleetwood,41299
United Kingdom,Flotta,41680
United Kingdom,Fort William,41600
United Kingdom,Fowey,41332
United Kingdom,Fraserburgh,41698
United Kingdom,Gare Lock,41600
United Kingdom,Gareloch,41600
United Kingdom,Garelochhead,41600
United Kingdom,Garston,41299
United Kingdom,Glasgow,41623
United Kingdom,Gloucester,41299
United Kingdom,Goole,41335
United Kingdom,Gourock,41600
United Kingdom,Grangemouth,41665
United Kingdom,Granton,41698
United Kingdom,Gravesend,41398
United Kingdom,Great Yarmouth,41398
United Kingdom,Greenhite,41336
United Kingdom,Greenhithe,41336
United Kingdom,Greenock,41625
United Kingdom,Greenwich,41398
United Kingdom,Grimsby,41398
United Kingdom,Hamble,41374
United Kingdom,Hartlepool,41338
United Kingdom,Harwich,41398
United Kingdom,Holyhead,41415
United Kingdom,Hound Point,41668
United Kingdom,Houndpoint,41668
United Kingdom,Hull,41341
United Kingdom,Hunterston,41627
United Kingdom,Immingham,41342
United Kingdom,Invergordon,41698
United Kingdom,Inverkeithing,41698
United Kingdom,Inverkip,41674
United Kingdom,Inverness,41683
United Kingdom,Ipswich,41398
United Kingdom,Irvine,41630
United Kingdom,Irvine Harbor,41630
United Kingdom,Jarrow,41398
United Kingdom,Killingholme,41345
United Kingdom,King's Lynn,41398
United Kingdom,Kings North,41343
United Kingdom,Kingsnorth,41343
United Kingdom,"Kirkwall, Orkney Is",41698
United Kingdom,Land's End,41249
United Kingdom,Larne,41800
United Kingdom,Leith,41675
United Kingdom,Littlehampton,41398
United Kingdom,Liverpool,41251
United Kingdom,Llanelli,41400
United Kingdom,Llanelly,41400
United Kingdom,London,41352
United Kingdom,Londonderry,41815
United Kingdom,Lowestoft,41398
United Kingdom,"Lyness, Orkney Is",41698
United Kingdom,Manchester,41253
United Kingdom,Methil,41698
United Kingdom,Middlesbrough,41355
United Kingdom,Milford Haven,41446
United Kingdom,Mistley,41398
United Kingdom,Montrose,41681
United Kingdom,Neath,41486
United Kingdom,Newcastle on Tyne,41356
United Kingdom,Newhaven,41357
United Kingdom,Newport,41488
United Kingdom,Newport,41258
United Kingdom,Nigg Bay,41685
United Kingdom,North & South Shields,41398
United Kingdom,North Tees,41377
United Kingdom,Oakham Ness,41358
United Kingdom,Old Kilpatrick,41600
United Kingdom,Pembroke,41465
United Kingdom,Penarth,41400
United Kingdom,Penzance,41398
United Kingdom,Perth,41698
United Kingdom,Peterhead,41640
United Kingdom,Plymouth,41360
United Kingdom,Poole,41398
United Kingdom,Port Talbot,41477
United Kingdom,Portbury,41262
United Kingdom,Portland,41398
United Kingdom,Portsmouth,41398
United Kingdom,Preston,41264
United Kingdom,Purfleet,41398
United Kingdom,Redcar,41362
United Kingdom,Ridham Dock,41370
United Kingdom,Rochester,41398
United Kingdom,Rosyth,41698
United Kingdom,Runcorn,41299
United Kingdom,Salford,41253
United Kingdom,Salt End,41398
United Kingdom,"Scalloway,Shetland Is",41698
United Kingdom,Seaforth,41269
United Kingdom,Seal Sands,41377
United Kingdom,Sharpness,41299
United Kingdom,Sheerness,41370
United Kingdom,Shellhaven,41371
United Kingdom,Shields,41398
United Kingdom,Shields Harbor,41398
United Kingdom,Silloth,41299
United Kingdom,Southhampton,41374
United Kingdom,Stanlow,41227
United Kingdom,Stockton,41398
United Kingdom,Sullom Voe,41682
United Kingdom,Sunderland,41376
United Kingdom,Sutton Harbor,41398
United Kingdom,Swansea,41485
United Kingdom,Tees,41377
United Kingdom,Teesport,41377
United Kingdom,Teignmouth,41398
United Kingdom,Teignmouth Harbor,41398
United Kingdom,Thames Haven,41378
United Kingdom,Thamesport,41351
United Kingdom,Tilbury,41380
United Kingdom,Troon,41600
United Kingdom,Truro,41398
United Kingdom,Tynemouth,41398
United Kingdom,Wallsend,41398
United Kingdom,Warren Point,41805
United Kingdom,Warrenpoint,41805
United Kingdom,Weymouth,41398
United Kingdom,Wisbech,41398
United Kingdom,Workington,41299
United Kingdom,Yarmouth,41398
United Kingdom,Yarmouth Harbor,41398
Unknown,All Other Leeward Islands,24800
Unknown,"All Other Pacific Islands, N.E.C. Ports",68699
Unknown,"All Other Southern Asia, N.E.C. Ports",56899
Unknown,All Other Southern Pacific Islands,62299
Unknown,All Other Windward Island Ports,24899
Unknown,High Seas,99900
Unknown,"High Seas,Gulf of Mexico",99930
Unknown,"High Seas,North Atlantic",99910
Unknown,"High Seas,North Pacific",99940
Unknown,"High Seas,South Atlantic",99920
Unknown,"High Seas,South Pacific",99950
Uruguay,All Other Uruguay Ports,35500
Uruguay,Colonia,35500
Uruguay,Fray Bentos,35500
Uruguay,Jose Ignacio Terminal,35500
Uruguay,Montevideo,35525
Uruguay,Nueva Palmira,35535
Uruguay,Paysandu,35500
Uruguay,Punta del Este,35537
Vanuatu,Luganville,62201
Vanuatu,Palikulo,62207
Vanuatu,Port Vila,62209
Vanuatu,Santo,62207
Venezuela,Adicora,30700
Venezuela,All Other Venezuela Ports,30700
Venezuela,Altagracia,30700
Venezuela,Amuay Bay,30704
Venezuela,Bachaquero,30700
Venezuela,Bahia Guanta,30741
Venezuela,Bahia de Amuay,30704
Venezuela,Bajo Grande,30708
Venezuela,Bobures,30700
Venezuela,Cabimas,30700
Venezuela,Caracas,30745
Venezuela,Caripito,30772
Venezuela,Carupano,30721
Venezuela,Chichiriviche,30700
Venezuela,Ciudad Bolivar,30725
Venezuela,Coloncha,30700
Venezuela,Coro,30765
Venezuela,Cumana,30769
Venezuela,Cumarebo,30766
Venezuela,El Chaure,30735
Venezuela,El Guamache,30774
Venezuela,El Palito,30737
Venezuela,El Tablazo,30739
Venezuela,Guanta,30741
Venezuela,Guaranao,30742
Venezuela,Guiria,30700
Venezuela,Jose,30743
Venezuela,La Ceiba,30700
Venezuela,La Guaira,30745
Venezuela,La Salina,30753
Venezuela,Lagunillas,30700
Venezuela,Las Piedras,30755
Venezuela,Maracaibo,30759
Venezuela,Matanzas,30760
Venezuela,Moron,30758
Venezuela,Palua,30761
Venezuela,Pampatar,30700
Venezuela,Pertigalete,30775
Venezuela,Petrozuata,30743
Venezuela,Porlamar,30700
Venezuela,Puerto Cabello,30764
Venezuela,Puerto Cumarebo,30700
Venezuela,Puerto Espiritu,30700
Venezuela,Puerto Gorda,30700
Venezuela,Puerto Jose,30743
Venezuela,Puerto La Cruz,30771
Venezuela,Puerto Miranda,30763
Venezuela,Puerto Ordaz,30768
Venezuela,Puerto Sucre,30769
Venezuela,Puerto de Hierro,30700
Venezuela,Punta Camacho,30700
Venezuela,Punta Cardon,30770
Venezuela,Punta Chavez,30737
Venezuela,Punta Cuchillo,30767
Venezuela,Punta Gorda,30700
Venezuela,Punta Palmas,30773
Venezuela,Punta Piedras,30700
Venezuela,Rio Chico,30700
Venezuela,Rio Sico,30700
Venezuela,San Felix,30780
Venezuela,San Lorenzo,30700
Venezuela,Tucacas,30700
Venezuela,Turiamo,30700
Vietnam,All Other Viet Nam Ports,55200
Vietnam,Cam Pha,55205
Vietnam,Cam Rahn Bay,55207
Vietnam,Cam Ranh Bay,55207
Vietnam,Da Nang,55204
Vietnam,Hai Phong,55201
Vietnam,Haiphong,55201
Vietnam,Ho Chi Minh City,55224
Vietnam,Hon Gai,55202
Vietnam,Hon Gay,55202
Vietnam,Nha Trang,55208
Vietnam,Port Campha,55205
Vietnam,Port Redon,55200
Vietnam,Saigon,55224
Vietnam,Tan Cang,55225
Vietnam,Thanh Pho Ho Chi Minh,55224
Vietnam,Tourane,55204
Vietnam,Vung Tau,55206
Wallis,All Wallis and Futuna Ports,64131
Wallis,"Mata-Utu, Futuna",64131
Wallis,"Singave, Futuna",64131
Western Sahara,All Other Western Sahara Ports,73700
Western Sahara,Dakhla,73700
Western Sahara,Laayoune,73701
Western Sahara,Villa Cisneros,73700
Yemen,Aden,52101
Yemen,Al Hudayah,52115
Yemen,Al Mokha,52125
Yemen,Al Mukalla,52100
Yemen,All Other Yemen Ports,52100
Yemen,Hodeida,52115
Yemen,Hodeidah,52115
Yemen,Mocha,52125
Yemen,Mokha,52125
Yemen,Mukalla,52100
Yemen,Perim Island,52100
Yemen,Saleef,52100
