Code,Sked_D_E,Port_Consolidated,Port_Coast,Port_Region, Action ,Note,Sked_D,Action
3851,"Detroit Border Patrol, Detroit, Michigan",Land Ports,Land  Ports,Land Ports,1,,,
3852,"Sault Ste Marie Border Patrol, Sault Ste Marie, Michigan",Land Ports,Land  Ports,Land Ports,1,,,
3853,"Trenton Border Patrol, Trenton, Michigan",Land Ports,Land  Ports,Land Ports,1,,,
3854,"Port Huron Border Patrol, Marysville, Michigan",Land Ports,Land  Ports,Land Ports,1,,,
3855,"Grand Rapids Border Patrol, Holland, Michigan",Land Ports,Land  Ports,Land Ports,1,,,
3881,"Oakland County International Airport, Detroit, Michigan",Land Ports,Land  Ports,Land Ports,1,,OAKLAND/PONTIAC AIRPORT,
3882,"Willow Run Airport, Ypsilanti, Michigan",Land Ports,Land  Ports,Land Ports,1,,"WILLOW RUN AIRPORT, YPSILANTI, MI",
3901,"Chicago, Illinois, including O’Hare International Airport",Detroit-Milwaukee,Great Lakes,Great Lakes,1,,"CHICAGO, IL",
3902,"Peoria, Illinois",Land Ports,Land  Ports,Land Ports,1,,"PEORIA, IL",
3905,"Gary, Indiana",Detroit-Milwaukee,Great Lakes,Great Lakes,1,,"GARY, IN",
3908,"Davenport, Iowa - Rock Island, Milan, Illinois",Land Ports,Land  Ports,Land Ports,1,,"DAVENPORT, IA-ROCK ISLAND, IL",
3909,"Rockford Airport, Rockford, Illinois",Land Ports,Land  Ports,Land Ports,1,,"ROCKFORD AIRPORT, IL",
3910,"Midway International Airport, Chicago, Illinois",Land Ports,Land  Ports,Land Ports,1,,"CHICAGO MIDWAY INT'L AIRPORT, IL",
3911,"Springfield, Illinois",Land Ports,Land  Ports,Land Ports,1,,,
3971,"Fedex ECCF, Chicago, Illinois",Land Ports,Land  Ports,Land Ports,1,,"TNT EXPRESS CONSIGNMENT, CHICAGO, IL",
3972,"IBC ECCF, Chicago, Illinois",Land Ports,Land  Ports,Land Ports,1,,,
3984,"Dupage Airport Authority, West Chicago, Illinois",Land Ports,Land  Ports,Land Ports,1,,"DUPAGE AIRPORT, IL",
3991,"DHL Chicago Hub, Chicago, Illinois",Land Ports,Land  Ports,Land Ports,1,,,
0401,"Boston, Massachusetts",Boston,East,North Atlantic,1,,"BOSTON, MA",
0402,"Springfield, Massachusetts",Land Ports,Land  Ports,Land Ports,1,,"SPRINGFIELD, MA",
0403,"Worcester, Massachusetts",Boston,East,North Atlantic,1,,"WORCESTER, MA",
0404,"Gloucester, Massachusetts",Boston,East,North Atlantic,1,,"GLOUCESTER, MA",
0405,"New Bedford, Massachusetts",Boston,East,North Atlantic,1,,"NEW BEDFORD, MA",
0406,"Plymouth, Massachusetts",Boston,East,North Atlantic,1,,"PLYMOUTH, MA",
0407,"Fall River, Massachusetts",Boston,East,North Atlantic,1,,"FALL RIVER, MA",
0408,"Beverly, Massachusetts",Land Ports,Land  Ports,Land Ports,1,,"SALEM, MA",
0410,"Bridgeport, Connecticut",New York ,East,North Atlantic,1,,"BRIDGEPORT,CT",
4101,"Cleveland, Ohio",Toledo-Cleveland,Great Lakes,Great Lakes,1,,"CLEVELAND, OH",
4102,"Cincinnati, Ohio",Toledo-Cleveland,Great Lakes,Great Lakes,1,,"CINCINNATI, OH",
4103,"Columbus, Ohio",Toledo-Cleveland,Great Lakes,Great Lakes,1,,"COLUMBUS, OH",
4104,"Dayton, Ohio",Toledo-Cleveland,Great Lakes,Great Lakes,1,,"DAYTON, OH",
4105,"Toledo, Ohio",Toledo-Cleveland,Great Lakes,Great Lakes,1,,"TOLEDO-SNADUSKY, OH",
4106,"Erie, Pennsylvania",Toledo-Cleveland,Great Lakes,Great Lakes,1,,"ERIE, PA",
4107,"Northern Kentucky, Fort Mitchell, KY",Land Ports,Land  Ports,Land Ports,1,,,
0411,"Hartford, Connecticut",New York ,East,North Atlantic,1,,HARTFORD. CT,
4110,"Indianapolis, Indiana",Detroit-Milwaukee,Great Lakes,Great Lakes,1,,"INDIANAPOLIS, IN",
4115,"Louisville, Kentucky",Land Ports,Land  Ports,Land Ports,1,,"LOUISVILLE, KY",
4116,"Owensboro-Evansville, Indiana",Land Ports,Land  Ports,Land Ports,1,,"OWENSBORO-EVANSVILLE, KY",
0412,"New Haven, Connecticut",New York ,East,North Atlantic,1,,"NEW HAVEN,CT",
4122,"Ashtabula/Conneaut, Ohio",Toledo-Cleveland,Great Lakes,Great Lakes,1,,"ASHTABULA/CONNEAUT, OH",
0413,"New London, Connecticut",New York ,East,North Atlantic,1,,"NEW LONDON, CT",
4130,"London, Kentucky",Land Ports,Land  Ports,Land Ports,1,,,
4131,"Bowling Green, Kentucky",Land Ports,Land  Ports,Land Ports,1,,,
0416,"Lawrence, Massachusetts",Land Ports,Land  Ports,Land Ports,1,,"LAWRENCE, MA",
0417,"Logan Airport, East Boston, Massachusetts",Land Ports,Land  Ports,Land Ports,1,,"LOGAN AIRPORT, MA",
4183,"Fort Wayne Airport, Fort Wayne, Indiana",Land Ports,Land  Ports,Land Ports,1,,FORT WAYNE AIRPORT,
4184,"Blue Grass Airport, Lexington, Kentucky",Land Ports,Land  Ports,Land Ports,1,,BLUE GRASS AIRPORT,
4196,"UPS Courier Hub, Louisville, Kentucky",Land Ports,Land  Ports,Land Ports,1,,UPS COURIER,
4197,"DHL Courier Hub, Cincinnati, Ohio",Land Ports,Land  Ports,Land Ports,1,,"DHL CINCINNATI, OH",
4198,"Federal Express Hub, Indianapolis, Indiana",Land Ports,Land  Ports,Land Ports,1,,"FEDEX, INDIANAPOLIS, IN",
4501,"Kansas City, Missouri",Land Ports,Land  Ports,Land Ports,1,,"KANSAS CITY, MO",
4502,"St. Joseph, Missouri",Land Ports,Land  Ports,Land Ports,1,,"ST JOSEPH, MO",
4503,"St. Louis, Missouri",Land Ports,Land  Ports,Land Ports,1,,"ST LOUIS, MO",
4504,"Wichita, Kansas",Land Ports,Land  Ports,Land Ports,1,,"WICHITA, KS",
4505,"Springfield, Missouri",Land Ports,Land  Ports,Land Ports,1,,"SPRINGFIELD, MO",
4507,"Kansas City Smart Port, Kansas City, Kansas",Land Ports,Land  Ports,Land Ports,1,,,
4581,"MidAmerica Airport, Mascoutah, Illinois",Land Ports,Land  Ports,Land Ports,1,,"MIDAMERICAN AIRPORT, IL",
4601,"New York/Newark Area, Newark, New Jersey",Land Ports,Land  Ports,Land Ports,1,,,
4602,"Perth Amboy, New Jersey",New York ,East,North Atlantic,1,,,
4670,"UPS ECCF, Newark, New Jersey",Land Ports,Land  Ports,Land Ports,1,,,
4671,"Federal Express ECCF, Newark, New Jersey",Land Ports,Land  Ports,Land Ports,1,,,
4681,"Morristown Airport, Morristown, New Jersey",Land Ports,Land  Ports,Land Ports,1,,,
4682,"Stewart International Airport UFF, New Windsor, New York",Land Ports,Land  Ports,Land Ports,1,,,
4701,"John F. Kennedy Airport, Jamaica, New York",Land Ports,Land  Ports,Land Ports,1,,,
4771,"NYACC ECCF, Jamaica, New York",Land Ports,Land  Ports,Land Ports,1,,,
4772,"DHL Airways, Jamaica, New York",Land Ports,Land  Ports,Land Ports,1,,,
4773,"Micom ECCF, Jamaica, New York",Land Ports,Land  Ports,Land Ports,1,,,
4774,"IBC ECCF, Jamaica, New York",Land Ports,Land  Ports,Land Ports,1,,,
4778,"Fedex Corp JFK ECCF, Jamaica, New York",Land Ports,Land  Ports,Land Ports,1,,,
0481,"Hanscom User Fee Airport, Bedford, Massachusetts",Land Ports,Land  Ports,Land Ports,1,,"L.G. HANSCOM FIELD, MA",
4901,"Aguadilla, Puerto Rico","Alaska, US Islands","Alaska, US Islands","Alaska, US Islands",1,,"AGUADILLA, PR",
4904,"Fajardo, Puerto Rico","Alaska, US Islands","Alaska, US Islands","Alaska, US Islands",1,,"FAJARDO, PR",
4907,"Mayaguez, Puerto Rico","Alaska, US Islands","Alaska, US Islands","Alaska, US Islands",1,,"MAYAGUEZ, PR",
4908,"Ponce, Puerto Rico","Alaska, US Islands","Alaska, US Islands","Alaska, US Islands",1,,"PONCE, PR",
4909,"San Juan, Puerto Rico","Alaska, US Islands","Alaska, US Islands","Alaska, US Islands",1,,"SAN JUAN, PR",
4913,"San Juan International Airport, Old San Juan, Puerto Rico",Land Ports,Land  Ports,Land Ports,1,,"SAN JUAN INTL AIRPORT, PR",
4950,"Border Patrol Sector HQ, Aguadilla, Puerto Rico",Land Ports,Land  Ports,Land Ports,1,,,
4951,"Ramey Puerto Rico Border Patrol, Aguadilla, Puerto Rico",Land Ports,Land  Ports,Land Ports,1,,,
0501,"Newport, Rhode Island",New York ,East,North Atlantic,1,,"NEWPORT, RI",
0502,"Providence, Rhode Island",New York ,East,North Atlantic,1,,"PROVIDENCE, RI",
0503,"Mellville, Rhode Island",New York ,East,North Atlantic,1,,"MELLVILLE, RI",
5101,"Charlotte Amalie, St. Thomas, Virgin Islands","Alaska, US Islands","Alaska, US Islands","Alaska, US Islands",1,,"CHARLOTTE AMALIE, VI",
5102,"Cruz Bay, St. John, Virgin Islands","Alaska, US Islands","Alaska, US Islands","Alaska, US Islands",1,,"CRUZ BAY, VI",
5104,"Christiansted, St. Croix, Virgin Islands","Alaska, US Islands","Alaska, US Islands","Alaska, US Islands",1,,"CHRISTIANSTED, VI",
5105,"Frederiksted, St. Croix, Virgin Islands","Alaska, US Islands","Alaska, US Islands","Alaska, US Islands",1,,"FREDERIKSTED, VI",
5201,"Miami, Florida",South Florida,East,South Atlantic,1,,"MIAMI, FL",
5202,"Key West, Florida",Land Ports,Land Ports,Land Ports,1,,"KEY WEST, FL",
5203,"Port Everglades, Florida",South Florida,East,South Atlantic,1,,"PORT EVERGLADES, FL",
5204,"West Palm Beach, Florida",South Florida,East,South Atlantic,1,,"WEST PALM BEACH, FL",
5205,"Fort Pierce, Florida",Land Ports,Land Ports,Land Ports,1,,"FORT PIERCE, FL",
5206,"Miami International Airport, Miami, Florida",Land Ports,Land  Ports,Land Ports,1,,"MIAMI INTL AIRPORT, FL",
5210,"Fort Lauderdale International Airport, Fort Lauderdale, Florida",Land Ports,Land  Ports,Land Ports,1,,"FT. LAUDERDALE INTL AIRP, FL",
5211,"Key Largo, Florida",Land Ports,Land Ports,Land Ports,1,,,
5212,"Pembroke Pines, Florida",Land Ports,Land  Ports,Land Ports,1,,,
5250,"Border Patrol Sector HQ, Pembroke Pines, Florida",Land Ports,Land  Ports,Land Ports,1,,,
5251,"Miami Border Patrol, Pembroke Pines, Florida",Land Ports,Land  Ports,Land Ports,1,,,
5252,"West Palm Beach Border Patrol, West Palm Beach, Florida",Land Ports,Land  Ports,Land Ports,1,,,
5253,"Marathon Border Patrol, Marathon, Florida",Land Ports,Land  Ports,Land Ports,1,,,
5255,"Miami Alternate, Miami, Florida",Land Ports,Land  Ports,Land Ports,1,,,
5274,"Fedex Corp Miami ECCF, Miami, Florida",Land Ports,Land  Ports,Land Ports,1,,,
5281,"Marathon International Airport, Marathon, Florida",Land Ports,Land  Ports,Land Ports,1,,,
5282,"Boca Raton Airport, Boca Raton, Florida",Land Ports,Land  Ports,Land Ports,1,,,
5283,"Witham Field GAF, Stuart, Florida",Land Ports,Land  Ports,Land Ports,1,,,
5295,"UPS Hub Miami International Airport, Miami, Florida",Land Ports,Land  Ports,Land Ports,1,,"UPS, MIAMI, FL",
5296,"DHL Worldwide Express Hub, Miami, Florida",Land Ports,Land  Ports,Land Ports,1,,"DHL, MIAMI, FL",
5297,"Fedex Courier Hub, Miami, Florida",Land Ports,Land  Ports,Land Ports,1,,"FEDEX, MIAMI, FL",
5298,"IBC Courier Hub, Miami, Florida",Land Ports,Land  Ports,Land Ports,1,,"IBC COURIER HUB, FL",
5301,"Houston, Texas",Houston,Gulf,North Texas,1,,"HOUSTON, TX",
5306,"Texas City, Texas",Houston,Gulf,North Texas,1,,"TEXAS CITY, TX",
5309,"Houston George Bush Intercontinental Airport, Houston, Texas",Land Ports,Land  Ports,Land Ports,1,,"HOUSTON INTERCONTL AIRP, TX",
5310,"Galveston, Texas",Houston,Gulf,North Texas,1,,"GALVESTON, TX",
5311,"Freeport, Texas",Houston,Gulf,North Texas,1,,"FREEPORT, TX",
5312,"Corpus Christi, Texas",South Texas,Gulf,South Texas,1,,"CORPUS CHRISTI, TX",
5313,"Port Lavaca, Texas",South Texas,Gulf,South Texas,1,,"PORT LAVACA, TX",
5314,"Hobby International Airport, Houston, Texas",Land Ports,Land  Ports,Land Ports,1,,,
5315,"Ellington Field, Houston, Texas",Land Ports,Land  Ports,Land Ports,1,,,
5381,"Sugar Land Regional Airport, Sugar Land, Texas",Land Ports,Land  Ports,Land Ports,1,,"SUGAR LAND REG AIRP, SUGAR LAND, TX",
5382,"Conroe-North, Conroe, Texas",Land Ports,Land  Ports,Land Ports,1,,,
5401,"Washington, District of Columbia",Land Ports,Land  Ports,Land Ports,1,,"WASHINGTON, DC",
5402,"Reagan National (DCA), Arlington, Virginia",Land Ports,Land  Ports,Land Ports,1,,"ALEXANDRIA, VA",
5501,"Dallas/Ft. Worth Airport, Texas",Land Ports,Land  Ports,Land Ports,1,,"DALLAS/FT. WORTH, TX",
5502,"Amarillo, Texas",Land Ports,Land  Ports,Land Ports,1,,"AMARILLO, TX",
5503,"Lubbock, Texas",Land Ports,Land  Ports,Land Ports,1,,"LUBBOCK, TX",
5504,"Oklahoma City, Oklahoma",Land Ports,Land  Ports,Land Ports,1,,"OKLAHOMA CITY, OK",
5505,"Tulsa, Oklahoma",Land Ports,Land  Ports,Land Ports,1,,"TULSA, OK",
5506,"Austin, Texas",Land Ports,Land  Ports,Land Ports,1,,"AUSTIN, TX",
5507,"San Antonio, Texas",Land Ports,Land  Ports,Land Ports,1,,"SAN ANTONIO, TX",
5520,"Abilene, Texas",Land Ports,Land  Ports,Land Ports,1,,,
5521,"San Angelo, Texas",Land Ports,Land  Ports,Land Ports,1,,,
5550,"Border Patrol Sector HQ, Marfa, Texas",Land Ports,Land  Ports,Land Ports,1,,,
5551,"Lubbock Border Patrol, Lubbock, Texas",Land Ports,Land  Ports,Land Ports,1,,,
5552,"Amarillo Border Patrol, Amarillo, Texas",Land Ports,Land  Ports,Land Ports,1,,,
5553,"Presidio Texas Border Patrol, Presidio, Texas",Land Ports,Land  Ports,Land Ports,1,,,
5554,"Marfa Texas Border Patrol, Marfa, Texas",Land Ports,Land  Ports,Land Ports,1,,,
5555,"Pecos Texas Border Patrol, Pecos, Texas",Land Ports,Land  Ports,Land Ports,1,,,
5556,"Fort Stockton Border Patrol, Fort Stockton, Texas",Land Ports,Land  Ports,Land Ports,1,,,
5557,"Sanderson Texas Border Patrol, Sanderson, Texas",Land Ports,Land  Ports,Land Ports,1,,,
5558,"Alpine Texas Border Patrol, Alpine, Texas",Land Ports,Land  Ports,Land Ports,1,,,
5559,"Big Bend Border Patrol, Big Bend, Texas",Land Ports,Land  Ports,Land Ports,1,,,
5560,"Sierra Blanca Border Patrol, Sierra Blanca, Texas",Land Ports,Land  Ports,Land Ports,1,,,
5561,"Van Horn Texas Border Patrol, Van Horn, Texas",Land Ports,Land  Ports,Land Ports,1,,,
5562,"Midland Texas Border Patrol, Midland, Texas",Land Ports,Land  Ports,Land Ports,1,,,
5582,"Midland International Airport, Midland, Texas",Land Ports,Land  Ports,Land Ports,1,,"MIDLAND INTL AIRPORT, MIDLAND, TX",
5583,"Fort Worth Alliance Airport, Fort Worth, Texas",Land Ports,Land  Ports,Land Ports,1,,"FORTH WORTH ALLIANCE  AIRP, TX",
5584,"Addison Airport, Addison, Texas",Land Ports,Land  Ports,Land Ports,1,,"ADDISON AIRPORT, ADDISON, TX",
5585,"Collin County Regional Airport, McKinney, Texas",Land Ports,Land  Ports,Land Ports,1,,,
5586,"Ardmore Municipal Airport, Ardmore, Oklahoma",Land Ports,Land  Ports,Land Ports,1,,,
5587,"Kelly Field Annex, San Antonio, Texas",Land Ports,Land  Ports,Land Ports,1,,,
5588,"Dallas Love Field, Dallas, Texas",Land Ports,Land  Ports,Land Ports,1,,"DALLAS LOVE FIELD USER FEE AIRP, DALLAS, TX",
5589,"Meacham International Airport, Fort Worth, Texas",Land Ports,Land  Ports,Land Ports,1,,,
5650,"Border Patrol Sector HQ, Chula Vista, California",Land Ports,Land  Ports,Land Ports,1,,,
5651,"San Clemente Border Patrol, California",Land Ports,Land  Ports,Land Ports,1,,,
5652,"Temecula Border Patrol, California",Land Ports,Land  Ports,Land Ports,1,,,
5653,"Brown Field Border Patrol, San Diego, California",Land Ports,Land  Ports,Land Ports,1,,,
5654,"Chula Vista Border Patrol, California",Land Ports,Land  Ports,Land Ports,1,,,
5655,"Campo (Area II) Border Patrol, Campo, California",Land Ports,Land  Ports,Land Ports,1,,,
5656,"Boulevard California Border Patrol, Boulevard, California",Land Ports,Land  Ports,Land Ports,1,,,
5657,"El Cajon (Area I) Border Patrol, El Cajon, California",Land Ports,Land  Ports,Land Ports,1,,,
5658,"Imperial Beach Border Patrol, California",Land Ports,Land  Ports,Land Ports,1,,,
7424,"CBP, Aruba Preclearance, Washington, DC",Land Ports,Land  Ports,Land Ports,1,,,
7928,"CBP Winnipeg Preclearance, Washington, DC",Land Ports,Land  Ports,Land Ports,1,,,
7930,"CBP Victoria Preclearance, Washington, DC",Land Ports,Land  Ports,Land Ports,1,,,
7922,"CBP Vancouver Preclearance, Washington, DC",Land Ports,Land  Ports,Land Ports,1,,,
7926,"CBP Toronto Preclearance, Washington, DC",Land Ports,Land  Ports,Land Ports,1,,,
7929,"CBP Ottawa Preclearance, Washington, DC",Land Ports,Land  Ports,Land Ports,1,,,
5756,"Bonners Ferry Idaho Border Patrol, Bonners Ferry, Idaho",Land Ports,Land  Ports,Land Ports,1,,,
5757,"Whitefish Montana Border Patrol, Whitefish, Montana",Land Ports,Land  Ports,Land Ports,1,,,
5758,"Eureka Montana Border Patrol, Eureka, Montana",Land Ports,Land  Ports,Land Ports,1,,,
7925,"CBP Montreal Preclearance, Washington, DC",Land Ports,Land  Ports,Land Ports,1,,,
0701,"Ogdensburg, New York",Toledo-Cleveland,Great Lakes,Great Lakes,1,,"OGDENSBURG, NY",
0704,"Massena, New York",Land Ports,Land  Ports,Land Ports,1,,"MASSENA, NY",
0706,"Cape Vincent, New York",Land Ports,Land  Ports,Land Ports,1,,"CAPE VINCENT, NY",
0708,"Alexandria Bay, New York",Land Ports,Land  Ports,Land Ports,1,,"ALEXANDRIA BAY, NY",
0709,"Burke, New York",Land Ports,Land  Ports,Land Ports,1,,,
7100,"Northeast Region, Boston, Massachusetts",Land Ports,Land  Ports,Land Ports,1,,,
0712,"Champlain-Rouses Point, New York",Land Ports,Land  Ports,Land Ports,1,,"CHAMPLAIN-ROUSES POINT, NY",
7121,"Montreal Quebec Canada, Montreal, Canada",Land Ports,Land  Ports,Land Ports,1,,,
7122,"Toronto Ontario Canada, Toronto, Canada",Land Ports,Land  Ports,Land Ports,1,,,
0714,"Clayton, New York",Land Ports,Land  Ports,Land Ports,1,,"CLAYTON, NY",
0715,"Trout River, New York",Land Ports,Land  Ports,Land Ports,1,,"TROUT RIVER, NY",
7400,"Southeast Region, Miami, Florida",Land Ports,Land  Ports,Land Ports,1,,,
7401,"CBP St. Thomas Preclearance, St. Thomas, Virgin Islands",Land Ports,Land  Ports,Land Ports,1,,,
7404,"CBP St. Croix Preclearance, St. Croix, Virgin Islands",Land Ports,Land  Ports,Land Ports,1,,,
7931,"CBP Halifax Nova Scotia Preclearance, Washington, DC",Land Ports,Land  Ports,Land Ports,1,,,
7422,"CBP Freeport Preclearance, Washington, DC",Land Ports,Land  Ports,Land Ports,1,,,
7924,"CBP Edmonton Preclearance, Washington, DC",Land Ports,Land  Ports,Land Ports,1,,,
7923,"CBP Calgary Preclearance, Washington, DC",Land Ports,Land  Ports,Land Ports,1,,,
7421,"CBP Bermuda Preclearance, Washington, DC",Land Ports,Land  Ports,Land Ports,1,,,
7500,"South Central Region, New Orleans, Louisiana",Land Ports,Land  Ports,Land Ports,1,,,
7543,"CBP Abu Dhabi Preclearance, Washington, DC",Land Ports,Land  Ports,Land Ports,1,,,
3015,"Boundary, Washington",Land Ports,Land  Ports,Land Ports,1,,"BOUNDARY, WA",
5750,"Border Patrol Sector HQ, Spokane, Washington",Land Ports,Land  Ports,Land Ports,1,,,
7600,"Southwest Region, Houston, Texas",Land Ports,Land  Ports,Land Ports,1,,,
7700,"Pacific Region, Long Beach, California",Land Ports,Land  Ports,Land Ports,1,,,
7728,"Pacific Region, San Francisco, California",Land Ports,Land  Ports,Land Ports,1,,,
7729,"Pacific Region, San Francisco, California",Land Ports,Land  Ports,Land Ports,1,,,
0781,"Plattsburgh International Airport, Plattsburgh, New York",Land Ports,Land  Ports,Land Ports,1,,,
7900,"CBP North Central Region, Chicago, Illinois",Land Ports,Land  Ports,Land Ports,1,,,
3050,"Border Patrol Sector HQ, Blaine, Washington",Land Ports,Land  Ports,Land Ports,1,,,
3004,"Blaine, Washington",Seattle-Tacoma,West,Pacific Northwest,1,,"BLAINE, WA",
3051,"Blaine Washington Border Patrol, Blaine, Washington",Land Ports,Land  Ports,Land Ports,1,,,
3005,"Bellingham, Washington",Seattle-Tacoma,West,Pacific Northwest,1,,"BELLINGHAM, WA",
3053,"Bellingham Border Patrol, Bellingham, Washington",Land Ports,Land  Ports,Land Ports,1,,,
3072,"Avion Brokers @ Seatac, Seatac, Washington",Land Ports,Land  Ports,Land Ports,1,,"AVION BROKERS, SEATTLE, WA",
3010,"Anacortes, Washington",Seattle-Tacoma,West,Pacific Northwest,1,,"ANACORTES, WA",
3074,"Airborne Express @ Seatac, Seatac, Washington",Land Ports,Land  Ports,Land Ports,1,,"AIRBORNE EXPRESS, SEATTLE, WA",
3003,"Aberdeen, Washington",Seattle-Tacoma,West,Pacific Northwest,1,,"ABERDEEN-HOQUIAM, WA",
0799,"Champlain-Cartage Cont, Champlain, New York",Land Ports,Land  Ports,Land Ports,1,,,
0901,"Buffalo-Niagara Falls, New York",Land Ports,Land  Ports,Land Ports,1,,"BUFFALO-NIAGARA FALLS, NY",
0903,"Rochester, New York",Land Ports,Land  Ports,Land Ports,1,,"ROCHESTER, NY",
0904,"Oswego, New York",Toledo-Cleveland,Great Lakes,Great Lakes,1,,"OSWEGO, NY",
0905,"Sodus Point, New York",Land Ports,Land  Ports,Land Ports,1,,"SODUS POINT, NY",
0906,"Syracuse, New York",Land Ports,Land  Ports,Land Ports,1,,"SYRACUSE, NY",
0921,"Northeast Region, Boston Massachusetts",Land Ports,Land  Ports,Land Ports,1,,,
9232,"Calgary, Alberta",Land Ports,Land  Ports,Land Ports,1,,,
0950,"Border Patrol Sector, Tonawanda, New York",Land Ports,Land  Ports,Land Ports,1,,,
0951,"Buffalo Border Patrol, Tonawanda, New York",Land Ports,Land  Ports,Land Ports,1,,,
0952,"Niagara Falls Border Patrol Station, Niagara Falls, New York",Land Ports,Land  Ports,Land Ports,1,,,
0953,"Watertown Border Patrol, Wellesley Island, New York",Land Ports,Land  Ports,Land Ports,1,,,
0954,"Fulton New York Border Patrol, Fulton, New York",Land Ports,Land  Ports,Land Ports,1,,,
0981,"Binghamton Regional Airport, New York",Land Ports,Land  Ports,Land Ports,1,,"BINGHAMTON REGIONAL AIRPORT, NY",
3901,"Chicago, Illinois",Chicago,Lake,Great Lakes,,Added from CBP PDF - unmatched ports,,1
4601,"Newark, New Jersey",New York,East,North Atlantic,,Added from CBP PDF - unmatched ports,,1
5104,"Christiansted, Virgin Islands",Virgin Islands,East,Caribbean,,Added from CBP PDF - unmatched ports,,1
5101,"Charlotte Amalie, Virgin Islands",Virgin Islands,East,Caribbean,,Added from CBP PDF - unmatched ports,,1
1102,"Paulsboro, Pennsylvania",Delaware River,East,Mid-Atlantic,,Added from CBP PDF - unmatched ports,,1
