year,port,commodity,vessels,certificates,metric_tons,long_tons,wtd_avg_sf,wtd_avg_sf_untrimmed,wtd_avg_test_weight,min_sf,max_sf,sf_stddev
1996,Great Lakes,OATS,1,1,4563.0,4491.0,70.02,74.22,39.82,70.02,70.02,
1996,Great Lakes,SOYBEANS,69,119,2025285.0,1993295.0,49.21,52.16,56.67,48.06,50.92,0.66
1996,Great Lakes,WHEAT,103,207,2707196.0,2664433.0,46.13,48.9,60.46,44.21,48.04,0.903
1996,Houston,CORN,50,60,1174830.0,1156271.0,49.51,52.48,56.32,47.41,50.83,0.841
1996,Houston,SORGHUM,56,68,1372991.0,1351302.0,47.97,50.85,58.12,46.32,49.0,0.588
1996,Houston,SOYBEANS,33,45,771114.0,758934.0,49.21,52.17,56.66,48.21,50.14,0.429
1996,Houston,WHEAT,236,339,7643533.0,7522808.0,46.21,48.98,60.35,43.63,48.25,0.705
1996,Mississippi River,BARLEY,1,1,78728.0,77485.0,58.38,61.88,47.76,58.38,58.38,
1996,Mississippi River,CORN,774,1383,36600114.0,36022064.0,49.62,52.6,56.21,46.01,53.32,0.998
1996,Mississippi River,SORGHUM,159,178,1890535.0,1860678.0,48.26,51.16,57.78,46.3,49.69,0.612
1996,Mississippi River,SOYBEANS,483,818,18349276.0,18059473.0,49.65,52.63,56.16,47.77,53.42,0.501
1996,Mississippi River,WHEAT,294,584,7146045.0,7033183.0,47.11,49.93,59.21,43.98,52.48,0.954
1996,Puget Sound (Seattle-Tacoma),CORN,124,148,6030080.0,5934841.0,50.51,53.54,55.21,48.93,52.55,0.639
1996,Puget Sound (Seattle-Tacoma),SORGHUM,10,10,112558.0,110780.0,48.28,51.17,57.76,47.63,49.7,0.692
1996,Puget Sound (Seattle-Tacoma),SOYBEANS,48,55,1579392.0,1554443.0,49.49,52.46,56.34,47.99,50.66,0.68
1996,Puget Sound (Seattle-Tacoma),WHEAT,1,2,21620.0,21278.0,44.14,46.79,63.17,44.07,44.22,0.106
1996,South Atlantic,BARLEY,4,5,59582.0,58641.0,60.13,63.73,46.38,59.32,61.04,0.648
1996,South Atlantic,CORN,25,28,416460.0,409883.0,48.88,51.82,57.04,47.77,50.82,0.577
1996,South Atlantic,SOYBEANS,19,23,689159.0,678274.0,49.57,52.54,56.25,48.54,50.0,0.356
1996,South Atlantic,WHEAT,30,36,797494.0,784898.0,47.12,49.95,59.17,45.01,48.0,0.582
1997,Columbia River,BARLEY,24,33,887531.0,873513.0,53.55,56.76,52.11,50.43,56.69,1.589
1997,Columbia River,CANOLA,1,1,5299.0,5215.0,56.19,59.56,49.62,56.19,56.19,
1997,Columbia River,CORN,93,110,4506149.0,4434991.0,49.96,52.96,55.82,46.92,51.16,0.844
1997,Columbia River,SORGHUM,19,20,185046.0,182123.0,47.51,50.36,58.7,46.68,48.81,0.605
1997,Columbia River,SOYBEANS,18,18,206175.0,202919.0,48.88,51.81,57.05,48.16,49.82,0.424
1997,Columbia River,WHEAT,315,935,11401947.0,11221795.0,45.16,47.87,61.74,41.08,46.68,0.602
1997,Great Lakes,BARLEY,24,45,599865.0,590390.0,57.01,60.43,48.98,49.27,59.96,2.831
1997,Great Lakes,CANOLA,1,1,19765.0,19453.0,56.19,59.56,49.62,56.19,56.19,
1997,Great Lakes,CORN,22,46,621804.0,611978.0,51.32,54.4,54.35,48.99,52.9,0.976
1997,Great Lakes,SOYBEANS,60,95,1842418.0,1813319.0,48.84,51.77,57.09,47.72,50.63,0.537
1997,Great Lakes,SUNFLOWER,2,2,29691.0,29222.0,90.87,96.32,30.68,90.61,91.14,0.375
1997,Great Lakes,WHEAT,96,139,1652935.0,1626829.0,46.41,49.19,60.1,44.39,48.04,0.785
1997,Houston,CORN,41,45,726206.0,714735.0,49.18,52.13,56.71,47.53,50.69,0.85
1997,Houston,SORGHUM,68,104,1749706.0,1722068.0,47.34,50.18,58.9,46.14,48.59,0.511
1997,Houston,SOYBEANS,45,65,1039122.0,1022706.0,49.8,52.79,56.0,48.18,51.63,0.938
1997,Houston,WHEAT,178,313,5784280.0,5692918.0,45.83,48.58,60.85,43.31,47.93,0.688
1997,Mississippi River,CORN,699,1225,28369691.0,27921610.0,50.1,53.11,55.67,46.36,56.32,1.148
1997,Mississippi River,SORGHUM,175,199,2064343.0,2031743.0,47.5,50.34,58.71,46.34,49.12,0.58
1997,Mississippi River,SOYBEANS,548,862,19151761.0,18849276.0,49.55,52.52,56.27,46.7,51.2,0.511
1997,Mississippi River,WHEAT,288,614,6450315.0,6348430.0,46.45,49.24,60.03,44.82,48.83,0.707
1997,Puget Sound (Seattle-Tacoma),CORN,105,141,5878004.0,5785171.0,50.04,53.04,55.73,46.93,51.6,0.975
1997,Puget Sound (Seattle-Tacoma),SORGHUM,16,16,171373.0,168664.0,47.42,50.27,58.81,46.15,49.34,0.885
1997,Puget Sound (Seattle-Tacoma),SOYBEANS,56,66,1633277.0,1607480.0,48.95,51.89,56.97,47.82,50.69,0.677
1997,Puget Sound (Seattle-Tacoma),WHEAT,1,1,12423.0,12227.0,45.71,48.45,61.0,45.71,45.71,
1997,South Atlantic,BARLEY,3,6,103258.0,101626.0,55.78,59.13,49.99,55.12,57.04,0.703
1997,South Atlantic,CORN,4,8,43961.0,43266.0,49.86,52.85,55.93,48.64,50.9,0.894
1997,South Atlantic,SOYBEANS,15,20,638265.0,628183.0,49.32,52.28,56.53,48.76,50.02,0.318
1997,South Atlantic,WHEAT,21,23,580482.0,571317.0,45.76,48.51,60.95,44.77,47.22,0.922
1998,Columbia River,BARLEY,21,27,441081.0,434112.0,53.54,56.76,52.09,51.22,56.06,1.088
1998,Columbia River,CANOLA,3,3,14065.0,13842.0,56.19,59.56,49.62,56.19,56.19,0.0
1998,Columbia River,CORN,46,52,1915964.0,1885706.0,49.18,52.13,56.7,47.41,50.66,0.606
1998,Columbia River,SORGHUM,5,5,60290.0,59338.0,47.53,50.38,58.67,47.26,48.3,0.438
1998,Columbia River,SOYBEANS,12,12,109156.0,107432.0,49.8,52.79,56.01,48.52,51.44,1.021
1998,Columbia River,WHEAT,329,897,11268791.0,11090741.0,45.44,48.17,61.36,43.11,47.02,0.601
1998,Great Lakes,BARLEY,4,7,43889.0,43196.0,52.01,55.13,53.62,50.48,52.75,0.936
1998,Great Lakes,CANOLA,9,9,101530.0,99928.0,56.19,59.56,49.62,56.19,56.19,0.0
1998,Great Lakes,CORN,83,120,2013989.0,1982176.0,49.53,52.5,56.34,46.55,52.63,1.386
1998,Great Lakes,FLAXSEED,1,1,8856.0,8716.0,54.91,58.2,50.78,54.91,54.91,
1998,Great Lakes,SOYBEANS,57,94,1704828.0,1677901.0,49.43,52.4,56.41,48.36,51.01,0.614
1998,Great Lakes,SUNFLOWER,17,17,216217.0,212802.0,92.11,97.64,30.27,89.94,93.69,1.138
1998,Great Lakes,WHEAT,118,173,2038300.0,2006106.0,46.42,49.2,60.07,44.99,47.57,0.555
1998,Houston,CORN,35,42,608322.0,598712.0,47.95,50.82,58.16,46.01,49.62,0.814
1998,Houston,SORGHUM,53,78,1326967.0,1306008.0,47.26,50.09,59.01,46.47,48.85,0.587
1998,Houston,SOYBEANS,26,49,807384.0,794629.0,50.64,53.68,55.06,49.4,52.02,0.588
1998,Houston,WHEAT,244,367,7746070.0,7623716.0,45.09,47.79,61.84,43.66,47.58,0.649
1998,Mississippi River,CORN,796,1420,31225953.0,30732763.0,48.9,51.84,57.02,45.78,52.36,0.843
1998,Mississippi River,SORGHUM,147,160,1600766.0,1575483.0,47.55,50.4,58.64,46.36,49.36,0.602
1998,Mississippi River,SOYBEANS,478,697,15435152.0,15191355.0,49.85,52.84,55.94,47.0,51.71,0.568
1998,Mississippi River,WHEAT,283,607,4975122.0,4896549.0,46.66,49.46,59.76,44.93,49.63,0.63
1998,Puget Sound (Seattle-Tacoma),CORN,52,63,2642529.0,2600801.0,48.79,51.72,57.16,46.24,50.2,1.001
1998,Puget Sound (Seattle-Tacoma),SORGHUM,8,8,73992.0,72823.0,47.24,50.07,59.05,46.51,49.57,1.263
1998,Puget Sound (Seattle-Tacoma),SOYBEANS,20,24,568523.0,559545.0,49.27,52.22,56.6,48.15,50.46,0.661
1998,Puget Sound (Seattle-Tacoma),WHEAT,1,2,33000.0,32478.0,45.17,47.89,61.72,45.16,45.3,0.099
1998,South Atlantic,CORN,9,9,172689.0,169961.0,48.98,51.92,56.93,48.34,50.6,0.745
1998,South Atlantic,SOYBEANS,16,26,619905.0,610115.0,49.5,52.47,56.33,48.67,51.31,0.615
1998,South Atlantic,WHEAT,10,15,298072.0,293363.0,45.91,48.66,60.75,45.11,47.86,0.842
1999,Columbia River,BARLEY,24,29,467185.0,459803.0,53.92,57.16,51.72,52.1,55.76,0.994
1999,Columbia River,CANOLA,2,2,8676.0,8539.0,56.19,59.56,49.62,56.19,56.19,0.0
1999,Columbia River,CORN,67,79,3290807.0,3238835.0,48.92,51.85,57.0,46.8,49.66,0.42
1999,Columbia River,SORGHUM,9,9,70841.0,69722.0,47.51,50.36,58.7,46.83,48.55,0.545
1999,Columbia River,SOYBEANS,25,25,404461.0,398072.0,49.25,52.21,56.61,48.44,50.8,0.657
1999,Columbia River,WHEAT,302,868,10326021.0,10162878.0,45.59,48.32,61.17,43.52,47.21,0.495
1999,Great Lakes,BARLEY,2,6,42556.0,41883.0,51.64,54.74,54.02,50.44,53.08,1.143
1999,Great Lakes,CANOLA,3,3,20652.0,20325.0,56.19,59.56,49.62,56.19,56.19,0.0
1999,Great Lakes,CORN,79,150,2693547.0,2651005.0,48.44,51.34,57.58,46.58,50.42,0.937
1999,Great Lakes,SOYBEANS,60,115,2231811.0,2196564.0,49.28,52.24,56.58,47.96,51.09,0.588
1999,Great Lakes,SUNFLOWER,7,7,89191.0,87783.0,93.87,99.5,29.74,89.79,98.52,3.504
1999,Great Lakes,WHEAT,94,146,1594909.0,1569726.0,46.14,48.91,60.43,44.56,47.26,0.481
1999,Houston,CORN,36,44,474533.0,467039.0,47.3,50.14,58.98,44.93,49.76,1.174
1999,Houston,SORGHUM,53,92,1653317.0,1627199.0,47.6,50.45,58.59,46.45,49.35,0.589
1999,Houston,SOYBEANS,29,47,723421.0,711993.0,50.26,53.28,55.48,49.16,51.39,0.636
1999,Houston,WHEAT,289,467,10021483.0,9863195.0,45.29,48.0,61.57,43.07,47.38,0.552
1999,Mississippi River,CORN,932,1683,37213795.0,36626032.0,48.82,51.74,57.12,45.93,54.25,0.937
1999,Mississippi River,SORGHUM,166,194,1957063.0,1926149.0,47.64,50.49,58.53,46.47,48.94,0.5
1999,Mississippi River,SOYBEANS,493,746,17411140.0,17136153.0,49.96,52.95,55.82,47.58,51.88,0.538
1999,Mississippi River,WHEAT,365,731,7048145.0,6936838.0,46.6,49.4,59.84,44.1,48.67,0.766
1999,Puget Sound (Seattle-Tacoma),CORN,90,111,5441459.0,5355525.0,48.23,51.12,57.82,44.93,49.76,0.717
1999,Puget Sound (Seattle-Tacoma),SORGHUM,8,8,82735.0,81428.0,46.25,49.03,60.29,45.99,46.97,0.309
1999,Puget Sound (Seattle-Tacoma),SOYBEANS,20,20,467928.0,460538.0,48.88,51.81,57.05,48.0,50.03,0.598
1999,Puget Sound (Seattle-Tacoma),WHEAT,2,2,21241.0,20906.0,45.15,47.87,61.75,45.03,45.26,0.163
1999,South Atlantic,BARLEY,1,1,23965.0,23587.0,56.55,59.95,49.3,56.55,56.55,
1999,South Atlantic,CORN,21,22,359393.0,353715.0,48.44,51.34,57.56,48.06,49.88,0.374
1999,South Atlantic,SOYBEANS,18,33,624626.0,614763.0,49.68,52.66,56.13,48.79,51.63,0.574
1999,South Atlantic,WHEAT,12,14,327809.0,322633.0,46.91,49.72,59.45,45.94,47.91,0.583
2000,Columbia River,BARLEY,34,45,692664.0,681722.0,52.92,56.1,52.7,50.06,56.32,1.274
2000,Columbia River,CORN,69,87,2708933.0,2666147.0,48.71,51.64,57.24,46.44,50.44,0.562
2000,Columbia River,SORGHUM,10,10,99580.0,98008.0,47.5,50.35,58.7,46.74,48.2,0.472
2000,Columbia River,SOYBEANS,23,26,445161.0,438129.0,49.24,52.2,56.63,48.25,50.78,0.778
2000,Columbia River,WHEAT,287,848,10436851.0,10271961.0,45.42,48.14,61.4,43.3,47.53,0.609
2000,Great Lakes,BARLEY,5,11,112237.0,110463.0,55.77,59.12,50.18,49.35,59.46,3.808
2000,Great Lakes,CANOLA,3,4,63299.0,62300.0,56.19,59.56,49.62,56.19,56.19,0.0
2000,Great Lakes,CORN,70,109,1796584.0,1768210.0,48.62,51.53,57.38,46.76,51.04,1.019
2000,Great Lakes,FLAXSEED,2,2,15303.0,15062.0,56.64,60.03,49.23,56.25,56.83,0.41
2000,Great Lakes,SOYBEANS,54,113,1929000.0,1898532.0,49.1,52.04,56.79,47.88,49.79,0.448
2000,Great Lakes,WHEAT,99,167,1924127.0,1893736.0,46.28,49.05,60.26,44.37,47.77,0.643
2000,Houston,CORN,30,33,486616.0,478929.0,47.46,50.3,58.79,45.73,50.15,1.042
2000,Houston,SORGHUM,60,111,2163094.0,2128923.0,47.76,50.63,58.38,46.69,48.82,0.378
2000,Houston,SOYBEANS,25,39,608437.0,598826.0,50.06,53.06,55.7,49.03,51.63,0.51
2000,Houston,WHEAT,225,380,7455975.0,7338209.0,45.76,48.5,60.94,43.54,47.12,0.58
2000,Mississippi River,CORN,885,1756,35905669.0,35338548.0,48.57,51.48,57.41,44.97,54.48,0.934
2000,Mississippi River,SORGHUM,146,171,1727496.0,1700210.0,47.9,50.78,58.21,46.78,49.39,0.462
2000,Mississippi River,SOYBEANS,525,833,19883255.0,19569220.0,49.98,52.98,55.79,47.58,58.21,0.712
2000,Mississippi River,WHEAT,348,751,7020282.0,6909414.0,47.02,49.84,59.31,44.23,50.15,0.703
2000,Puget Sound (Seattle-Tacoma),BARLEY,1,1,51623.0,50808.0,54.92,58.21,50.77,54.92,54.92,
2000,Puget Sound (Seattle-Tacoma),CORN,88,101,4248700.0,4181606.0,48.42,51.32,57.59,45.93,49.95,0.73
2000,Puget Sound (Seattle-Tacoma),SORGHUM,13,15,141053.0,138826.0,46.52,49.31,59.94,46.08,47.94,0.456
2000,Puget Sound (Seattle-Tacoma),SOYBEANS,33,39,1506433.0,1482641.0,49.16,52.11,56.73,47.59,50.42,0.841
2000,Puget Sound (Seattle-Tacoma),WHEAT,8,8,105330.0,103666.0,45.4,48.12,61.42,44.97,46.39,0.484
2000,South Atlantic,BARLEY,2,2,44120.0,43423.0,58.31,61.8,47.84,54.24,58.7,3.154
2000,South Atlantic,CORN,16,20,274185.0,269852.0,48.4,51.3,57.61,47.54,49.34,0.461
2000,South Atlantic,SOYBEANS,18,31,690306.0,679405.0,49.73,52.71,56.08,48.71,51.16,0.574
2000,South Atlantic,WHEAT,24,24,586961.0,577690.0,46.57,49.36,59.88,45.39,47.38,0.533
2001,Columbia River,BARLEY,52,65,649265.0,639010.0,53.88,57.11,51.83,50.11,60.61,2.457
2001,Columbia River,CORN,48,55,1629249.0,1603517.0,49.32,52.28,56.54,47.77,52.02,0.642
2001,Columbia River,SORGHUM,1,1,7668.0,7546.0,47.82,50.69,58.3,47.82,47.82,
2001,Columbia River,SOYBEANS,49,59,1280613.0,1260384.0,49.49,52.46,56.34,48.13,52.06,0.661
2001,Columbia River,WHEAT,291,858,10223537.0,10062013.0,45.29,48.0,61.57,42.89,49.35,0.604
2001,Great Lakes,BARLEY,2,3,24960.0,24566.0,52.74,55.9,52.87,52.47,53.36,0.481
2001,Great Lakes,CANOLA,1,1,19155.0,18853.0,56.19,59.56,49.62,56.19,56.19,
2001,Great Lakes,CORN,54,99,1521485.0,1497455.0,49.22,52.18,56.65,48.03,50.45,0.62
2001,Great Lakes,FLAXSEED,4,4,56728.0,55832.0,55.53,58.86,50.21,55.32,55.72,0.164
2001,Great Lakes,SOYBEANS,52,113,1696624.0,1669825.0,49.02,51.96,56.88,47.91,50.24,0.542
2001,Great Lakes,SUNFLOWER,3,3,43405.0,42718.0,92.41,97.96,30.18,90.14,94.16,2.049
2001,Great Lakes,WHEAT,89,184,2179933.0,2145505.0,46.55,49.34,59.92,44.21,48.35,0.946
2001,Houston,CORN,22,22,292152.0,287536.0,47.75,50.61,58.42,46.35,49.64,0.879
2001,Houston,SORGHUM,58,97,1997802.0,1966240.0,47.9,50.78,58.21,46.83,49.16,0.425
2001,Houston,SOYBEANS,14,18,319886.0,314831.0,50.53,53.56,55.19,49.79,52.2,0.8
2001,Houston,WHEAT,210,356,6355392.0,6255017.0,45.74,48.48,60.96,43.87,47.84,0.498
2001,Mississippi River,CORN,851,1727,35557647.0,34996041.0,48.65,51.57,57.31,46.01,58.45,0.956
2001,Mississippi River,SORGHUM,141,157,1670313.0,1643936.0,48.29,51.18,57.76,46.47,50.42,0.841
2001,Mississippi River,SOYBEANS,542,842,20584402.0,20259283.0,50.31,53.33,55.42,47.92,52.15,0.653
2001,Mississippi River,WHEAT,307,683,6439833.0,6338103.0,46.56,49.36,59.89,44.06,48.66,0.722
2001,Puget Sound (Seattle-Tacoma),CORN,74,82,4081936.0,4017480.0,48.83,51.76,57.1,46.98,49.98,0.587
2001,Puget Sound (Seattle-Tacoma),SORGHUM,2,2,15851.0,15600.0,47.28,50.12,58.97,47.23,47.33,0.071
2001,Puget Sound (Seattle-Tacoma),SOYBEANS,59,63,2319429.0,2282798.0,49.58,52.56,56.25,47.82,51.36,0.845
2001,Puget Sound (Seattle-Tacoma),WHEAT,3,4,56162.0,55275.0,44.79,47.48,62.24,44.44,44.95,0.215
2001,South Atlantic,BARLEY,1,1,38648.0,38038.0,58.65,62.17,47.54,58.65,58.65,
2001,South Atlantic,CORN,31,39,523494.0,515228.0,48.81,51.74,57.12,47.86,49.88,0.465
2001,South Atlantic,SOYBEANS,29,42,869486.0,855748.0,49.71,52.69,56.1,48.74,50.69,0.463
2001,South Atlantic,WHEAT,28,29,678640.0,667921.0,46.45,49.24,60.02,45.78,47.18,0.411
2002,Columbia River,BARLEY,32,37,302912.0,298129.0,53.06,56.24,52.61,47.68,55.69,1.499
2002,Columbia River,CORN,32,33,1347897.0,1326610.0,49.47,52.44,56.37,48.01,50.89,0.669
2002,Columbia River,SORGHUM,1,1,15779.0,15530.0,46.52,49.31,59.93,46.52,46.52,
2002,Columbia River,SOYBEANS,48,51,1281553.0,1261313.0,49.26,52.22,56.6,48.22,50.06,0.4
2002,Columbia River,WHEAT,322,801,9429577.0,9280599.0,45.48,48.21,61.31,44.12,47.42,0.533
2002,Great Lakes,BARLEY,4,8,28944.0,28487.0,51.43,54.52,54.27,49.55,53.91,1.87
2002,Great Lakes,CORN,32,72,1142256.0,1124216.0,48.71,51.63,57.25,47.51,51.14,0.697
2002,Great Lakes,FLAXSEED,5,6,69737.0,68635.0,55.96,59.31,49.83,55.83,56.17,0.132
2002,Great Lakes,SOYBEANS,53,83,1518245.0,1494265.0,49.32,52.28,56.54,48.06,51.07,0.614
2002,Great Lakes,WHEAT,82,159,1899427.0,1869431.0,46.46,49.25,60.01,44.08,48.1,0.576
2002,Houston,CORN,17,18,293982.0,289339.0,46.58,49.38,59.86,45.78,48.0,0.734
2002,Houston,SORGHUM,47,86,1855399.0,1826089.0,47.82,50.69,58.31,47.02,49.18,0.479
2002,Houston,SOYBEANS,23,26,417188.0,410597.0,50.1,53.1,55.66,48.65,51.28,0.607
2002,Houston,WHEAT,220,403,6187029.0,6089307.0,45.76,48.5,60.94,43.76,47.1,0.535
2002,Mississippi River,CORN,872,1844,36817583.0,36236070.0,48.56,51.47,57.43,45.56,56.1,0.927
2002,Mississippi River,SORGHUM,162,187,1847383.0,1818211.0,48.23,51.12,57.83,46.69,49.97,0.746
2002,Mississippi River,SOYBEANS,544,845,20710979.0,20383878.0,49.97,52.97,55.8,47.66,52.54,0.565
2002,Mississippi River,WHEAT,268,661,5644337.0,5555190.0,46.67,49.47,59.75,43.98,48.19,0.672
2002,Puget Sound (Seattle-Tacoma),CORN,58,63,2968375.0,2921503.0,48.86,51.79,57.07,46.18,49.96,0.622
2002,Puget Sound (Seattle-Tacoma),SORGHUM,4,4,46671.0,45934.0,47.51,50.36,58.7,46.75,48.45,0.72
2002,Puget Sound (Seattle-Tacoma),SOYBEANS,53,55,1786268.0,1758055.0,49.2,52.15,56.68,47.91,50.23,0.606
2002,Puget Sound (Seattle-Tacoma),WHEAT,2,2,14185.0,13961.0,45.92,48.67,60.72,45.87,46.03,0.113
2002,South Atlantic,BARLEY,1,2,5759.0,5668.0,51.53,54.62,54.17,50.22,53.93,2.623
2002,South Atlantic,CORN,16,22,293874.0,289234.0,48.41,51.32,57.59,47.86,49.83,0.415
2002,South Atlantic,SOYBEANS,11,33,340564.0,335184.0,49.51,52.48,56.32,48.56,50.24,0.398
2002,South Atlantic,WHEAT,21,23,419846.0,413214.0,46.72,49.52,59.68,45.11,47.92,0.56
2003,Columbia River,BARLEY,35,40,494596.0,486786.0,54.56,57.84,51.13,51.54,56.29,1.196
2003,Columbia River,CORN,38,42,1605976.0,1580610.0,49.94,52.94,55.83,48.41,50.9,0.505
2003,Columbia River,SORGHUM,2,2,16625.0,16363.0,47.21,50.04,59.07,46.87,47.64,0.544
2003,Columbia River,SOYBEANS,70,78,2425395.0,2387089.0,49.28,52.23,56.58,48.51,50.44,0.362
2003,Columbia River,WHEAT,274,766,9084864.0,8941339.0,45.62,48.36,61.12,43.96,47.78,0.539
2003,Great Lakes,BARLEY,1,2,5820.0,5728.0,51.62,54.72,54.06,49.79,52.9,2.199
2003,Great Lakes,CORN,32,66,936384.0,921596.0,49.78,52.76,56.04,48.03,52.43,1.147
2003,Great Lakes,FLAXSEED,5,5,48860.0,48088.0,55.78,59.13,49.98,55.68,56.85,0.514
2003,Great Lakes,SOYBEANS,38,59,1318888.0,1298056.0,49.38,52.35,56.47,47.92,51.04,0.597
2003,Great Lakes,WHEAT,80,148,2016665.0,1984819.0,45.78,48.52,60.93,44.19,47.82,0.841
2003,Houston,CORN,10,18,260696.0,256575.0,48.48,51.39,57.52,45.81,49.1,0.787
2003,Houston,SORGHUM,46,75,1512465.0,1488575.0,48.11,51.0,57.95,47.24,49.36,0.417
2003,Houston,SOYBEANS,13,14,99507.0,97936.0,49.71,52.7,56.09,48.91,50.6,0.541
2003,Houston,WHEAT,239,456,7442283.0,7324735.0,45.73,48.47,60.98,43.24,47.68,0.675
2003,Mississippi River,BARLEY,1,2,6985.0,6875.0,53.84,57.08,51.8,52.67,54.57,1.344
2003,Mississippi River,CORN,768,1580,31251505.0,30757901.0,48.74,51.66,57.21,45.04,52.51,0.817
2003,Mississippi River,SORGHUM,161,180,1832529.0,1803593.0,48.08,50.96,58.0,46.07,49.51,0.663
2003,Mississippi River,SOYBEANS,513,808,21106156.0,20772812.0,50.1,53.11,55.65,47.1,53.83,0.63
2003,Mississippi River,WHEAT,269,674,5930697.0,5837017.0,46.63,49.42,59.81,44.13,49.17,0.741
2003,Puget Sound (Seattle-Tacoma),CORN,75,79,4105697.0,4040862.0,49.16,52.11,56.72,47.91,50.57,0.603
2003,Puget Sound (Seattle-Tacoma),SORGHUM,9,9,77447.0,76223.0,46.97,49.79,59.36,46.41,47.6,0.412
2003,Puget Sound (Seattle-Tacoma),SOYBEANS,64,68,3091228.0,3042415.0,49.35,52.31,56.51,48.29,50.57,0.505
2004,Columbia River,BARLEY,12,17,227418.0,223826.0,53.94,57.18,51.73,50.7,56.15,1.739
2004,Columbia River,CORN,63,63,2830501.0,2785793.0,49.92,52.91,55.86,48.93,52.05,0.591
2004,Columbia River,SORGHUM,4,4,31899.0,31395.0,48.54,51.46,57.46,46.98,49.53,1.076
2004,Columbia River,SOYBEANS,51,53,2015639.0,1983801.0,49.23,52.19,56.63,48.62,49.83,0.304
2004,Columbia River,WHEAT,287,873,12244728.0,12051286.0,45.51,48.24,61.27,43.56,47.05,0.539
2004,Great Lakes,BARLEY,1,1,5962.0,5867.0,50.22,53.23,55.52,50.22,50.22,
2004,Great Lakes,CORN,35,73,876750.0,862898.0,49.8,52.79,56.01,47.85,51.95,1.088
2004,Great Lakes,FLAXSEED,3,3,22935.0,22573.0,55.6,58.94,50.16,54.35,56.39,1.068
2004,Great Lakes,SOYBEANS,47,70,1390428.0,1368468.0,49.39,52.35,56.46,47.8,50.85,0.669
2004,Great Lakes,WHEAT,74,129,2069989.0,2037296.0,45.36,48.09,61.48,44.0,47.9,0.779
2004,Houston,CORN,8,8,91439.0,89996.0,48.21,51.1,57.84,46.36,48.88,0.772
2004,Houston,SORGHUM,45,76,1596716.0,1571497.0,48.12,51.01,57.95,46.64,49.75,0.573
2004,Houston,SOYBEANS,3,4,22850.0,22490.0,49.21,52.16,56.66,48.91,49.68,0.34
2004,Houston,WHEAT,259,467,8240167.0,8110038.0,45.73,48.47,60.98,43.48,47.73,0.688
2004,Mississippi River,CORN,779,1645,32825726.0,32307291.0,48.61,51.53,57.36,45.48,53.72,0.895
2004,Mississippi River,SORGHUM,106,130,1115787.0,1098169.0,47.96,50.84,58.14,45.58,49.01,0.542
2004,Mississippi River,SOYBEANS,433,653,16499143.0,16238571.0,50.06,53.06,55.7,47.91,53.27,0.693
2004,Mississippi River,WHEAT,285,749,7139217.0,7026452.0,46.57,49.36,59.9,44.0,49.1,1.069
2004,Puget Sound (Seattle-Tacoma),CORN,125,145,7191359.0,7077794.0,49.45,52.41,56.4,47.95,52.58,0.747
2004,Puget Sound (Seattle-Tacoma),SORGHUM,18,19,157433.0,154947.0,47.66,50.52,58.5,47.02,48.35,0.41
2004,Puget Sound (Seattle-Tacoma),SOYBEANS,55,56,2593426.0,2552466.0,49.12,52.07,56.76,48.19,50.24,0.412
2004,Puget Sound (Seattle-Tacoma),WHEAT,1,1,6200.0,6102.0,46.0,48.76,60.61,46.0,46.0,
2005,Columbia River,BARLEY,20,26,510124.0,502067.0,54.35,57.61,51.34,51.04,58.6,1.659
2005,Columbia River,CORN,51,54,2295040.0,2258793.0,50.93,53.99,54.77,48.35,53.17,1.101
2005,Columbia River,SORGHUM,5,6,52621.0,51790.0,48.32,51.22,57.71,47.36,50.42,1.117
2005,Columbia River,SOYBEANS,65,75,2901117.0,2855299.0,49.54,52.51,56.28,48.64,51.18,0.431
2005,Columbia River,WHEAT,237,819,10698539.0,10529523.0,45.49,48.22,61.29,43.7,46.86,0.501
2005,Great Lakes,BARLEY,5,6,100472.0,98885.0,56.84,60.25,49.06,55.73,57.29,0.579
2005,Great Lakes,CORN,47,86,1108534.0,1091031.0,48.77,51.7,57.17,47.76,51.14,0.665
2005,Great Lakes,FLAXSEED,10,10,81633.0,80343.0,55.06,58.37,50.64,54.76,56.38,0.505
2005,Great Lakes,SOYBEANS,69,96,2000910.0,1969307.0,49.83,52.82,55.96,47.72,51.48,0.79
2005,Great Lakes,WHEAT,115,214,2989427.0,2942217.0,45.63,48.37,61.11,44.35,46.76,0.412
2005,Houston,CORN,40,49,802174.0,789501.0,47.63,50.49,58.55,45.18,48.77,0.862
2005,Houston,SORGHUM,58,100,1604389.0,1579045.0,48.05,50.93,58.04,46.62,50.24,0.718
2005,Houston,SOYBEANS,6,6,36182.0,35610.0,50.03,53.03,55.76,49.03,52.16,1.199
2005,Houston,WHEAT,238,517,7801154.0,7677937.0,45.68,48.43,61.04,43.76,48.07,0.636
2005,Mississippi River,CORN,703,1546,28414989.0,27966199.0,48.37,51.28,57.65,45.36,52.9,0.958
2005,Mississippi River,SORGHUM,121,139,1141195.0,1123174.0,47.85,50.72,58.28,46.5,49.65,0.595
2005,Mississippi River,SOYBEANS,430,666,15368432.0,15125712.0,50.4,53.42,55.32,47.66,52.38,0.574
2005,Mississippi River,WHEAT,235,643,4660554.0,4586926.0,46.36,49.14,60.16,44.26,48.91,0.843
