year,port,commodity,vessels,certificates,metric_tons,long_tons,wtd_avg_sf,wtd_avg_sf_untrimmed,wtd_avg_test_weight,min_sf,max_sf,sf_stddev
2017,Mississippi River,SOYBEANS,620,787,32281056.0,31771215.0,51.4,54.48,55.04,46.86,226.67,11.506
2017,Mississippi River,WHEAT,228,437,3988254.0,3925246.0,46.46,49.25,60.03,44.54,49.35,0.876
2017,Puget Sound (Seattle-Tacoma),CORN,62,69,4211818.0,4145305.0,49.29,52.25,56.57,48.32,50.46,0.401
2017,Puget Sound (Seattle-Tacoma),SORGHUM,5,5,73331.0,72173.0,47.65,50.51,58.51,46.78,48.16,0.595
2017,Puget Sound (Seattle-Tacoma),SOYBEANS,67,82,4687310.0,4613288.0,49.21,52.16,56.66,48.49,50.18,0.355
2018,Columbia River,CANOLA,4,4,63614.0,62610.0,56.36,59.74,49.47,56.04,57.0,0.413
2018,Columbia River,CORN,191,246,13647907.0,13432357.0,49.54,52.51,56.3,47.93,51.56,0.763
2018,Columbia River,SORGHUM,9,11,264577.0,260397.0,49.58,52.56,56.24,49.01,50.24,0.418
2018,Columbia River,SOYBEANS,96,107,5234094.0,5151438.0,49.13,52.08,56.75,48.17,50.55,0.468
2018,Columbia River,WHEAT,280,699,12781385.0,12579486.0,44.43,47.1,62.75,42.89,47.1,0.539
2018,Great Lakes,CANOLA,1,1,16417.0,16157.0,54.5,57.77,51.16,54.5,54.5,
2018,Great Lakes,CORN,28,37,551040.0,542336.0,48.94,51.88,56.98,48.11,50.1,0.585
2018,Great Lakes,SOYBEANS,93,111,2721029.0,2678057.0,49.98,52.98,55.79,48.91,51.93,0.581
2018,Great Lakes,WHEAT,37,61,817385.0,804475.0,44.86,47.55,62.18,43.53,47.36,0.92
2018,Houston,CORN,20,25,662719.0,652247.0,46.31,49.09,60.22,45.78,48.15,0.575
2018,Houston,SORGHUM,64,75,3380722.0,3327325.0,48.49,51.4,57.5,47.58,49.61,0.455
2018,Houston,SOYBEANS,3,3,63458.0,62456.0,50.53,53.56,55.19,49.79,52.02,1.163
2018,Houston,WHEAT,96,122,3012244.0,2964658.0,45.78,48.53,60.91,43.91,47.26,0.672
2018,Mississippi River,CORN,800,1378,34586459.0,34040169.0,48.0,50.88,58.09,45.14,50.97,0.738
2018,Mississippi River,SORGHUM,8,8,45259.0,44545.0,47.82,50.69,58.33,45.04,48.49,1.248
2018,Mississippi River,SOYBEANS,596,738,27488415.0,27054268.0,51.76,54.86,54.9,45.04,526.05,21.384
2018,Mississippi River,WHEAT,202,367,3711857.0,3653220.0,46.65,49.45,59.79,43.77,48.71,1.158
2018,Puget Sound (Seattle-Tacoma),CORN,98,107,6834199.0,6726277.0,49.79,52.77,56.0,48.76,50.71,0.365
2018,Puget Sound (Seattle-Tacoma),SORGHUM,4,4,43271.0,42587.0,48.73,51.65,57.23,47.84,49.8,0.807
2018,Puget Sound (Seattle-Tacoma),SOYBEANS,34,34,2122166.0,2088656.0,48.97,51.91,56.93,48.07,49.46,0.284
2018,Puget Sound (Seattle-Tacoma),WHEAT,1,1,319.0,314.0,45.71,48.45,61.0,45.71,45.71,
2019,Columbia River,CANOLA,5,5,72692.0,71543.0,55.95,59.31,49.83,55.63,56.59,0.386
2019,Columbia River,CORN,76,100,4599938.0,4527283.0,50.07,53.08,55.69,48.54,52.39,0.804
2019,Columbia River,SORGHUM,10,11,216822.0,213399.0,48.94,51.88,56.97,48.49,50.51,0.732
2019,Columbia River,SOYBEANS,119,132,7865970.0,7741739.0,49.54,52.52,56.28,48.15,50.74,0.525
2019,Columbia River,WHEAT,278,720,13400095.0,13188430.0,44.53,47.2,62.62,43.09,46.78,0.577
2019,Great Lakes,CANOLA,2,2,22579.0,22222.0,56.19,59.56,49.62,56.19,56.19,0.0
2019,Great Lakes,CORN,11,15,107574.0,105876.0,49.39,52.36,56.46,48.15,50.73,0.659
2019,Great Lakes,SOYBEANS,50,53,1344052.0,1322822.0,50.15,53.16,55.6,48.22,51.39,0.588
2019,Great Lakes,WHEAT,54,83,1113312.0,1095727.0,45.37,48.1,61.48,43.47,47.88,1.013
2019,Houston,CORN,20,24,603407.0,593872.0,46.24,49.02,60.3,45.63,47.26,0.48
2019,Houston,SORGHUM,42,46,1735339.0,1707927.0,48.13,51.01,57.94,46.73,49.17,0.601
2019,Houston,WHEAT,166,224,5784827.0,5693448.0,45.8,48.55,60.88,43.71,47.02,0.571
2019,Mississippi River,CORN,542,1000,21537876.0,21197689.0,47.79,50.65,58.35,45.11,51.63,0.746
2019,Mississippi River,SORGHUM,4,6,20785.0,20456.0,47.28,50.12,58.98,46.55,47.86,0.668
2019,Mississippi River,SOYBEANS,599,749,30503093.0,30021335.0,51.73,54.84,54.74,48.85,235.88,12.714
2019,Mississippi River,WHEAT,212,374,4288733.0,4220990.0,46.73,49.53,59.7,36.05,50.18,1.354
2019,Puget Sound (Seattle-Tacoma),CORN,39,44,2562689.0,2522219.0,50.07,53.08,55.68,48.96,50.85,0.378
2019,Puget Sound (Seattle-Tacoma),SORGHUM,9,9,148471.0,146127.0,48.74,51.66,57.21,48.27,49.05,0.236
2019,Puget Sound (Seattle-Tacoma),SOYBEANS,54,60,3708272.0,3649710.0,49.44,52.41,56.4,48.82,50.62,0.429
2020,Columbia River,CORN,102,127,6116574.0,6019970.0,51.62,54.71,54.05,48.25,53.62,1.298
2020,Columbia River,SORGHUM,11,11,425382.0,418664.0,49.0,51.94,56.91,48.05,50.69,0.74
2020,Columbia River,SOYBEANS,119,143,8401052.0,8268367.0,49.17,52.12,56.71,47.95,51.63,0.593
2020,Columbia River,WHEAT,298,734,15063035.0,14825105.0,44.64,47.32,62.46,43.24,47.49,0.575
2020,Great Lakes,CANOLA,1,1,20943.0,20612.0,56.19,59.56,49.62,56.19,56.19,
2020,Great Lakes,CORN,11,12,142909.0,140653.0,49.08,52.02,56.84,47.64,50.69,1.174
2020,Great Lakes,SOYBEANS,72,81,2153860.0,2119843.0,49.44,52.41,56.4,47.82,50.6,0.585
2020,Great Lakes,WHEAT,45,63,876862.0,863017.0,45.49,48.22,61.31,43.77,48.67,0.895
2020,Houston,CORN,30,35,699358.0,688309.0,47.06,49.88,59.26,45.48,49.43,0.886
2020,Houston,SORGHUM,94,105,5347775.0,5263318.0,47.67,50.53,58.49,46.62,48.57,0.408
2020,Houston,SOYBEANS,44,45,1992270.0,1960805.0,49.85,52.84,55.93,49.09,51.25,0.511
2020,Houston,WHEAT,117,165,3853868.0,3792980.0,45.74,48.48,60.97,43.91,47.34,0.673
2020,Mississippi River,CORN,621,1121,29191555.0,28730485.0,48.45,51.35,57.56,45.52,52.61,0.945
2020,Mississippi River,SORGHUM,4,7,48963.0,48190.0,46.95,49.77,59.39,46.41,48.15,0.622
2020,Mississippi River,SOYBEANS,642,818,36770781.0,36190061.0,49.92,52.91,55.86,48.07,51.73,0.468
2020,Mississippi River,WHEAT,186,323,3219140.0,3168289.0,46.36,49.15,60.15,44.48,48.07,0.882
2020,Puget Sound (Seattle-Tacoma),CORN,64,69,4077281.0,4012890.0,51.54,54.63,54.13,48.82,53.14,1.215
2020,Puget Sound (Seattle-Tacoma),SORGHUM,14,14,354692.0,349089.0,48.87,51.8,57.06,47.62,50.29,0.838
2020,Puget Sound (Seattle-Tacoma),SOYBEANS,64,71,4720676.0,4646123.0,49.17,52.12,56.71,48.18,50.61,0.471
2020,Puget Sound (Seattle-Tacoma),WHEAT,1,1,22469.0,22114.0,47.34,50.18,58.89,47.34,47.34,
2021,Columbia River,CORN,122,138,7890818.0,7766192.0,49.56,52.54,56.26,48.2,51.36,0.703
2021,Columbia River,SORGHUM,3,3,198692.0,195554.0,47.52,50.37,58.67,47.24,47.71,0.248
2021,Columbia River,SOYBEANS,152,163,10101711.0,9942175.0,49.81,52.8,55.99,48.29,51.53,0.722
2021,Columbia River,WHEAT,263,642,12614219.0,12414982.0,44.66,47.34,62.45,43.37,46.96,0.742
2021,Great Lakes,CORN,15,17,213238.0,209870.0,48.56,51.47,57.43,47.62,50.36,0.781
2021,Great Lakes,SOYBEANS,64,66,1973890.0,1942714.0,50.0,53.0,55.77,48.24,51.52,0.723
2021,Great Lakes,WHEAT,26,32,536239.0,527769.0,45.17,47.89,61.74,44.19,47.82,0.977
2021,Houston,CORN,39,46,637170.0,627104.0,47.01,49.83,59.35,45.63,50.11,1.209
2021,Houston,SORGHUM,92,97,5369720.0,5284917.0,48.12,51.01,57.94,47.02,49.26,0.451
2021,Houston,SOYBEANS,34,36,1525737.0,1501641.0,50.54,53.57,55.17,49.21,52.07,0.62
2021,Houston,WHEAT,115,176,3696814.0,3638411.0,45.73,48.47,60.99,44.1,49.48,0.826
2021,Mississippi River,CORN,733,1156,39409234.0,38786781.0,47.86,50.73,58.27,34.99,55.32,0.77
2021,Mississippi River,SORGHUM,4,4,224187.0,220647.0,47.9,50.77,58.21,47.46,48.15,0.32
2021,Mississippi River,SOYBEANS,508,626,26723225.0,26301160.0,50.31,53.32,55.44,48.49,52.04,0.769
2021,Mississippi River,WHEAT,142,275,3064135.0,3015725.0,46.03,48.79,60.59,44.19,49.95,0.855
2021,Puget Sound (Seattle-Tacoma),CORN,86,92,5813882.0,5722064.0,49.33,52.29,56.52,47.91,50.2,0.397
2021,Puget Sound (Seattle-Tacoma),SORGHUM,8,8,507618.0,499602.0,48.57,51.49,57.41,47.59,49.43,0.65
2021,Puget Sound (Seattle-Tacoma),SOYBEANS,55,55,3772338.0,3712765.0,49.65,52.63,56.17,48.67,50.73,0.625
2022,Columbia River,CORN,91,108,6155901.0,6058675.0,49.05,51.99,56.85,47.83,50.12,0.54
2022,Columbia River,SORGHUM,30,31,1922013.0,1891660.0,47.84,50.71,58.29,46.86,48.67,0.461
2022,Columbia River,SOYBEANS,131,144,9215641.0,9070090.0,49.62,52.59,56.2,48.37,51.5,0.672
2022,Columbia River,WHEAT,205,493,9382301.0,9234101.0,45.16,47.87,61.75,43.23,47.45,0.591
2022,Great Lakes,CORN,32,53,461554.0,454263.0,49.13,52.07,56.77,47.93,54.85,0.945
2022,Great Lakes,SOYBEANS,73,84,2627105.0,2585614.0,50.14,53.15,55.62,48.57,51.51,0.849
2022,Great Lakes,WHEAT,19,22,428736.0,421963.0,45.38,48.1,61.48,44.09,48.62,1.306
2022,Houston,CORN,31,35,657124.0,646741.0,47.17,49.99,59.15,45.54,49.83,1.214
2022,Houston,SORGHUM,52,61,2806609.0,2762289.0,47.75,50.61,58.4,46.07,49.05,0.66
2022,Houston,SOYBEANS,13,13,648911.0,638662.0,50.79,53.84,54.9,50.55,51.01,0.163
2022,Houston,WHEAT,100,144,3276868.0,3225105.0,45.74,48.48,60.97,43.67,47.75,0.742
2022,Mississippi River,CORN,633,994,31328627.0,30833818.0,47.88,50.75,58.24,45.76,49.75,0.614
2022,Mississippi River,SORGHUM,4,4,214275.0,210891.0,47.77,50.64,58.37,45.37,48.23,1.272
2022,Mississippi River,SOYBEANS,577,713,30750419.0,30264762.0,50.49,53.52,55.23,48.82,52.51,0.569
2022,Mississippi River,WHEAT,176,333,3858290.0,3797331.0,46.22,48.99,60.34,43.87,48.67,0.863
2022,Puget Sound (Seattle-Tacoma),CORN,55,56,3688393.0,3630140.0,48.98,51.92,56.92,48.48,49.68,0.256
2022,Puget Sound (Seattle-Tacoma),SORGHUM,14,14,854144.0,840653.0,47.61,50.47,58.56,47.06,48.21,0.347
2022,Puget Sound (Seattle-Tacoma),SOYBEANS,64,66,4523081.0,4451650.0,49.73,52.72,56.06,48.76,50.89,0.444
2023,Columbia River,CORN,56,59,3481560.0,3426573.0,49.39,52.36,56.45,47.06,50.36,0.599
2023,Columbia River,SORGHUM,8,8,414382.0,407837.0,48.62,51.54,57.35,47.28,49.13,0.597
2023,Columbia River,SOYBEANS,110,112,7166115.0,7052940.0,49.62,52.6,56.19,48.19,50.84,0.467
2023,Columbia River,WHEAT,204,485,9802992.0,9648145.0,44.91,47.61,62.09,43.63,46.48,0.486
2023,Great Lakes,CORN,18,27,201100.0,197922.0,49.12,52.06,56.78,48.04,50.86,0.742
2023,Great Lakes,SOYBEANS,41,41,1629662.0,1603923.0,49.78,52.76,56.01,48.69,50.31,0.415
2023,Great Lakes,WHEAT,26,27,480914.0,473320.0,44.91,47.6,62.11,43.84,47.95,1.069
2023,Houston,CORN,14,16,242659.0,238826.0,46.04,48.8,60.57,45.37,48.22,0.904
2023,Houston,SORGHUM,68,71,3673044.0,3615043.0,47.81,50.68,58.34,45.91,49.78,1.021
2023,Houston,SOYBEANS,5,5,263793.0,259627.0,50.57,53.61,55.14,49.83,51.53,0.629
2023,Houston,WHEAT,57,86,1587743.0,1562662.0,45.4,48.12,61.42,43.51,46.91,0.839
2023,Mississippi River,CORN,561,872,23629716.0,23256495.0,47.4,50.25,58.82,43.91,49.42,0.573
2023,Mississippi River,SOYBEANS,533,636,27146335.0,26717589.0,50.15,53.15,55.6,48.26,52.53,0.526
2023,Mississippi River,WHEAT,174,276,3304915.0,3252707.0,46.28,49.06,60.26,43.93,49.56,0.828
2023,Puget Sound (Seattle-Tacoma),CORN,27,27,1785702.0,1757500.0,49.52,52.5,56.3,48.92,50.28,0.387
2023,Puget Sound (Seattle-Tacoma),SORGHUM,2,2,131255.0,129183.0,47.88,50.76,58.23,47.57,48.17,0.424
2023,Puget Sound (Seattle-Tacoma),SOYBEANS,44,46,3120274.0,3070996.0,49.58,52.56,56.23,48.86,50.45,0.33
2024,Columbia River,CORN,139,158,8892742.0,8752291.0,49.46,52.43,56.39,47.48,50.92,0.796
2024,Columbia River,SORGHUM,14,14,814839.0,801969.0,48.53,51.44,57.47,47.18,49.43,0.718
2024,Columbia River,SOYBEANS,112,115,7261126.0,7146453.0,49.65,52.63,56.16,48.74,50.78,0.415
2024,Columbia River,WHEAT,222,531,11434766.0,11254155.0,45.04,47.74,61.91,43.87,46.51,0.496
2024,Great Lakes,CORN,38,52,632829.0,622836.0,49.02,51.96,56.9,47.31,51.6,0.933
2024,Great Lakes,SOYBEANS,36,36,1182032.0,1163362.0,50.45,53.48,55.28,48.62,52.11,0.789
2024,Great Lakes,WHEAT,27,36,572435.0,563390.0,44.76,47.45,62.3,43.96,47.42,0.939
2024,Houston,CORN,8,8,136291.0,134138.0,46.4,49.19,60.1,45.26,47.18,0.551
2024,Houston,SORGHUM,64,68,3657841.0,3600073.0,47.85,50.72,58.3,46.26,49.98,1.019
2024,Houston,SOYBEANS,15,15,740611.0,728915.0,50.65,53.69,55.05,50.0,51.59,0.444
2024,Houston,WHEAT,68,100,1933879.0,1903325.0,45.41,48.13,61.42,43.62,47.02,0.793
2024,Mississippi River,CANOLA,1,1,4673.0,4599.0,56.19,59.56,49.62,56.19,56.19,
2024,Mississippi River,CORN,617,1022,27407249.0,26974363.0,47.42,50.27,58.8,45.03,49.85,0.574
2024,Mississippi River,SORGHUM,2,2,113570.0,111776.0,47.87,50.74,58.25,47.34,48.37,0.728
2024,Mississippi River,SOYBEANS,592,683,30211105.0,29733960.0,50.6,53.64,55.1,46.65,52.93,0.628
2024,Mississippi River,WHEAT,214,334,4522947.0,4451502.0,46.48,49.27,60.01,43.98,49.4,1.065
2024,Puget Sound (Seattle-Tacoma),CORN,82,86,5094713.0,5014255.0,49.28,52.24,56.58,47.92,50.14,0.384
2024,Puget Sound (Seattle-Tacoma),SORGHUM,8,8,484853.0,477195.0,48.58,51.49,57.41,46.99,49.54,0.791
2024,Puget Sound (Seattle-Tacoma),SOYBEANS,48,49,3184172.0,3133884.0,49.51,52.48,56.31,48.83,50.11,0.315
2025,Columbia River,CORN,204,265,15355420.0,15112910.0,49.08,52.03,56.82,47.38,51.14,0.754
2025,Columbia River,SORGHUM,6,6,112146.0,110375.0,47.61,50.46,58.58,46.59,49.64,1.05
2025,Columbia River,SOYBEANS,38,39,2393406.0,2355607.0,49.38,52.35,56.46,48.27,50.28,0.472
2025,Columbia River,WHEAT,234,544,12076017.0,11885272.0,45.05,47.75,61.9,43.2,46.73,0.533
2025,Great Lakes,CORN,51,68,1001712.0,985895.0,48.64,51.56,57.33,47.23,50.32,0.695
2025,Great Lakes,SOYBEANS,24,24,876548.0,862705.0,50.14,53.15,55.61,48.59,51.2,0.713
2025,Great Lakes,WHEAT,22,27,382526.0,376484.0,45.14,47.85,61.79,43.84,47.81,0.995
2025,Houston,CORN,25,27,550047.0,541359.0,46.82,49.63,59.59,45.2,48.91,1.181
2025,Houston,SORGHUM,26,29,1038485.0,1022081.0,47.41,50.25,58.82,46.56,49.17,0.517
2025,Houston,SOYBEANS,32,32,1430739.0,1408141.0,49.38,52.35,56.47,48.44,51.48,0.718
2025,Houston,WHEAT,142,219,4690350.0,4616256.0,45.75,48.5,60.95,43.91,47.23,0.772
2025,Mississippi River,CANOLA,1,1,40034.0,39401.0,56.19,59.56,49.62,56.19,56.19,
2025,Mississippi River,CORN,767,1266,37092512.0,36506669.0,47.46,50.31,58.75,45.23,50.19,0.564
2025,Mississippi River,SOYBEANS,523,604,23602653.0,23229892.0,50.51,53.54,55.26,48.89,244.14,7.91
2025,Mississippi River,WHEAT,222,340,3979678.0,3916801.0,47.01,49.83,59.33,44.28,49.85,0.972
2025,Puget Sound (Seattle-Tacoma),CORN,129,141,8858771.0,8718863.0,49.09,52.04,56.8,48.06,50.5,0.455
2025,Puget Sound (Seattle-Tacoma),SORGHUM,4,4,166178.0,163553.0,47.49,50.34,58.71,47.28,48.94,0.776
2025,Puget Sound (Seattle-Tacoma),SOYBEANS,9,9,563476.0,554578.0,49.01,51.95,56.9,48.35,49.71,0.419
2025,Puget Sound (Seattle-Tacoma),WHEAT,4,7,181325.0,178462.0,45.07,47.77,61.87,44.43,46.5,0.673
2026,Columbia River,CORN,21,22,1330216.0,1309209.0,49.94,52.93,55.84,48.44,50.74,0.722
2026,Columbia River,SOYBEANS,17,17,1144871.0,1126790.0,49.59,52.56,56.23,48.53,50.43,0.557
2026,Columbia River,WHEAT,22,48,1057372.0,1040672.0,44.96,47.65,62.02,43.83,45.71,0.462
2026,Great Lakes,CORN,6,6,118184.0,116318.0,48.67,51.59,57.28,48.41,48.9,0.183
2026,Great Lakes,SOYBEANS,2,2,105716.0,104046.0,50.12,53.13,55.63,49.85,50.4,0.389
2026,Houston,CORN,5,5,151966.0,149565.0,46.88,49.69,59.5,45.8,47.96,1.019
2026,Houston,SORGHUM,12,13,648296.0,638056.0,47.47,50.32,58.73,46.17,48.45,0.539
2026,Houston,SOYBEANS,2,2,87433.0,86053.0,49.39,52.35,56.45,49.22,49.65,0.304
2026,Houston,WHEAT,15,23,462007.0,454710.0,45.62,48.35,61.14,44.03,47.3,0.881
2026,Mississippi River,CORN,96,115,3301765.0,3249617.0,47.33,50.17,58.91,45.82,48.61,0.495
2026,Mississippi River,SOYBEANS,88,90,4464297.0,4393792.0,50.33,53.35,55.4,49.41,51.6,0.5
2026,Mississippi River,WHEAT,20,26,257547.0,253478.0,46.81,49.61,59.59,44.98,48.02,0.948
2026,Puget Sound (Seattle-Tacoma),CORN,10,10,700868.0,689799.0,49.83,52.82,55.95,49.24,50.06,0.264
2026,Puget Sound (Seattle-Tacoma),SOYBEANS,3,3,211151.0,207817.0,49.41,52.37,56.43,49.12,49.69,0.285
