IMO_Clean,IMO_Original,VesselName,ShipType,DWT,Draft_m,TPC,MatchQuality
9981582,9981582,JISU GLORY,"PCC/PCTC => 4,000 cars",18600,10.0,0.0,Exact
9981740,9981740,SEABOARD VALOR,Container-Baby post-Panamax,52545,12.5,0.0,Exact
9981752,9981752,SEABOARD VIKING,Container-Baby post-Panamax,52517,12.5,0.0,Exact
9981776,9981776,CHANG SHUN JIN XIU,Containership-Feedermax,49306,11.2,0.0,Exact
9981788,9981788,CHANG SHUN QIAN CHENG,Containership-Feedermax,49376,11.2,0.0,Exact
9981790,9981790,NCL VESTLAND,Containership-Regional Feeder,18640,9.9,0.0,Exact
9981805,9981805,NCL NORDLAND,Containership-Regional Feeder,18610,9.9,0.0,Exact
9981910,9981910,GREEN OCEAN,"PCC/PCTC => 4,000 cars",23658,10.4,0.0,Exact
9981922,9981922,GREEN WAVE,"PCC/PCTC => 4,000 cars",23638,10.4,0.0,Exact
9981958,9981958,VIET THUAN 12-01,"General Cargo 10,000-14,999dwt",12986,7.3,0.0,Exact
9981960,9981960,PACIFIC ESPERANZA,Bulk Carrier-Small Handy,24495,9.713,0.0,Exact
9982055,9982055,DARYA RADHE,Bulk Carrier-Supra/Ultramax,63784,13.5,0.0,Exact
9982067,9982067,DARYA RANI,Bulk Carrier-Supra/Ultramax,63793,13.5,0.0,Exact
9982134,9982134,XIANG TAI KOU,,66070,10.9,0.0,Exact
9982158,9982158,ICON HOSEA VI 6,"General Cargo 5,000-9,999 dwt",9002,5.2,0.0,Exact
9982160,9982160,ICON GALATIA V,"General Cargo 5,000-9,999 dwt",8977,5.2,0.0,Exact
9982184,9982184,ZHONG CHUAN 206,,2396,4.6,0.0,Exact
9982196,9982196,BASIC SKY,Bulk Carrier-Pmax/Kamsarmax,81917,14.594,0.0,Exact
9982225,9982225,GLORIETTA,"General Cargo 10,000-14,999dwt",13444,9.177,0.0,Exact
9982237,9982237,COOL EMERALD,"Reefer-=>8,000dwt",23107,10.331,0.0,Exact
9982249,9982249,COOL ELEGANCE,"Reefer-=>8,000dwt",23111,10.331,0.0,Exact
9982251,9982251,JIAN HANG FENG DA,"Tanker-<=4,999dwt",3998,5.35,0.0,Exact
9982263,9982263,BABY CON 1,"General Cargo 10,000-14,999dwt",12738,7.18,0.0,Exact
9982287,9982287,KENOS,,1037,2.85,0.0,Exact
9982304,9982304,XIN LIN HAI 16,"General Cargo 10,000-14,999dwt",12438,7.3,0.0,Exact
9982419,9982419,YUAN XIANG FEN JIN,Containership-Regional Feeder,21000,9.7,0.0,Exact
9982483,9982483,G. CROWN,Containership-Regional Feeder,24433,9.714,0.0,Exact
9982495,9982495,G. DRAGON,Containership-Regional Feeder,24433,9.714,0.0,Exact
9982524,9982524,NORD VULCAN,Tanker-MR2,49999,13.3,0.0,Exact
9982536,9982536,NORD VICTOR,Tanker-MR2,49999,13.3,53.6,Exact
9982548,9982548,PRECIOUS ADELAIDE,Tanker-MR2,49999,13.282,53.6,Exact
9982550,9982550,NORD VIGNALE,Tanker-MR2,49999,13.298,53.6,Exact
9982598,9982598,HENG ZHOU 007,,3435,5.0,0.0,Exact
9982603,9982603,YU CHANG 128,"General Cargo 5,000-9,999 dwt",6700,6.7,0.0,Exact
9982653,9982653,SAAFU 9,,0,1.55,0.0,Exact
9982665,9982665,EMC FIRST,"Bulk Carrier-5,000-7,499dwt",5300,5.3,0.0,Exact
9982677,9982677,AL KHEESAH,LNG-New Panamax,88788,12.019,115.2,Exact
9982689,9982689,AL QASSAR,LNG-New Panamax,88877,12.019,0.0,Exact
9982691,9982691,SFL TIGRIS,Tanker-LR2,109899,14.635,100.9,Exact
9982718,9982718,HERA HIGHWAY,"PCC/PCTC => 4,000 cars",18522,9.519,0.0,Exact
9982720,9982720,HECTOR HIGHWAY,"PCC/PCTC => 4,000 cars",18522,9.519,0.0,Exact
9982809,9982809,UM MINATO,Bulk Carrier-Supra/Ultramax,66120,12.95,0.0,Exact
9982811,9982811,UM JIANGSU,Bulk Carrier-Supra/Ultramax,66136,12.945,0.0,Exact
9982835,9982835,SHINRYU MARU,"Tanker-<=4,999dwt",0,3.25,0.0,Exact
9982926,9982926,GUANG ZHOU STAR,,17058,6.75,0.0,Exact
9982938,9982938,ANEMOS,"General Cargo <=4,999 dwt",1581,4.9,0.0,Exact
9982988,9982988,CRUX TWIN,"General Cargo 10,000-14,999dwt",13531,9.177,0.0,Exact
9982990,9982990,CELESTE ACE,"PCC/PCTC => 4,000 cars",19914,9.975,0.0,Exact
9983011,9983011,AKIYOSHI MARU,"General Cargo 20,000-29,999dwt",21637,8.416,0.0,Exact
9983023,9983023,ANELA SKY,"General Cargo 10,000-14,999dwt",13565,9.982,0.0,Exact
9983097,9983097,FURE VALO,Tanker-Handy,17949,9.36,30.9,Exact
9983102,9983102,FURE VEN,Tanker-Handy,17945,9.36,0.0,Exact
9983140,9983140,GLOVIS TRUST,"PCC/PCTC => 4,000 cars",21096,10.421,0.0,Exact
9983152,9983152,GLOVIS TREASURE,"PCC/PCTC => 4,000 cars",21268,10.421,0.0,Exact
9983188,9983188,MPUNGU,,1300,2.4,0.0,Exact
9983190,9983190,QI CHENG 6,Bulk Carrier-Handymax,45845,10.75,0.0,Exact
9983205,9983205,CHA HAI,Bulk Carrier-Handymax,45975,10.75,0.0,Exact
9983217,9983217,ROSTRUM SINGAPORE,Bulk Carrier-Handymax,40000,10.8,0.0,Exact
9983229,9983229,TABIT,Bulk Carrier-Handymax,40004,10.8,0.0,Exact
9983231,9983231,TALITHA,Bulk Carrier-Handymax,40017,10.8,0.0,Exact
9983243,9983243,ROSTRUM DUBAI,Bulk Carrier-Handymax,40004,10.8,0.0,Exact
9983255,9983255,WIND BELL,"General Cargo 10,000-14,999dwt",11739,8.131,0.0,Exact
9983267,9983267,ATHENA HOPE,"General Cargo 10,000-14,999dwt",13522,9.014,0.0,Exact
9983279,9983279,ASIA CEMENT NO. 9,,7750,6.98,0.0,Exact
9983293,9983293,AMU 2,,3115,3.812,0.0,Exact
9983334,9983334,HUA SHENG 799,Bulk Carrier-Pmax/Kamsarmax,79989,13.59,0.0,Exact
9983384,9983384,KARIYUSHI II,"Ro-ro cargo 2,000-2,999 LM",7284,6.72,0.0,Exact
9983396,9983396,MATOYA BAY,Containership-Feedermax,37242,11.0,0.0,Exact
9983401,9983401,MAYA BAY,Containership-Feedermax,37183,11.0,0.0,Exact
9983413,9983413,PALU BAY,Containership-Feedermax,37151,11.0,0.0,Exact
9983425,9983425,SHIMANAMI BAY,Containership-Feedermax,37254,11.0,0.0,Exact
9983437,9983437,GREEN BAY,Containership-Feedermax,37283,11.0,0.0,Exact
9983449,9983449,GREEN PARK,Containership-Feedermax,37231,11.0,0.0,Exact
9983451,9983451,AMALFI BAY,Containership-Feedermax,37351,11.0,0.0,Exact
9983463,9983463,OLYMPIC BAY,Containership-Feedermax,37402,11.0,0.0,Exact
9983475,9983475,GARGANEY,Bulk Carrier-Large Handy,39830,10.224,0.0,Exact
9983487,9983487,PRIMA VERDE,"General Cargo 15,000-19,999dwt",17611,9.824,0.0,Exact
9983499,9983499,CHAMPAGNY,LPG-Large Gas Carrier,33623,10.6,0.0,Exact
9983504,9983504,COURCHEVEL,LPG-Large Gas Carrier,33607,10.618,0.0,Exact
9983528,9983528,PEDHOULAS FARMER,Bulk Carrier-Pmax/Kamsarmax,82500,14.53,0.0,Exact
9983530,9983530,PEDHOULAS FIGHTER,Bulk Carrier-Pmax/Kamsarmax,82994,14.53,0.0,Exact
9983578,9983578,SPRING HARMONY,Bulk Carrier-Capesize,182498,18.234,0.0,Exact
9983657,9983657,GLBS HERO,Bulk Carrier-Supra/Ultramax,63742,13.526,0.0,Exact
9983669,9983669,MSC TEMA VIII,Containership-Post-Panamax,87609,14.5,0.0,Exact
9983671,9983671,MSC COTONOU VIII,Containership-Post-Panamax,87609,14.5,0.0,Exact
9983683,9983683,MSC TAKORADI VIII,Containership-Post-Panamax,87609,14.5,0.0,Exact
9983695,9983695,MSC DOUALA VIII,Containership-Post-Panamax,87609,14.5,0.0,Exact
9983700,9983700,HONG JU ZHAO CAI,"General Cargo 5,000-9,999 dwt",6060,4.3,0.0,Exact
9983762,9983762,LOWLANDS BLOSSOM,Bulk Carrier-Supra/Ultramax,63552,13.526,0.0,Exact
9983774,9983774,AMIS XCEL,Bulk Carrier-Supra/Ultramax,63739,13.526,0.0,Exact
9983798,9983798,ARTEMIS,"General Cargo <=4,999 dwt",1581,4.9,0.0,Exact
9983803,9983803,JFE HAKURYU,Ro-ro cargo <=499 LM,5040,5.168,21.1,Exact
9983827,9983827,MEICO 1,Containership-Regional Feeder,19488,10.0,0.0,Exact
9983853,9983853,FUGAKU MARU,"PCC/PCTC 1,000-1,499 cars",5832,6.775,0.0,Exact
9983865,9983865,CAMEROUN EXPRESS,"Reefer-=>8,000dwt",14565,10.02,0.0,Exact
9983889,9983889,PIURA PACIFIC,Tanker-MR2,49806,13.3,52.0,Exact
9983891,9983891,PINTAIL PACIFIC,Tanker-MR2,49806,13.3,52.0,Exact
9983906,9983906,WGM 9501,,9335,5.0,0.0,Exact
9983920,9983920,TAIJU MARU NO. 22,"Tanker-<=4,999dwt",272,2.86,0.0,Exact
9983956,9983956,FURE VYL,Tanker-Handy,17952,9.36,30.5,Exact
9983968,9983968,FURE VICTORIA,Tanker-Handy,17951,9.36,30.5,Exact
9983994,9983994,COTE D IVOIRE EXPRESS,"Reefer-=>8,000dwt",14547,10.018,0.0,Exact
9984003,9984003,GHANA EXPRESS,"Reefer-=>8,000dwt",14553,10.018,0.0,Exact
9984015,9984015,SENEGAL EXPRESS,"Reefer-=>8,000dwt",14568,10.018,0.0,Exact
9984053,9984053,HUA HANG HAN YA 5,Containership-Small Feeder,9571,7.0,0.0,Exact
9984065,9984065,HUA HANG HAN YA 6,Containership-Small Feeder,9569,7.0,0.0,Exact
9984106,9984106,HENG DA 188,,11582,6.15,0.0,Exact
9984118,9984118,JIN HAI FU 168,,17638,7.25,0.0,Exact
9984120,9984120,ZHONG XING HANG 268,,24498,8.72,0.0,Exact
9984156,9984156,SAEHAN MARINA,Tanker-Handy,19996,9.722,29.7,Exact
9984168,9984168,TEKUNG BENEFIT,Bulk Carrier-Supra/Ultramax,63553,13.33,0.0,Exact
9984170,9984170,SW LEGEND,Bulk Carrier-Supra/Ultramax,63504,13.33,0.0,Exact
9984211,9984211,FENIKS,"Tanker-<=4,999dwt",1341,3.7,0.0,Exact
9984235,9984235,YUAN CHEN 67,"General Cargo 10,000-14,999dwt",11578,7.2,0.0,Exact
9984247,9984247,QUETZAL,Containership-Regional Feeder,21257,9.6,0.0,Exact
9984261,9984261,FAIRCHEM PRESTIGE,Tanker-Handy,26329,10.221,38.2,Exact
9984273,9984273,FAIRCHEM PINNACLE,Tanker-Handy,26360,10.221,0.0,Exact
9984314,9984314,KERTABUANA,"Tanker-<=4,999dwt",3700,4.39,0.0,Exact
9984326,9984326,COPAN,Containership-Regional Feeder,21257,9.6,0.0,Exact
9984338,9984338,TISCAPA,Containership-Regional Feeder,21257,9.6,0.0,Exact
9984340,9984340,TOROGOZ,Containership-Regional Feeder,21257,9.6,0.0,Exact
9984388,9984388,SYAFRUDIN JAYA 1,"Tanker-<=4,999dwt",460,0.0,0.0,Exact
9984405,9984405,PAIWAN ACE,Bulk Carrier-Handymax,40236,10.5,0.0,Exact
9984417,9984417,SIDER IMABARI,Bulk Carrier-Handymax,40320,10.483,0.0,Exact
9984429,9984429,OOCL CHENNAI,Containership-Post-Panamax,76514,14.0,0.0,Exact
9984431,9984431,OOCL SEATTLE,Containership-Post-Panamax,76469,14.45,0.0,Exact
9984443,9984443,JFE OHRYU,Ro-ro cargo <=499 LM,3669,5.079,0.0,Exact
9984455,9984455,JFE HEKIRYU,Ro-ro cargo <=499 LM,3676,5.079,0.0,Exact
9984479,9984479,NORD NORFOLK,Bulk Carrier-Handymax,40232,10.48,0.0,Exact
9984481,9984481,TWIN DELIGHT,Bulk Carrier-Handymax,40656,10.483,0.0,Exact
9984493,9984493,ULTRA LANIN,Bulk Carrier-Handymax,40622,10.483,0.0,Exact
9984508,9984508,HANDY MERCHANT,Bulk Carrier-Handymax,40093,10.483,0.0,Exact
9984510,9984510,CECILIE F,Bulk Carrier-Supra/Ultramax,63425,13.526,0.0,Exact
9984522,9984522,QC PUNNY,Bulk Carrier-Supra/Ultramax,63425,13.526,0.0,Exact
9984534,9984534,LOWLANDS ISLAND,Bulk Carrier-Supra/Ultramax,63739,13.526,0.0,Exact
9984546,9984546,AFRICAN FALCON,Bulk Carrier-Supra/Ultramax,63732,13.526,0.0,Exact
9984558,9984558,FABULOUS DIVA,Bulk Carrier-Supra/Ultramax,63711,13.526,0.0,Exact
9984560,9984560,BERLIN MAERSK,Containership-ULCS,181648,18.0,0.0,Exact
9984572,9984572,BEIJING MAERSK,Containership-ULCS,181648,18.0,0.0,Exact
9984584,9984584,BANGKOK MAERSK,Containership-ULCS,181648,18.0,0.0,Exact
9984704,9984704,MONZA L,LPG-Very Large Gas Carrier,56500,12.321,70.0,Exact
9984716,9984716,KEFALONIA GAS,LPG-Very Large Gas Carrier,56418,12.321,70.0,Exact
9984728,9984728,CORFU GAS,LPG-Very Large Gas Carrier,56549,12.321,70.0,Exact
9984730,9984730,SEACON ANTWERP,Bulk Carrier-Pmax/Kamsarmax,82806,14.579,0.0,Exact
9984819,9984819,POLSTEAM OKRA,"General Cargo =>30,000dwt",37592,11.3,0.0,Exact
9984821,9984821,POLSTEAM RUDNO,"General Cargo =>30,000dwt",37630,11.3,0.0,Exact
9984833,9984833,POLSTEAM INSKO,"General Cargo =>30,000dwt",37630,11.3,0.0,Exact
9984857,9984857,HELIOS,Tanker-Suezmax,157595,17.224,120.8,Exact
9984869,9984869,ORION,Tanker-Suezmax,157717,17.224,120.8,Exact
9984871,9984871,STAVANGER STAR,Tanker-Aframax,115383,15.2,98.6,Exact
9984883,9984883,OSLO STAR,Tanker-Aframax,115332,15.2,98.6,Exact
9984900,9984900,RONG DA QING DAO,Bulk Carrier-Supra/Ultramax,60725,11.3,0.0,Exact
9984924,9984924,JIN HANG BO 12000,,11972,5.8,0.0,Exact
9984936,9984936,CHANG LI 28,Tanker-Handy,11953,8.1,0.0,Exact
9984962,9984962,XIANG HONG 69,"Tanker-7,500-9,999dwt",8330,6.99,0.0,Exact
9984986,9984986,MTT LABUAN,Containership-Regional Feeder,16803,7.0,0.0,Exact
9984998,9984998,MTT LIMBANG,Containership-Regional Feeder,16793,7.0,0.0,Exact
9985007,9985007,XIN LIN HAI 17,"General Cargo 10,000-14,999dwt",12531,7.3,0.0,Exact
9985021,9985021,VENTO DI MAESTRALE,Containership-Regional Feeder,24457,9.7,0.0,Exact
9985033,9985033,MELEK SU,,2105,3.5,0.0,Exact
9985045,9985045,VENTO DI GRECALE,Containership-Regional Feeder,24440,9.7,0.0,Exact
9985057,9985057,YI JIA 6,,3063,5.1,0.0,Exact
9985069,9985069,HUA HANG 26,Containership-Small Feeder,9680,5.75,0.0,Exact
9985071,9985071,YUN DE 17,,3750,5.54,0.0,Exact
9985083,9985083,HUA HANG 28,Containership-Small Feeder,9651,5.75,0.0,Exact
9985265,9985265,HUA XIN 5,"General Cargo 15,000-19,999dwt",17668,8.1,0.0,Exact
9985306,9985306,HUI JIN QIAO 139,,0,0.0,0.0,Exact
9985318,9985318,MAPLE,"Tanker-<=4,999dwt",4097,5.68,0.0,Exact
9985320,9985320,XIANG HANG 555,,0,0.0,0.0,Exact
9985344,9985344,POLAR ROCK,"General Cargo <=4,999 dwt",4565,5.52,0.0,Exact
9985356,9985356,XIN CHEN DA YUN,,16211,5.8,0.0,Exact
9985368,9985368,HUANG HE KOU,"PCC/PCTC => 4,000 cars",19301,10.021,0.0,Exact
9985370,9985370,PEONY LEADER,"PCC/PCTC => 4,000 cars",19394,10.02,0.0,Exact
9985382,9985382,GAN JIANG KOU,"PCC/PCTC => 4,000 cars",19370,10.021,0.0,Exact
9985394,9985394,XIANG JIANG KOU,"PCC/PCTC => 4,000 cars",19358,10.021,0.0,Exact
9985409,9985409,HAN JIANG KOU,"PCC/PCTC => 4,000 cars",19390,10.0,0.0,Exact
9985411,9985411,ORCHID LEADER,"PCC/PCTC => 4,000 cars",19360,10.021,0.0,Exact
9985447,9985447,HENG XING KUN PENG,Tanker-Handy,15528,8.4,0.0,Exact
9985459,9985459,RUI GAO MAN YI,"Tanker-5,000-7,499dwt",7260,6.33,0.0,Exact
9985461,9985461,HE TAI TONG 10,Bulk Carrier-Small Handy,22143,9.2,0.0,Exact
9985473,9985473,DA YUAN YOU 8,"Tanker-<=4,999dwt",4552,6.0,0.0,Exact
9985485,9985485,HE TAI TONG 9,Bulk Carrier-Small Handy,22177,9.2,0.0,Exact
9985497,9985497,SENO SKYRING,,0,0.0,0.0,Exact
9985526,9985526,CL YUWA,Bulk Carrier-Large Handy,39592,10.224,0.0,Exact
9985538,9985538,ECO SALERNO,"Ro-ro cargo =>3,000 LM",18098,7.2,0.0,Exact
9985540,9985540,ECO NAPOLI,"Ro-ro cargo =>3,000 LM",18083,7.2,0.0,Exact
9985590,9985590,LEIGHTON K,,171,4.37,0.0,Exact
9985605,9985605,BASIC STAR,Bulk Carrier-Pmax/Kamsarmax,81947,14.59,0.0,Exact
9985617,9985617,BASIC SUN,Bulk Carrier-Pmax/Kamsarmax,81913,14.594,0.0,Exact
9985631,9985631,HENG DA 17,,18619,7.4,0.0,Exact
9985643,9985643,HENG DA 19,,22511,8.4,0.0,Exact
9985655,9985655,IPSARION,Bulk Carrier-Supra/Ultramax,66685,13.83,0.0,Exact
9985667,9985667,AREOPAGUS,Bulk Carrier-Supra/Ultramax,66648,13.827,0.0,Exact
9985679,9985679,DE XIN 7,,9180,6.1,0.0,Exact
9985681,9985681,YM PINNACLE,Bulk Carrier-Supra/Ultramax,63532,13.325,0.0,Exact
9985693,9985693,MBS TAISHI,Bulk Carrier-Supra/Ultramax,63590,13.325,0.0,Exact
9985746,9985746,CEMCREATOR,,5650,6.2,0.0,Exact
9985760,9985760,SCARLET OAK,Bulk Carrier-Post Panamax,87363,14.35,0.0,Exact
9985772,9985772,SANTA EMBLEY,Bulk Carrier-Post Panamax,87418,14.348,0.0,Exact
9985784,9985784,AQUAVITA WEALTH,Bulk Carrier-Supra/Ultramax,64700,13.542,0.0,Exact
9985796,9985796,MARLA ROYALTY,Bulk Carrier-Supra/Ultramax,64691,13.542,0.0,Exact
9985801,9985801,CYMONA EAGLE,Bulk Carrier-Supra/Ultramax,64711,13.54,0.0,Exact
9985813,9985813,CYMONA FALCON,Bulk Carrier-Supra/Ultramax,64711,13.54,0.0,Exact
9985825,9985825,NORD VALHALLA,Tanker-MR2,49999,13.303,53.6,Exact
9985837,9985837,UM SHIMANTO,Tanker-MR2,49953,13.316,53.6,Exact
9985849,9985849,DEGU,Tanker-MR2,49999,13.298,53.6,Exact
9985851,9985851,NORD VALOUR,Tanker-MR2,49999,13.298,53.6,Exact
9985863,9985863,KORU,"Reefer-=>8,000dwt",14600,10.018,0.0,Exact
9985904,9985904,SEIYOH NO. 1,,800,3.85,0.0,Exact
9985916,9985916,TONG MAO 6,"General Cargo 5,000-9,999 dwt",8017,6.6,0.0,Exact
9985942,9985942,ECO MAESTRO,Containership-Regional Feeder,13675,8.1,0.0,Exact
9985954,9985954,ECO LEVANT,Containership-Regional Feeder,13684,8.1,0.0,Exact
9985966,9985966,ECO PONENTE,Containership-Regional Feeder,13661,8.1,0.0,Exact
9985978,9985978,ECO ZEPHYR,Containership-Regional Feeder,13665,8.1,0.0,Exact
9985980,9985980,EVA HANSA,Tanker-Handy,19945,9.715,28.6,Exact
9985992,9985992,EVA PEARL,Tanker-Handy,19910,9.715,28.8,Exact
9986001,9986001,MH FUTURE,Tanker-Handy,19727,9.715,27.5,Exact
9986013,9986013,MH SHOGUN,Tanker-Handy,19769,9.715,27.5,Exact
9986025,9986025,EVA RICHWAY,Tanker-Handy,19906,9.715,28.8,Exact
9986037,9986037,EVA TRUST,Tanker-Handy,19913,9.715,28.8,Exact
9986049,9986049,PHEASANT,Tanker-Handy,20799,10.065,0.0,Exact
9986051,9986051,AL SAKHAMAH,LNG-New Panamax,94326,12.522,0.0,Exact
9986063,9986063,BU NAKHLAH,LNG-New Panamax,94326,12.522,0.0,Exact
9986087,9986087,AL-SLAIMI,LNG-New Panamax,94326,12.522,115.8,Exact
9986104,9986104,AL GALAYEL,LNG-New Panamax,94326,12.522,0.0,Exact
9986128,9986128,SEA WAVE,Bulk Carrier-Handymax,40018,10.8,0.0,Exact
9986180,9986180,LCT. JECKLIN,,0,0.0,0.0,Exact
9986219,9986219,NAUTICAL QUEEN,Bulk Carrier-Pmax/Kamsarmax,82541,14.579,0.0,Exact
9986221,9986221,NOZOMI QUEEN,Bulk Carrier-Pmax/Kamsarmax,82545,14.579,0.0,Exact
9986233,9986233,ASAHI QUEEN,Bulk Carrier-Pmax/Kamsarmax,82554,14.579,0.0,Exact
9986257,9986257,NORSE NAKAJIMA,Bulk Carrier-Handymax,42462,10.78,0.0,Exact
9986269,9986269,NORSE HONSHU,Bulk Carrier-Handymax,42497,10.78,0.0,Exact
9986283,9986283,HL FORTUNA,LNG-New Panamax,92855,12.526,0.0,Exact
9986312,9986312,JIN YU YING,,7467,7.1,0.0,Exact
9986506,9986506,BALTIC ANKA,"General Cargo <=4,999 dwt",3662,5.0,0.0,Exact
9986609,9986609,AL TUWAR,LNG-New Panamax,92996,12.5,115.5,Exact
9986611,9986611,AL MAS'HABIYYAH,LNG-New Panamax,93027,12.5,115.5,Exact
9986623,9986623,FAT'H AL KHAIR,LNG-New Panamax,93043,12.5,115.5,Exact
9986661,9986661,OFOGH POL,,1000,2.3,0.0,Exact
9986673,9986673,AMIR MOHAMMAD,,1000,2.3,0.0,Exact
9986685,9986685,CA TOKYO,Containership-Regional Feeder,13249,8.512,0.0,Exact
9986697,9986697,CA OSAKA,Containership-Regional Feeder,13223,8.512,0.0,Exact
9986702,9986702,CA NAGOYA,Containership-Regional Feeder,13247,8.512,0.0,Exact
9986714,9986714,CA KOBE,Containership-Regional Feeder,13239,8.512,0.0,Exact
9986752,9986752,GUO HAI 17,"Tanker-<=4,999dwt",4130,5.4,0.0,Exact
9986764,9986764,ZHONG HONG 99,Bulk Carrier-Handymax,46125,10.75,0.0,Exact
9986776,9986776,ZHONG HONG 35,Containership-Feedermax,35167,10.1,0.0,Exact
9986788,9986788,YUAN XIANG YOU 788,"Tanker-5,000-7,499dwt",7445,6.18,0.0,Exact
9986790,9986790,MING YOU,Bulk Carrier-Small Handy,22881,9.22,0.0,Exact
9986805,9986805,ZHONG HUI 31,Bulk Carrier-Large Handy,29432,10.0,0.0,Exact
9986817,9986817,NEW AMITY,Tanker-Aframax,114805,15.0,0.0,Exact
9986829,9986829,NEW ARGOSY,Tanker-Aframax,114801,15.0,0.0,Exact
9986831,9986831,ASPHALT SONATA,,36704,10.4,52.5,Exact
9986879,9986879,YICK BARGE 503,,11869,5.55,0.0,Exact
9986881,9986881,YICK BARGE 504,,11845,5.55,0.0,Exact
9986893,9986893,YICK QUAN,,2534,4.0,0.0,Exact
9986910,9986910,GREAT BLOSSOM,Bulk Carrier-Pmax/Kamsarmax,82781,14.55,0.0,Exact
9986922,9986922,JAL PADMA,Bulk Carrier-Supra/Ultramax,64178,13.525,0.0,Exact
9986934,9986934,MANINA,Bulk Carrier-Supra/Ultramax,64088,13.53,0.0,Exact
9986946,9986946,OBE ODYSSEY,Bulk Carrier-Supra/Ultramax,64205,13.525,0.0,Exact
9986958,9986958,OBE UNITY,Bulk Carrier-Supra/Ultramax,64204,13.525,0.0,Exact
9986972,9986972,LOWLANDS WEALTH,Bulk Carrier-Supra/Ultramax,64225,13.53,0.0,Exact
9986984,9986984,HUA CHEN 788,"Tanker-7,500-9,999dwt",8755,7.05,0.0,Exact
9986996,9986996,BEI LUN 19,Bulk Carrier-Supra/Ultramax,62500,11.7,0.0,Exact
9987029,9987029,AISOPOS,Tanker-LR2,115621,15.2,101.2,Exact
9987031,9987031,AIOLOS,Tanker-LR2,115643,15.218,101.2,Exact
9987079,9987079,WILSON WEDAU,"General Cargo <=4,999 dwt",2897,4.68,0.0,Exact
9987081,9987081,ROSABLANCHE,LPG-Very Large Gas Carrier,55593,12.221,0.0,Exact
9987108,9987108,HE TAI TONG 11,Bulk Carrier-Small Handy,22134,9.2,0.0,Exact
9987110,9987110,JING HANG 7,"Tanker-5,000-7,499dwt",7477,6.48,0.0,Exact
9987122,9987122,HE LIAN YOU 29,Tanker-Handy,22952,9.4,0.0,Exact
9987134,9987134,TAIWA MARU,,805,3.75,0.0,Exact
9987146,9987146,BAO YANG 26,Bulk Carrier-Large Handy,25379,9.2,0.0,Exact
9987184,9987184,FOTINI,Bulk Carrier-Large Handy,39762,10.224,0.0,Exact
9987196,9987196,CMA CGM SEINE,Containership-Mega Container,220885,16.0,0.0,Exact
9987201,9987201,CMA CGM SAINT GERMAIN,Containership-Mega Container,220838,16.0,0.0,Exact
9987237,9987237,SORYU MARU,Bulk Carrier-Post Panamax,88248,13.523,0.0,Exact
9987249,9987249,LOWLANDS IYO,Bulk Carrier-Pmax/Kamsarmax,82019,14.594,0.0,Exact
9987251,9987251,ORCHID ISLAND,Bulk Carrier-Pmax/Kamsarmax,81996,14.57,0.0,Exact
9987275,9987275,MSC SIENA,Containership-New Panamax,201064,18.881,0.0,Exact
9987287,9987287,MSC VERONA,Containership-New Panamax,201064,18.881,0.0,Exact
9987299,9987299,MSC OLBIA,Containership-New Panamax,201064,18.881,0.0,Exact
9987304,9987304,MSC ANNAMARIA,Containership-New Panamax,169213,17.0,0.0,Exact
9987316,9987316,MSC GERMANY,Containership-New Panamax,169172,17.0,0.0,Exact
9987328,9987328,MSC SAN FRANCISCO,Containership-New Panamax,200679,18.881,0.0,Exact
9987330,9987330,MSC ALESSIA,Containership-New Panamax,200679,18.88,0.0,Exact
9987342,9987342,MSC SAVANNAH,Containership-New Panamax,200679,18.881,0.0,Exact
9987354,9987354,MSC LINZIE,Containership-New Panamax,169169,17.0,0.0,Exact
9987407,9987407,SEIAN MARU,,1663,4.689,0.0,Exact
9987457,9987457,AMALTHEA,"Tanker-7,500-9,999dwt",7999,7.75,16.7,Exact
9987469,9987469,TITANIA,"Tanker-7,500-9,999dwt",7999,7.85,16.7,Exact
9987550,9987550,ITHACA GAS,LPG-Very Large Gas Carrier,56457,12.321,70.0,Exact
9987562,9987562,ZANTE GAS,LPG-Very Large Gas Carrier,56493,12.321,70.0,Exact
9987574,9987574,CA SHANGHAI,Containership-Regional Feeder,24461,10.0,0.0,Exact
9987586,9987586,CA GUANGZHOU,Containership-Regional Feeder,24422,10.0,0.0,Exact
9987598,9987598,CA MANILA,Containership-Regional Feeder,24407,10.0,0.0,Exact
9987603,9987603,CA SAIGON,Containership-Regional Feeder,24454,10.0,0.0,Exact
9987615,9987615,BRILLIANT FUTURE,LPG-Medium Gas Carrier,25009,10.0,0.0,Exact
9987627,9987627,BRAVE FUTURE,LPG-Medium Gas Carrier,24959,10.0,0.0,Exact
9987677,9987677,JIAN ZHEN HAO,"RoPax-10,000-19,999gt",4954,6.0,0.0,Exact
9987720,9987720,SEAGAUTAM AARNAV,"General Cargo <=4,999 dwt",4613,4.5,0.0,Exact
9987744,9987744,BETELGEUSE,Tanker-MR2,49760,13.316,51.9,Exact
9987756,9987756,BELLATRIX,Tanker-MR2,49798,13.316,51.9,Exact
9987768,9987768,MINTAKA,Tanker-MR2,49818,13.316,52.0,Exact
9987770,9987770,SAIPH,Tanker-MR2,49836,13.3,52.0,Exact
