Cert_Date,Vessel,Port,Field_Office,Grain_Countries,Grain_Grades,Grain_Tons,Inspection_Count,Vessel_Norm,Port_Norm
2023-03-02,ERISORT,MISSISSIPPI R.,NEW ORLEANS,ECUADOR,2 O/B,6049,1,ERISORT,MISSISSIPPI R.
2023-10-26,ERITHIANI,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,67523,1,ERITHIANI,COLUMBIA R.
2023-04-30,ERLYNE,S. TEXAS,LEAGUE CITY,ETHIOPIA,2 O/B,10000,1,ERLYNE,S. TEXAS
2023-05-04,ERLYNE,S. TEXAS,LEAGUE CITY,ETHIOPIA,2 O/B,29750,1,ERLYNE,S. TEXAS
2023-10-14,ERMIONE,S. ATLANTIC,TOLEDO,CHINA,2 O/B,50097,1,ERMIONE,S. ATLANTIC
2023-03-12,ES VANQUISH,MISSISSIPPI R.,NEW ORLEANS,"HONDURAS, MEXICO",1,30776,2,ES VANQUISH,MISSISSIPPI R.
2023-04-08,ES VANQUISH,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,32900,1,ES VANQUISH,MISSISSIPPI R.
2023-04-23,ES VANQUISH,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,27857,1,ES VANQUISH,MISSISSIPPI R.
2023-08-19,ESPERIA,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,54730,1,ESPERIA,MISSISSIPPI R.
2023-02-10,ETG MISHIMA,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,67499,1,ETG MISHIMA,COLUMBIA R.
2023-09-19,ETG SOUTHERN CROSS,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,58511,1,ETG SOUTHERN CROSS,MISSISSIPPI R.
2023-11-04,EURIPIDES GRAECIA,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,67637,1,EURIPIDES GRAECIA,COLUMBIA R.
2023-12-15,EUROPA GRAECA,PUGET SOUND,PACIFICNW,CHINA,2 O/B,68889,1,EUROPA GRAECA,PUGET SOUND
2023-06-10,EURUS VENTURE,MISSISSIPPI R.,NEW ORLEANS,DOMINICN REP,2 O/B,9955,1,EURUS VENTURE,MISSISSIPPI R.
2023-05-24,EVA BRISTOL,COLUMBIA R.,PACIFICNW,THAILAND,2 O/B,37414,2,EVA BRISTOL,COLUMBIA R.
2023-05-25,EVA BRISTOL,COLUMBIA R.,PACIFICNW,THAILAND,2 O/B,19800,1,EVA BRISTOL,COLUMBIA R.
2023-11-05,EVA BRISTOL,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,48227,2,EVA BRISTOL,MISSISSIPPI R.
2023-12-18,EVA BRISTOL,S. TEXAS,LEAGUE CITY,CHINA,2 O/B,59264,1,EVA BRISTOL,S. TEXAS
2023-06-04,EVA PARIS,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,50852,1,EVA PARIS,MISSISSIPPI R.
2023-03-09,EVA SHANGHAI,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,50769,2,EVA SHANGHAI,MISSISSIPPI R.
2023-09-28,EVA SHANGHAI,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,57147,1,EVA SHANGHAI,MISSISSIPPI R.
2023-09-09,EVANGELIA D,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,32084,1,EVANGELIA D,MISSISSIPPI R.
2023-11-13,EVANGELISTRIA,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,68406,1,EVANGELISTRIA,COLUMBIA R.
2023-10-19,EVANS SPIRIT,TOLEDO,TOLEDO,CANADA,2 O/B,11692,1,EVANS SPIRIT,TOLEDO
2023-05-03,EVER ALLIANCE,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,50302,1,EVER ALLIANCE,MISSISSIPPI R.
2023-11-07,EVER GALLANT,MISSISSIPPI R.,NEW ORLEANS,BRAZIL,2 O/B,16498,1,EVER GALLANT,MISSISSIPPI R.
2023-11-13,EVER GRACE,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,66690,1,EVER GRACE,COLUMBIA R.
2023-09-18,EVER RELIANCE,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,49400,1,EVER RELIANCE,MISSISSIPPI R.
2023-10-15,EVER RELIANCE,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,53264,1,EVER RELIANCE,MISSISSIPPI R.
2023-03-03,EVER ZENITH,MISSISSIPPI R.,NEW ORLEANS,GERMANY,2 O/B,69252,1,EVER ZENITH,MISSISSIPPI R.
2023-04-14,EVMAR,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,69290,1,EVMAR,MISSISSIPPI R.
2023-01-22,EVMILOS,PUGET SOUND,PACIFICNW,CHINA,2 O/B,68749,1,EVMILOS,PUGET SOUND
2023-03-09,EVMILOS,PUGET SOUND,PACIFICNW,CHINA,2 O/B,62366,1,EVMILOS,PUGET SOUND
2023-12-09,EXPLORER AMERICA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"1, 2 O/B",45861,2,EXPLORER AMERICA,MISSISSIPPI R.
2023-10-07,FALCON TRADER,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,57129,1,FALCON TRADER,MISSISSIPPI R.
2023-08-10,FALCON TRIDENT,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"1, 2",24118,3,FALCON TRIDENT,MISSISSIPPI R.
2023-08-11,FALCON TRIDENT,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"2 O/B, 3 O/B",27677,2,FALCON TRIDENT,MISSISSIPPI R.
2023-07-27,FALCON TRIUMPH,MISSISSIPPI R.,NEW ORLEANS,JAPAN,2 O/B,50662,2,FALCON TRIUMPH,MISSISSIPPI R.
2023-10-28,FARMER,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,66799,1,FARMER,COLUMBIA R.
2023-12-20,FEDERAL ALSTER,DULUTH-SUP,TOLEDO,ALGERIA,2 O/B,20515,1,FEDERAL ALSTER,DULUTH-SUP
2023-12-01,FEDERAL ASAHI,DULUTH-SUP,TOLEDO,ITALY,2 O/B,12145,1,FEDERAL ASAHI,DULUTH-SUP
2023-12-02,FEDERAL ASAHI,DULUTH-SUP,TOLEDO,ITALY,2 O/B,11255,1,FEDERAL ASAHI,DULUTH-SUP
2023-09-20,FEDERAL ASAHI,S. TEXAS,LEAGUE CITY,BELGIUM,2 O/B,10536,1,FEDERAL ASAHI,S. TEXAS
2023-09-21,FEDERAL ASAHI,S. TEXAS,LEAGUE CITY,BELGIUM,1,22343,1,FEDERAL ASAHI,S. TEXAS
2023-04-26,FEDERAL BERING,MISSISSIPPI R.,NEW ORLEANS,TRINIDAD,2 O/B,20137,3,FEDERAL BERING,MISSISSIPPI R.
2023-06-28,FEDERAL DART,MISSISSIPPI R.,NEW ORLEANS,NICARAGUA,2 O/B,21133,1,FEDERAL DART,MISSISSIPPI R.
2023-02-03,FEDERAL HUDSON,MISSISSIPPI R.,NEW ORLEANS,HONDURAS,2 O/B,21636,2,FEDERAL HUDSON,MISSISSIPPI R.
2023-12-13,FEDERAL HUNTER,DULUTH-SUP,TOLEDO,ALGERIA,2 O/B,23721,1,FEDERAL HUNTER,DULUTH-SUP
2023-01-28,FEDERAL IMPACT,COLUMBIA R.,PACIFICNW,KOREA REP,1,1694,1,FEDERAL IMPACT,COLUMBIA R.
2023-01-29,FEDERAL IMPACT,COLUMBIA R.,PACIFICNW,KOREA REP,1,16181,1,FEDERAL IMPACT,COLUMBIA R.
2023-01-31,FEDERAL IMPACT,COLUMBIA R.,PACIFICNW,KOREA REP,1,37125,2,FEDERAL IMPACT,COLUMBIA R.
2023-06-23,FEDERAL INDUS,COLUMBIA R.,PACIFICNW,JAPAN,"2 O/B, 3 O/B",54982,3,FEDERAL INDUS,COLUMBIA R.
2023-11-17,FEDERAL INNOKO,S. ATLANTIC,TOLEDO,CHINA,1,52899,1,FEDERAL INNOKO,S. ATLANTIC
2023-04-01,FEDERAL INTEGRITY,COLUMBIA R.,PACIFICNW,THAILAND,2 O/B,27219,1,FEDERAL INTEGRITY,COLUMBIA R.
2023-04-02,FEDERAL INTEGRITY,COLUMBIA R.,PACIFICNW,THAILAND,2 O/B,30631,2,FEDERAL INTEGRITY,COLUMBIA R.
2023-07-16,FEDERAL IZUMI,MISSISSIPPI R.,NEW ORLEANS,GUATEMALA,2 O/B,33567,1,FEDERAL IZUMI,MISSISSIPPI R.
2023-11-09,FEDERAL IZUMI,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,54999,1,FEDERAL IZUMI,MISSISSIPPI R.
2023-12-22,FEDERAL KATSURA,DULUTH-SUP,TOLEDO,SPAIN,2 O/B,20779,1,FEDERAL KATSURA,DULUTH-SUP
2023-11-03,FEDERAL KUMANO,TOLEDO,TOLEDO,GERMANY,2 O/B,23351,1,FEDERAL KUMANO,TOLEDO
2023-12-11,FEDERAL MASAMUNE,S. TEXAS,LEAGUE CITY,CHINA,2 O/B,56629,1,FEDERAL MASAMUNE,S. TEXAS
2023-12-13,FEDERAL MONTREAL,DULUTH-SUP,TOLEDO,ALGERIA,2 O/B,21397,1,FEDERAL MONTREAL,DULUTH-SUP
2023-03-27,FEDERAL OAK,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,49158,2,FEDERAL OAK,MISSISSIPPI R.
2023-04-26,FEDERAL OAK,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,24563,1,FEDERAL OAK,MISSISSIPPI R.
2023-04-27,FEDERAL OAK,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,25050,2,FEDERAL OAK,MISSISSIPPI R.
2023-05-17,FEDERAL OAK,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,57751,1,FEDERAL OAK,MISSISSIPPI R.
2023-05-10,FEDERAL OSHIMA,TOLEDO,TOLEDO,NETHERLANDS,SG O/B,23150,1,FEDERAL OSHIMA,TOLEDO
2023-10-31,FEDERAL OSHIMA,TOLEDO,TOLEDO,ITALY,2 O/B,23129,1,FEDERAL OSHIMA,TOLEDO
2023-02-01,FEDERAL RIDEAU,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,32999,1,FEDERAL RIDEAU,MISSISSIPPI R.
2023-10-18,FEDERAL SAKURA,TOLEDO,TOLEDO,PORTUGAL,2 O/B,21009,1,FEDERAL SAKURA,TOLEDO
2023-10-15,FEDERAL SETO,TOLEDO,TOLEDO,GERMANY,2 O/B,23365,1,FEDERAL SETO,TOLEDO
2023-01-15,FEDERAL SEVERN,MISSISSIPPI R.,NEW ORLEANS,GUATEMALA,2 O/B,21034,1,FEDERAL SEVERN,MISSISSIPPI R.
2023-10-06,FEDERAL SEVERN,SEAWAY,TOLEDO,ITALY,2,30825,1,FEDERAL SEVERN,SEAWAY
2023-01-23,FEDERAL SHIMANTO,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,5807,1,FEDERAL SHIMANTO,MISSISSIPPI R.
2023-02-13,FEDERAL SHIMANTO,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,10324,1,FEDERAL SHIMANTO,MISSISSIPPI R.
2023-02-14,FEDERAL SHIMANTO,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,15400,1,FEDERAL SHIMANTO,MISSISSIPPI R.
2023-06-24,FEDERAL SKEENA,MISSISSIPPI R.,NEW ORLEANS,COSTA RICA,2 O/B,20650,2,FEDERAL SKEENA,MISSISSIPPI R.
2023-02-12,FEDERAL SPEY,MISSISSIPPI R.,NEW ORLEANS,GUATEMALA,2 O/B,21998,1,FEDERAL SPEY,MISSISSIPPI R.
2023-02-19,FEDERAL SPRUCE LOT  3,S. ATLANTIC,TOLEDO,MOROCCO,2,7000,1,FEDERAL SPRUCE LOT  3,S. ATLANTIC
2023-02-19,FEDERAL SPRUCE LOT 1,S. ATLANTIC,TOLEDO,MOROCCO,2 O/B,7000,1,FEDERAL SPRUCE LOT 1,S. ATLANTIC
2023-11-05,FEDERAL TYNE,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,SG,40660,1,FEDERAL TYNE,MISSISSIPPI R.
2023-11-06,FEDERAL TYNE,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,13000,1,FEDERAL TYNE,MISSISSIPPI R.
2023-01-28,FEI JING,MISSISSIPPI R.,NEW ORLEANS,ITALY,2 O/B,67367,1,FEI JING,MISSISSIPPI R.
2023-08-13,FELICIA K,COLUMBIA R.,PACIFICNW,JAPAN,2 O/B,29262,2,FELICIA K,COLUMBIA R.
2023-07-30,FENG MAO HAI,MISSISSIPPI R.,NEW ORLEANS,SAUDI ARABIA,2 O/B,54998,1,FENG MAO HAI,MISSISSIPPI R.
2023-02-12,FERASET,S. TEXAS,LEAGUE CITY,ITALY,1,15750,1,FERASET,S. TEXAS
2023-01-29,FIGALIA NAVIGATOR,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,66000,2,FIGALIA NAVIGATOR,COLUMBIA R.
2023-06-18,FIORA TOPIC,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,26355,1,FIORA TOPIC,MISSISSIPPI R.
2023-07-25,FIORA TOPIC,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,32501,1,FIORA TOPIC,MISSISSIPPI R.
2023-12-27,FJ AZALEA,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,69032,1,FJ AZALEA,MISSISSIPPI R.
2023-06-04,FJM GLORY,MISSISSIPPI R.,NEW ORLEANS,GUATEMALA,2 O/B,33001,1,FJM GLORY,MISSISSIPPI R.
2023-11-17,FLAG LAMA,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,67189,1,FLAG LAMA,COLUMBIA R.
2023-03-20,FLAG METTE,MISSISSIPPI R.,NEW ORLEANS,GERMANY,2 O/B,69131,1,FLAG METTE,MISSISSIPPI R.
2023-01-02,FLORA K,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,22584,1,FLORA K,MISSISSIPPI R.
2023-01-03,FLORA K,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,11478,1,FLORA K,MISSISSIPPI R.
2023-10-18,FLORA K,MISSISSIPPI R.,NEW ORLEANS,DOMINICN REP,2 O/B,15477,1,FLORA K,MISSISSIPPI R.
2023-10-19,FLORA K,MISSISSIPPI R.,NEW ORLEANS,DOMINICN REP,2 O/B,11187,2,FLORA K,MISSISSIPPI R.
2023-11-19,FLORA K,S. ATLANTIC,TOLEDO,TUNISIA,2 O/B,32758,1,FLORA K,S. ATLANTIC
2023-11-26,FLORA SCHULTE,MISSISSIPPI R.,NEW ORLEANS,PORTUGAL,4 O/B,36354,1,FLORA SCHULTE,MISSISSIPPI R.
2023-05-27,FORMENTERA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,33091,2,FORMENTERA,MISSISSIPPI R.
2023-07-08,FORMENTERA,MISSISSIPPI R.,NEW ORLEANS,PERU,2 O/B,32999,1,FORMENTERA,MISSISSIPPI R.
2023-12-03,FORMENTERA,MISSISSIPPI R.,NEW ORLEANS,GUATEMALA,2 O/B,14612,1,FORMENTERA,MISSISSIPPI R.
2023-08-03,FORTUNE COOKIE,COLUMBIA R.,PACIFICNW,KOREA REP,1,35199,4,FORTUNE COOKIE,COLUMBIA R.
2023-05-08,FOXTROT,S. TEXAS,LEAGUE CITY,ALGERIA,2 O/B,33200,1,FOXTROT,S. TEXAS
2023-05-15,FRANBO ACE,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,7700,1,FRANBO ACE,MISSISSIPPI R.
2023-05-16,FRANBO ACE,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,13842,2,FRANBO ACE,MISSISSIPPI R.
2023-05-03,FREE STATE,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,13199,1,FREE STATE,MISSISSIPPI R.
2023-05-04,FREE STATE,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,23979,1,FREE STATE,MISSISSIPPI R.
2023-08-21,FREE STATE,MISSISSIPPI R.,NEW ORLEANS,EGYPT,2 O/B,54190,1,FREE STATE,MISSISSIPPI R.
2023-12-10,FREE STATE,MISSISSIPPI R.,NEW ORLEANS,ITALY,2 O/B,53470,1,FREE STATE,MISSISSIPPI R.
2023-12-12,FU RONG FENG,MISSISSIPPI R.,NEW ORLEANS,ITALY,2 O/B,65882,1,FU RONG FENG,MISSISSIPPI R.
2023-04-28,FUAT BEY,MISSISSIPPI R.,NEW ORLEANS,EGYPT,2 O/B,32998,1,FUAT BEY,MISSISSIPPI R.
2023-02-04,FULVIA,N. TEXAS,LEAGUE CITY,VENEZUELA,2 O/B,21000,1,FULVIA,N. TEXAS
2023-04-08,G B CORRADO,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,67206,1,G B CORRADO,MISSISSIPPI R.
2023-04-12,GALIO,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,67493,1,GALIO,COLUMBIA R.
2023-08-23,GARDENIA K,MISSISSIPPI R.,NEW ORLEANS,NICARAGUA,2 O/B,15332,1,GARDENIA K,MISSISSIPPI R.
2023-01-02,GARDNO,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,33548,1,GARDNO,MISSISSIPPI R.
2023-05-21,GASTONE,MISSISSIPPI R.,NEW ORLEANS,SAUDI ARABIA,2 O/B,71607,1,GASTONE,MISSISSIPPI R.
2023-10-08,GDYNIA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,34098,1,GDYNIA,MISSISSIPPI R.
2023-10-21,GEIYO K,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"1, 2",49210,2,GEIYO K,MISSISSIPPI R.
2023-09-10,GEMINI,COLUMBIA R.,PACIFICNW,"INDONESIA, VIETNAM",2 O/B,53520,3,GEMINI,COLUMBIA R.
2023-03-12,GEMINI OCEAN,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,69132,1,GEMINI OCEAN,MISSISSIPPI R.
2023-03-05,GENCO AQUITAINE,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,11000,1,GENCO AQUITAINE,COLUMBIA R.
2023-03-06,GENCO AQUITAINE,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,21915,1,GENCO AQUITAINE,COLUMBIA R.
2023-12-15,GENCO AUVERGNE,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"2, 2 O/B",47908,2,GENCO AUVERGNE,MISSISSIPPI R.
2023-03-30,GENCO BOURGOGNE,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,54998,1,GENCO BOURGOGNE,MISSISSIPPI R.
2023-10-04,GENCO CONSTELLATION,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,43999,1,GENCO CONSTELLATION,MISSISSIPPI R.
2023-01-16,GENCO FREEDOM,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,49449,1,GENCO FREEDOM,MISSISSIPPI R.
2023-02-09,GENCO FREEDOM,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,51881,1,GENCO FREEDOM,MISSISSIPPI R.
2023-11-18,GENCO FREEDOM,MISSISSIPPI R.,NEW ORLEANS,ITALY,2 O/B,57365,1,GENCO FREEDOM,MISSISSIPPI R.
2023-04-19,GENCO LANGUEDOC,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,23364,1,GENCO LANGUEDOC,MISSISSIPPI R.
2023-09-24,GENCO LANGUEDOC,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,9727,1,GENCO LANGUEDOC,MISSISSIPPI R.
2023-09-25,GENCO LANGUEDOC,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,33272,1,GENCO LANGUEDOC,MISSISSIPPI R.
2023-06-04,GENCO MARY,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,49499,1,GENCO MARY,MISSISSIPPI R.
2023-06-28,GENCO MARY,MISSISSIPPI R.,NEW ORLEANS,GERMANY,2 O/B,56648,1,GENCO MARY,MISSISSIPPI R.
2023-02-18,GENCO PICARDY,MISSISSIPPI R.,NEW ORLEANS,ALGERIA,2 O/B,42148,1,GENCO PICARDY,MISSISSIPPI R.
2023-02-26,GENCO VIGILANT,MISSISSIPPI R.,NEW ORLEANS,EL SALVADOR,2,21904,1,GENCO VIGILANT,MISSISSIPPI R.
2023-02-27,GENCO VIGILANT,MISSISSIPPI R.,NEW ORLEANS,EL SALVADOR,3,9639,1,GENCO VIGILANT,MISSISSIPPI R.
2023-02-21,GENCO WARRIOR,N. TEXAS,LEAGUE CITY,CHINA,2 O/B,48960,1,GENCO WARRIOR,N. TEXAS
2023-12-14,GENCO WEATHERLY,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,53345,1,GENCO WEATHERLY,MISSISSIPPI R.
2023-11-26,GENIUS SW,MISSISSIPPI R.,NEW ORLEANS,NETHERLANDS,2 O/B,56099,1,GENIUS SW,MISSISSIPPI R.
2023-05-02,GEORGIA HARMONY,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,34284,2,GEORGIA HARMONY,MISSISSIPPI R.
2023-05-27,GEORGIA HARMONY,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,10623,1,GEORGIA HARMONY,MISSISSIPPI R.
2023-05-29,GEORGIA HARMONY,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,23655,2,GEORGIA HARMONY,MISSISSIPPI R.
2023-11-24,GEORGIA HARMONY,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,33916,2,GEORGIA HARMONY,MISSISSIPPI R.
2023-11-14,GEORGITSI,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,66566,1,GEORGITSI,COLUMBIA R.
2023-09-27,GEOSTAR,COLUMBIA R.,PACIFICNW,KOREA REP,1,7672,1,GEOSTAR,COLUMBIA R.
2023-09-29,GEOSTAR,COLUMBIA R.,PACIFICNW,KOREA REP,1,47877,2,GEOSTAR,COLUMBIA R.
2023-07-22,GH GLORY,COLUMBIA R.,PACIFICNW,VIETNAM,2 O/B,2200,1,GH GLORY,COLUMBIA R.
2023-07-23,GH GLORY,COLUMBIA R.,PACIFICNW,SINGAPORE,2 O/B,18200,1,GH GLORY,COLUMBIA R.
2023-07-24,GH GLORY,COLUMBIA R.,PACIFICNW,"SINGAPORE, VIETNAM",2 O/B,43905,5,GH GLORY,COLUMBIA R.
2023-09-25,GIBRALTAR EAGLE,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,58244,1,GIBRALTAR EAGLE,MISSISSIPPI R.
2023-02-27,Giorgos Confidence,N. TEXAS,LEAGUE CITY,SOUTH SUDAN,2 O/B,22820,1,GIORGOS CONFIDENCE,N. TEXAS
2023-09-07,GIORGOS CONFIDENCE,S. TEXAS,LEAGUE CITY,NIGERIA,2 O/B,28110,1,GIORGOS CONFIDENCE,S. TEXAS
2023-03-10,GLADIATOR,MISSISSIPPI R.,NEW ORLEANS,PANAMA,2 O/B,48717,1,GLADIATOR,MISSISSIPPI R.
2023-07-21,GLOBAL AGLAIA,MISSISSIPPI R.,NEW ORLEANS,EL SALVADOR,2 O/B,21600,1,GLOBAL AGLAIA,MISSISSIPPI R.
2023-10-23,GLOBAL BONANZA,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,64083,1,GLOBAL BONANZA,COLUMBIA R.
2023-03-04,GLOBAL ETERNITY,MISSISSIPPI R.,NEW ORLEANS,PERU,2 O/B,31594,1,GLOBAL ETERNITY,MISSISSIPPI R.
2023-01-22,GLOBAL HOSPITALITY,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,16685,2,GLOBAL HOSPITALITY,MISSISSIPPI R.
2023-01-23,GLOBAL HOSPITALITY,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"2 O/B, 3 O/B",33514,4,GLOBAL HOSPITALITY,MISSISSIPPI R.
2023-05-15,GLOBAL HOSPITALITY,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"2, 2 O/B",50253,3,GLOBAL HOSPITALITY,MISSISSIPPI R.
2023-09-15,GLOBAL HOSPITALITY,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"1, 2",50419,3,GLOBAL HOSPITALITY,MISSISSIPPI R.
2023-09-07,GLOBAL KOMA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"2, 2 O/B",18353,2,GLOBAL KOMA,MISSISSIPPI R.
2023-09-08,GLOBAL KOMA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,1,21084,1,GLOBAL KOMA,MISSISSIPPI R.
2023-08-30,GLOBAL MIRAI,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"2 O/B, 3 O/B",20772,2,GLOBAL MIRAI,MISSISSIPPI R.
2023-08-31,GLOBAL MIRAI,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,29830,3,GLOBAL MIRAI,MISSISSIPPI R.
2023-10-26,GLOBAL ORIOLE,COLUMBIA R.,PACIFICNW,CHILE,2 O/B,42897,1,GLOBAL ORIOLE,COLUMBIA R.
2023-11-19,GLOBAL ROUND,COLUMBIA R.,PACIFICNW,JAPAN,2 O/B,27515,2,GLOBAL ROUND,COLUMBIA R.
2023-05-12,GLOBAL VEGA,MISSISSIPPI R.,NEW ORLEANS,PANAMA,2 O/B,9072,1,GLOBAL VEGA,MISSISSIPPI R.
2023-05-16,GLOBAL VEGA,MISSISSIPPI R.,NEW ORLEANS,PANAMA,2 O/B,23927,1,GLOBAL VEGA,MISSISSIPPI R.
2023-06-06,GLOBAL VEGA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,6211,1,GLOBAL VEGA,MISSISSIPPI R.
2023-06-07,GLOBAL VEGA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,43656,3,GLOBAL VEGA,MISSISSIPPI R.
2023-05-18,GLOBAL VISION,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3,50327,1,GLOBAL VISION,MISSISSIPPI R.
2023-09-10,GLOBAL VISION,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"1, 2",43221,2,GLOBAL VISION,MISSISSIPPI R.
2023-05-26,GLOBE CLEOPATRA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,2,51052,2,GLOBE CLEOPATRA,MISSISSIPPI R.
2023-05-03,GLOBE DANAE,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,66518,1,GLOBE DANAE,COLUMBIA R.
2023-01-04,GLOBE ELECTRA,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,66000,1,GLOBE ELECTRA,COLUMBIA R.
2023-11-23,GLORIA CONFIDENCE,MISSISSIPPI R.,NEW ORLEANS,CHINA,1,56100,1,GLORIA CONFIDENCE,MISSISSIPPI R.
2023-04-30,GLORY,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,65898,1,GLORY,COLUMBIA R.
2023-05-24,GLYFADA I,COLUMBIA R.,PACIFICNW,JAPAN,3 O/B,58415,1,GLYFADA I,COLUMBIA R.
2023-01-03,GNG CONCORD 2,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,63880,1,GNG CONCORD 2,COLUMBIA R.
2023-05-08,GNS HARVEST,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,65089,1,GNS HARVEST,COLUMBIA R.
2023-05-12,GOLD DUST,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,27018,1,GOLD DUST,MISSISSIPPI R.
