Cert_Date,Vessel,Port,Field_Office,Grain_Countries,Grain_Grades,Grain_Tons,Inspection_Count,Vessel_Norm,Port_Norm
2023-01-14,CK ANGIE,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,67399,1,CK ANGIE,COLUMBIA R.
2023-03-24,CK BLUEBELL,PUGET SOUND,PACIFICNW,KOREA REP,2 O/B,71399,1,CK BLUEBELL,PUGET SOUND
2023-05-22,CL BEIJING,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,67333,1,CL BEIJING,COLUMBIA R.
2023-04-01,CL BEIJING,PUGET SOUND,PACIFICNW,CHINA,2 O/B,70550,1,CL BEIJING,PUGET SOUND
2023-07-03,CL DENGSHA HE,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"2 O/B, 3 O/B",51201,4,CL DENGSHA HE,MISSISSIPPI R.
2023-02-15,CL EBISU,MISSISSIPPI R.,NEW ORLEANS,JAPAN,2,50374,1,CL EBISU,MISSISSIPPI R.
2023-08-22,CL HIBISCUS,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,52618,1,CL HIBISCUS,MISSISSIPPI R.
2023-05-08,CL JIUJIANG,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,68156,1,CL JIUJIANG,COLUMBIA R.
2023-03-15,CL LIANYUNGANG,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,67990,1,CL LIANYUNGANG,MISSISSIPPI R.
2023-12-04,CL LUZHOU,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,52124,1,CL LUZHOU,MISSISSIPPI R.
2023-07-05,CL NAKAMA,MISSISSIPPI R.,NEW ORLEANS,CHILE,2 O/B,35200,1,CL NAKAMA,MISSISSIPPI R.
2023-11-18,CL QINGSHUI HE,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,68129,1,CL QINGSHUI HE,MISSISSIPPI R.
2023-12-17,CL TIFFANY,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,67902,1,CL TIFFANY,MISSISSIPPI R.
2023-03-19,CL TOMO,COLUMBIA R.,PACIFICNW,KOREA REP,1,1144,1,CL TOMO,COLUMBIA R.
2023-03-20,CL TOMO,COLUMBIA R.,PACIFICNW,KOREA REP,1,52939,3,CL TOMO,COLUMBIA R.
2023-02-03,CL YINGNA HE,COLUMBIA R.,PACIFICNW,JAPAN,2 O/B,20256,1,CL YINGNA HE,COLUMBIA R.
2023-02-06,CL YINGNA HE,COLUMBIA R.,PACIFICNW,JAPAN,2 O/B,31313,1,CL YINGNA HE,COLUMBIA R.
2023-11-16,CL ZHENJIANG,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,68997,1,CL ZHENJIANG,MISSISSIPPI R.
2023-01-14,CLIMATE RESPECT,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,72599,1,CLIMATE RESPECT,COLUMBIA R.
2023-04-24,CLIPPER COPENHAGEN,MISSISSIPPI R.,NEW ORLEANS,GUATEMALA,2 O/B,28599,1,CLIPPER COPENHAGEN,MISSISSIPPI R.
2023-04-09,CLIPPER FAIR,MISSISSIPPI R.,NEW ORLEANS,"COLOMBIA, ECUADOR","2 O/B, 5 O/B",43808,2,CLIPPER FAIR,MISSISSIPPI R.
2023-06-21,CLIPPER FAIR,MISSISSIPPI R.,NEW ORLEANS,EL SALVADOR,2 O/B,37637,1,CLIPPER FAIR,MISSISSIPPI R.
2023-04-15,CLIPPER IRIS,N. TEXAS,LEAGUE CITY,CHINA,2 O/B,51965,1,CLIPPER IRIS,N. TEXAS
2023-10-03,CLIPPER KENT,MISSISSIPPI R.,NEW ORLEANS,NICARAGUA,2 O/B,7936,1,CLIPPER KENT,MISSISSIPPI R.
2023-10-04,CLIPPER KENT,MISSISSIPPI R.,NEW ORLEANS,NICARAGUA,2 O/B,12250,1,CLIPPER KENT,MISSISSIPPI R.
2023-08-02,CLIPPER NASSAU,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,7150,1,CLIPPER NASSAU,MISSISSIPPI R.
2023-04-27,CLIPPER PANORAMA,MISSISSIPPI R.,NEW ORLEANS,DOMINICN REP,2 O/B,28948,2,CLIPPER PANORAMA,MISSISSIPPI R.
2023-07-13,CLIPPER SPEY,MISSISSIPPI R.,NEW ORLEANS,HONDURAS,2 O/B,8284,1,CLIPPER SPEY,MISSISSIPPI R.
2023-07-14,CLIPPER SPEY,MISSISSIPPI R.,NEW ORLEANS,HONDURAS,2 O/B,7530,1,CLIPPER SPEY,MISSISSIPPI R.
2023-04-06,CLIPPER TERESA,N. TEXAS,LEAGUE CITY,CHINA,2 O/B,51971,1,CLIPPER TERESA,N. TEXAS
2023-08-05,CLIPPER TRENT,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,32315,2,CLIPPER TRENT,MISSISSIPPI R.
2023-03-01,CLIPPER TRIUMPH,N. TEXAS,LEAGUE CITY,NIGERIA,2 O/B,26500,1,CLIPPER TRIUMPH,N. TEXAS
2023-06-28,CLIPPER TYNE,MISSISSIPPI R.,NEW ORLEANS,BRAZIL,2 O/B,25297,1,CLIPPER TYNE,MISSISSIPPI R.
2023-10-13,CMB BRUEGEL,MISSISSIPPI R.,NEW ORLEANS,BANGLADESH,2 O/B,60149,1,CMB BRUEGEL,MISSISSIPPI R.
2023-02-13,CMB PERMEKE,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,68189,1,CMB PERMEKE,COLUMBIA R.
2023-10-31,CMB PERMEKE,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,68717,1,CMB PERMEKE,MISSISSIPPI R.
2023-05-23,CMB RUBENS,COLUMBIA R.,PACIFICNW,THAILAND,2 O/B,13689,1,CMB RUBENS,COLUMBIA R.
2023-05-24,CMB RUBENS,COLUMBIA R.,PACIFICNW,THAILAND,2 O/B,44371,2,CMB RUBENS,COLUMBIA R.
2023-03-04,CMB RUBENS,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,50461,1,CMB RUBENS,MISSISSIPPI R.
2023-08-25,COMMON FAITH,N. TEXAS,LEAGUE CITY,NIGERIA,2 O/B,18214,1,COMMON FAITH,N. TEXAS
2023-10-06,COMMON FAITH,N. TEXAS,LEAGUE CITY,NIGERIA,2 O/B,12945,1,COMMON FAITH,N. TEXAS
2023-02-26,COMMON LUCK,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,54998,1,COMMON LUCK,MISSISSIPPI R.
2023-11-30,CONDOR HAMBURG,MISSISSIPPI R.,NEW ORLEANS,MOROCCO,2 O/B,6609,1,CONDOR HAMBURG,MISSISSIPPI R.
2023-02-05,CORINNA,MISSISSIPPI R.,NEW ORLEANS,SAUDI ARABIA,2 O/B,73517,1,CORINNA,MISSISSIPPI R.
2023-09-08,COS LUCKY,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,46427,1,COS LUCKY,MISSISSIPPI R.
2023-10-02,COS LUCKY,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,46403,1,COS LUCKY,MISSISSIPPI R.
2023-12-03,COSMOS,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,27104,1,COSMOS,MISSISSIPPI R.
2023-08-08,COURTESY K,MISSISSIPPI R.,NEW ORLEANS,PANAMA,2 O/B,24706,4,COURTESY K,MISSISSIPPI R.
2023-02-22,CP CHONGQING,S. ATLANTIC,TOLEDO,CHINA,2 O/B,51950,1,CP CHONGQING,S. ATLANTIC
2023-11-24,CRESTED EAGLE,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3,5202,1,CRESTED EAGLE,MISSISSIPPI R.
2023-11-25,CRESTED EAGLE,MISSISSIPPI R.,NEW ORLEANS,JAPAN,2 O/B,43490,2,CRESTED EAGLE,MISSISSIPPI R.
2023-09-24,CRIMSON DELIGHT,COLUMBIA R.,PACIFICNW,JAPAN,2 O/B,45263,2,CRIMSON DELIGHT,COLUMBIA R.
2023-06-27,CRIMSON DELIGHT,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"2 O/B, 3",49451,2,CRIMSON DELIGHT,MISSISSIPPI R.
2023-07-20,CRIMSON GRACE,COLUMBIA R.,PACIFICNW,PHILIPPINES,"2 O/B, 3 O/B",28600,2,CRIMSON GRACE,COLUMBIA R.
2023-07-21,CRIMSON GRACE,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,28266,1,CRIMSON GRACE,COLUMBIA R.
2023-01-14,CRIMSON QUEEN,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"2, 2 O/B",17931,2,CRIMSON QUEEN,MISSISSIPPI R.
2023-01-15,CRIMSON QUEEN,MISSISSIPPI R.,NEW ORLEANS,JAPAN,2,24462,1,CRIMSON QUEEN,MISSISSIPPI R.
2023-06-29,CRYSTAL ADMIRER,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,26400,1,CRYSTAL ADMIRER,COLUMBIA R.
2023-12-15,CRYSTAL CONFIDENCE,MISSISSIPPI R.,NEW ORLEANS,VENEZUELA,2 O/B,1800,1,CRYSTAL CONFIDENCE,MISSISSIPPI R.
2023-12-18,CRYSTAL CONFIDENCE,MISSISSIPPI R.,NEW ORLEANS,VENEZUELA,2 O/B,3107,1,CRYSTAL CONFIDENCE,MISSISSIPPI R.
2023-07-09,CS CAPRICE,MISSISSIPPI R.,NEW ORLEANS,PANAMA,2 O/B,4560,1,CS CAPRICE,MISSISSIPPI R.
2023-07-11,CS CAPRICE,MISSISSIPPI R.,NEW ORLEANS,PANAMA,2 O/B,7064,1,CS CAPRICE,MISSISSIPPI R.
2023-07-14,CS CAPRICE,MISSISSIPPI R.,NEW ORLEANS,PANAMA,2 O/B,5334,1,CS CAPRICE,MISSISSIPPI R.
2023-07-31,CS CRYSTAL,MISSISSIPPI R.,NEW ORLEANS,DOMINICN REP,2 O/B,21963,2,CS CRYSTAL,MISSISSIPPI R.
2023-07-27,CS JENNA,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,7360,1,CS JENNA,MISSISSIPPI R.
2023-03-02,CS SATIRA,MISSISSIPPI R.,NEW ORLEANS,PANAMA,2 O/B,23403,1,CS SATIRA,MISSISSIPPI R.
2023-03-25,CS SATIRA,MISSISSIPPI R.,NEW ORLEANS,DOMINICN REP,2 O/B,16931,1,CS SATIRA,MISSISSIPPI R.
2023-03-26,CS SATIRA,MISSISSIPPI R.,NEW ORLEANS,DOMINICN REP,2 O/B,16789,1,CS SATIRA,MISSISSIPPI R.
2023-01-09,CS SATIRA,N. TEXAS,LEAGUE CITY,COLOMBIA,2 O/B,5170,1,CS SATIRA,N. TEXAS
2023-01-14,CS SATIRA,N. TEXAS,LEAGUE CITY,COLOMBIA,2 O/B,27830,1,CS SATIRA,N. TEXAS
2023-09-28,CSL WELLAND,DULUTH-SUP,TOLEDO,CANADA,2 O/B,30781,1,CSL WELLAND,DULUTH-SUP
2023-01-14,CSSC HE MEI,S. TEXAS,LEAGUE CITY,CHINA,2 O/B,70754,1,CSSC HE MEI,S. TEXAS
2023-03-27,CURIA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,11834,1,CURIA,MISSISSIPPI R.
2023-03-29,CURIA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,38446,1,CURIA,MISSISSIPPI R.
2023-04-01,CYMONA GALAXY,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,69690,1,CYMONA GALAXY,MISSISSIPPI R.
2023-02-21,CYMONA PROGRESS,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,69036,1,CYMONA PROGRESS,MISSISSIPPI R.
2023-03-02,DA SHUN,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,66702,1,DA SHUN,COLUMBIA R.
2023-10-14,DANAE R,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,66000,1,DANAE R,COLUMBIA R.
2023-12-02,DARYA ANITA,COLUMBIA R.,PACIFICNW,SINGAPORE,2 O/B,22000,1,DARYA ANITA,COLUMBIA R.
2023-12-04,DARYA AUM,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,68799,1,DARYA AUM,MISSISSIPPI R.
2023-10-27,DARYA DEVI,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,67624,1,DARYA DEVI,MISSISSIPPI R.
2023-12-13,DARYA NEETI,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,69246,1,DARYA NEETI,MISSISSIPPI R.
2023-06-07,DARYA NOOR,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,49596,1,DARYA NOOR,MISSISSIPPI R.
2023-02-16,DARYA RAPTI,COLUMBIA R.,PACIFICNW,KOREA REP,1,770,1,DARYA RAPTI,COLUMBIA R.
2023-02-17,DARYA RAPTI,COLUMBIA R.,PACIFICNW,KOREA REP,1,12760,1,DARYA RAPTI,COLUMBIA R.
2023-02-18,DARYA RAPTI,COLUMBIA R.,PACIFICNW,KOREA REP,1,23320,2,DARYA RAPTI,COLUMBIA R.
2023-03-06,DARYA RUCHI,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,9934,1,DARYA RUCHI,COLUMBIA R.
2023-03-09,DARYA RUCHI,COLUMBIA R.,PACIFICNW,TAIWAN,2 O/B,56509,1,DARYA RUCHI,COLUMBIA R.
2023-05-30,DAXIA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,49152,1,DAXIA,MISSISSIPPI R.
2023-09-02,DE MING HAI,COLUMBIA R.,PACIFICNW,MALAYSIA,2 O/B,10876,1,DE MING HAI,COLUMBIA R.
2023-09-04,DE MING HAI,COLUMBIA R.,PACIFICNW,MALAYSIA,2 O/B,53049,1,DE MING HAI,COLUMBIA R.
2023-04-11,DE SHENG HAI,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,36300,1,DE SHENG HAI,MISSISSIPPI R.
2023-01-08,DE XIN HAI,MISSISSIPPI R.,NEW ORLEANS,ITALY,2 O/B,66225,1,DE XIN HAI,MISSISSIPPI R.
2023-03-10,DE XIN HAI,MISSISSIPPI R.,NEW ORLEANS,GERMANY,2 O/B,65023,1,DE XIN HAI,MISSISSIPPI R.
2023-05-05,DELFIN,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,67353,1,DELFIN,COLUMBIA R.
2023-03-24,DELOS II,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2,6330,1,DELOS II,MISSISSIPPI R.
2023-06-19,DELTA,MISSISSIPPI R.,NEW ORLEANS,JAMAICA,2 O/B,2200,1,DELTA,MISSISSIPPI R.
2023-06-20,DELTA,MISSISSIPPI R.,NEW ORLEANS,JAMAICA,2 O/B,19632,2,DELTA,MISSISSIPPI R.
2023-05-26,DEMA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,31130,1,DEMA,MISSISSIPPI R.
2023-08-10,DENSA DOLPHIN,S. TEXAS,LEAGUE CITY,CHINA,2 O/B,56081,1,DENSA DOLPHIN,S. TEXAS
2023-02-18,DESERT FAITH,COLUMBIA R.,PACIFICNW,JAPAN,2 O/B,48933,2,DESERT FAITH,COLUMBIA R.
2023-04-09,DESERT GRACE,S. TEXAS,LEAGUE CITY,NIGERIA,2 O/B,24921,2,DESERT GRACE,S. TEXAS
2023-04-11,DESERT GRACE,S. TEXAS,LEAGUE CITY,NIGERIA,2 O/B,26418,2,DESERT GRACE,S. TEXAS
2023-05-12,DESERT HARRIER,S. TEXAS,LEAGUE CITY,NIGERIA,2 O/B,27945,2,DESERT HARRIER,S. TEXAS
2023-05-13,DESERT HARRIER,S. TEXAS,LEAGUE CITY,NIGERIA,2 O/B,23214,1,DESERT HARRIER,S. TEXAS
2023-09-24,DESERT HONOUR,MISSISSIPPI R.,NEW ORLEANS,NIGERIA,2 O/B,26581,1,DESERT HONOUR,MISSISSIPPI R.
2023-10-06,DESERT HONOUR,S. TEXAS,LEAGUE CITY,NIGERIA,2 O/B,24934,1,DESERT HONOUR,S. TEXAS
2023-01-19,DESERT MOON,N. TEXAS,LEAGUE CITY,NIGERIA,2 O/B,11284,1,DESERT MOON,N. TEXAS
2023-01-20,DESERT MOON,N. TEXAS,LEAGUE CITY,NIGERIA,2 O/B,37394,2,DESERT MOON,N. TEXAS
2023-03-14,DESERT OASIS,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,29157,1,DESERT OASIS,MISSISSIPPI R.
2023-02-15,DESERT OSPREY,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,49400,1,DESERT OSPREY,MISSISSIPPI R.
2023-07-17,DESERT SYMPHONY,MISSISSIPPI R.,NEW ORLEANS,NIGERIA,2 O/B,28148,1,DESERT SYMPHONY,MISSISSIPPI R.
2023-06-28,DESERT SYMPHONY,S. TEXAS,LEAGUE CITY,NIGERIA,2 O/B,23141,1,DESERT SYMPHONY,S. TEXAS
2023-02-11,DESPINA K,MISSISSIPPI R.,NEW ORLEANS,GUATEMALA,2 O/B,25020,1,DESPINA K,MISSISSIPPI R.
2023-03-11,DEVBULK SARE,MISSISSIPPI R.,NEW ORLEANS,GUATEMALA,2 O/B,13868,1,DEVBULK SARE,MISSISSIPPI R.
2023-04-16,DIAMOND SKY,S. TEXAS,LEAGUE CITY,SOMALIA,2 O/B,52999,1,DIAMOND SKY,S. TEXAS
2023-02-22,DIAMOND TRADER,COLUMBIA R.,PACIFICNW,INDONESIA,2 O/B,68159,1,DIAMOND TRADER,COLUMBIA R.
2023-09-05,DIONI,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,56002,1,DIONI,MISSISSIPPI R.
2023-12-23,DK INITIO,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,22500,1,DK INITIO,COLUMBIA R.
2023-12-24,DK INITIO,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,12893,1,DK INITIO,COLUMBIA R.
2023-12-26,DK INITIO,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,19874,1,DK INITIO,COLUMBIA R.
2023-12-17,DK IONE,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,47613,1,DK IONE,MISSISSIPPI R.
2023-02-15,DONGHAE STAR,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,68249,1,DONGHAE STAR,COLUMBIA R.
2023-03-15,DORIC KATANA,COLUMBIA R.,PACIFICNW,JAPAN,3 O/B,62414,1,DORIC KATANA,COLUMBIA R.
2023-03-21,DORIC SHOGUN,MISSISSIPPI R.,NEW ORLEANS,INDONESIA,1,55426,1,DORIC SHOGUN,MISSISSIPPI R.
2023-01-31,DORYSIA,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,10800,1,DORYSIA,MISSISSIPPI R.
2023-07-18,DRAFTDODGER,S. TEXAS,LEAGUE CITY,CHINA,2 O/B,58303,1,DRAFTDODGER,S. TEXAS
2023-01-21,DRAGONERA,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,20673,2,DRAGONERA,MISSISSIPPI R.
2023-02-06,DRAWNO,MISSISSIPPI R.,NEW ORLEANS,MOROCCO,2 O/B,16499,1,DRAWNO,MISSISSIPPI R.
2023-12-11,DRAWSKO,DULUTH-SUP,TOLEDO,MOROCCO,2 O/B,19595,1,DRAWSKO,DULUTH-SUP
2023-12-04,DSI ALTAIR,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,54999,1,DSI ALTAIR,MISSISSIPPI R.
2023-02-17,DSI ANDROMEDA,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,54999,1,DSI ANDROMEDA,MISSISSIPPI R.
2023-02-27,DSI AQUILA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,2 O/B,51417,1,DSI AQUILA,MISSISSIPPI R.
2023-04-21,DSI POLLUX,MISSISSIPPI R.,NEW ORLEANS,MOROCCO,2 O/B,11000,1,DSI POLLUX,MISSISSIPPI R.
2023-03-14,DUBAI GALACTIC,COLUMBIA R.,PACIFICNW,BURMA,2 O/B,5500,1,DUBAI GALACTIC,COLUMBIA R.
2023-03-15,DUBAI GALACTIC,COLUMBIA R.,PACIFICNW,"BURMA, PHILIPPINES",2 O/B,45616,2,DUBAI GALACTIC,COLUMBIA R.
2023-02-27,DUBAI SUN,MISSISSIPPI R.,NEW ORLEANS,MOROCCO,2 O/B,43999,1,DUBAI SUN,MISSISSIPPI R.
2023-04-13,DUBLIN EAGLE,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,51999,1,DUBLIN EAGLE,MISSISSIPPI R.
2023-04-13,DUKE II,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,68366,1,DUKE II,COLUMBIA R.
2023-08-12,DYNA FORTUNE,COLUMBIA R.,PACIFICNW,KOREA REP,1,8261,1,DYNA FORTUNE,COLUMBIA R.
2023-08-14,DYNA FORTUNE,COLUMBIA R.,PACIFICNW,KOREA REP,1,46739,3,DYNA FORTUNE,COLUMBIA R.
2023-10-15,DYNA FORTUNE,COLUMBIA R.,PACIFICNW,TAIWAN,1,34543,1,DYNA FORTUNE,COLUMBIA R.
2023-10-18,DYNA FORTUNE,COLUMBIA R.,PACIFICNW,TAIWAN,1,12285,1,DYNA FORTUNE,COLUMBIA R.
2023-10-19,DYNA FORTUNE,COLUMBIA R.,PACIFICNW,TAIWAN,1,7891,1,DYNA FORTUNE,COLUMBIA R.
2023-03-20,DYNAMIC STRIKER,MISSISSIPPI R.,NEW ORLEANS,DOMINICN REP,2 O/B,35500,1,DYNAMIC STRIKER,MISSISSIPPI R.
2023-09-25,EAUBONNE,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,57057,1,EAUBONNE,MISSISSIPPI R.
2023-12-15,ECO ANGELBAY,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,30308,1,ECO ANGELBAY,MISSISSIPPI R.
2023-07-13,ECO SPITFIRE,MISSISSIPPI R.,NEW ORLEANS,"COLOMBIA, DOMINICN REP",2 O/B,32198,2,ECO SPITFIRE,MISSISSIPPI R.
2023-11-18,EDELWEISS,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,12004,1,EDELWEISS,COLUMBIA R.
2023-11-19,EDELWEISS,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,53060,2,EDELWEISS,COLUMBIA R.
2023-03-21,EDWINE OLDENDORFF,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,36860,2,EDWINE OLDENDORFF,MISSISSIPPI R.
2023-07-22,EIBE OLDENDORFF,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,26024,2,EIBE OLDENDORFF,MISSISSIPPI R.
2023-11-09,EL COMINO,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,57629,1,EL COMINO,MISSISSIPPI R.
2023-05-31,ELAR TRADER,MISSISSIPPI R.,NEW ORLEANS,PANAMA,2 O/B,22260,1,ELAR TRADER,MISSISSIPPI R.
2023-07-02,ELAR TRADER,MISSISSIPPI R.,NEW ORLEANS,DOMINICN REP,2 O/B,20643,2,ELAR TRADER,MISSISSIPPI R.
2023-02-26,ELECTRA GR,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,12482,1,ELECTRA GR,MISSISSIPPI R.
2023-02-28,ELECTRA GR,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,21110,1,ELECTRA GR,MISSISSIPPI R.
2023-09-24,ELEEN EVA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,2 O/B,49007,2,ELEEN EVA,MISSISSIPPI R.
2023-11-24,ELENA,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,69039,1,ELENA,COLUMBIA R.
2023-06-06,ELINA B,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,44745,1,ELINA B,MISSISSIPPI R.
2023-03-29,ELISABETH OLDENDORFF,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,32998,1,ELISABETH OLDENDORFF,MISSISSIPPI R.
2023-12-10,ELIZABETH,COLUMBIA R.,PACIFICNW,TAIWAN,1,26985,1,ELIZABETH,COLUMBIA R.
2023-12-17,ELIZABETH,COLUMBIA R.,PACIFICNW,TAIWAN,1,16196,2,ELIZABETH,COLUMBIA R.
2023-09-17,ELLAN MANX,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,57799,1,ELLAN MANX,MISSISSIPPI R.
2023-01-12,EMERALD DONGJI,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,67176,1,EMERALD DONGJI,COLUMBIA R.
2023-11-18,EMERALD ENTERPRISE,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,32042,2,EMERALD ENTERPRISE,COLUMBIA R.
2023-01-22,EMERALD PUTUO,MISSISSIPPI R.,NEW ORLEANS,INDONESIA,1,74794,1,EMERALD PUTUO,MISSISSIPPI R.
2023-01-09,EMMA OLDENDORFF,MISSISSIPPI R.,NEW ORLEANS,GUATEMALA,2 O/B,36800,1,EMMA OLDENDORFF,MISSISSIPPI R.
2023-07-01,EMMANUEL C,COLUMBIA R.,PACIFICNW,INDONESIA,2 O/B,33000,1,EMMANUEL C,COLUMBIA R.
2023-10-22,ENDURO TRADER,S. TEXAS,LEAGUE CITY,CHINA,2 O/B,57105,1,ENDURO TRADER,S. TEXAS
2023-11-12,ENERGY GLORY,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,69447,1,ENERGY GLORY,MISSISSIPPI R.
2023-01-05,EPIC HARMONY,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,72335,1,EPIC HARMONY,MISSISSIPPI R.
2023-01-23,EPIPHANIA,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,68465,1,EPIPHANIA,MISSISSIPPI R.
2023-02-04,EQUINOX DREAM,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,48108,1,EQUINOX DREAM,MISSISSIPPI R.
2023-09-17,EQUINOX MELIDA,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,25431,1,EQUINOX MELIDA,COLUMBIA R.
2023-09-18,EQUINOX MELIDA,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,29569,1,EQUINOX MELIDA,COLUMBIA R.
2023-01-11,EQUINOX ORENDA,MISSISSIPPI R.,NEW ORLEANS,ALGERIA,2 O/B,45445,1,EQUINOX ORENDA,MISSISSIPPI R.
2023-03-31,EQUINOX ORENDA,MISSISSIPPI R.,NEW ORLEANS,DOMINICN REP,2 O/B,54995,1,EQUINOX ORENDA,MISSISSIPPI R.
2023-05-04,EQUINOX ORENDA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"2, 3",39797,2,EQUINOX ORENDA,MISSISSIPPI R.
2023-08-13,EQUINOX STAR,MISSISSIPPI R.,NEW ORLEANS,ITALY,2 O/B,52999,1,EQUINOX STAR,MISSISSIPPI R.
2023-09-04,ER NAZIRE,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,53827,1,ER NAZIRE,MISSISSIPPI R.
2023-05-25,ERACLE,MISSISSIPPI R.,NEW ORLEANS,HONDURAS,2 O/B,9261,1,ERACLE,MISSISSIPPI R.
2023-05-31,ERACLE,MISSISSIPPI R.,NEW ORLEANS,HONDURAS,2 O/B,37049,1,ERACLE,MISSISSIPPI R.
2023-06-23,ERACLE,MISSISSIPPI R.,NEW ORLEANS,GUATEMALA,2 O/B,27000,1,ERACLE,MISSISSIPPI R.
2023-05-10,ERACLEA,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,51604,1,ERACLEA,MISSISSIPPI R.
