IMO,VesselName,TotalVoyages,CompleteVoyages,AvgInboundDurationHours,AvgOutboundDurationHours,AvgPortDurationHours,AvgVesselUtilizationPct,MostFrequentDischargeTerminal,TotalCargoEstimateTonnes,AvgCargoPerVoyageTonnes
9379985,Ginga Panther,7,6,80.80,131.20,29.91,21.9,Dow Taft,,
9380049,Rainbow Star,1,1,62.35,18.23,49.42,38.0,Exxon Baton Rouge,,
9380051,Rich Breeze,4,4,61.75,13.27,42.89,39.0,Exxon Baton Rouge,,
9380063,Minerva Emily,1,1,20.68,11.08,35.85,53.0,Apex Mt Airy,,
9380075,Minerva Oceania,2,2,34.38,9.50,44.68,55.0,Valero Meraux,,
9380099,Platytera,5,5,31.98,23.71,54.97,55.5,Shell Norco,,
9380104,Mitera,3,3,69.37,11.66,56.92,43.8,Shell Norco,,
9380350,Sky,18,17,42.47,18.11,28.43,34.0,Apex Mt Airy,,
9380362,Citron,4,4,89.07,12.30,53.25,61.2,Marathon Garyville,,
9380374,Sea La Belle,1,1,22.58,15.62,42.03,52.4,Exxon Baton Rouge,,
9380386,Minerva Joanna,9,9,48.38,32.50,39.99,42.1,Apex Mt Airy,,
9380398,Minerva Antonia,7,7,42.20,25.96,27.41,33.6,Apex Mt Airy,,
9380506,Alpine Mathilde,1,1,90.87,5.30,26.27,21.5,Phillips 66 Alliance,,
9380520,Gran Couva,13,11,58.77,9.54,33.28,51.4,Convent Marine Terminal,,
9380532,Forres Park,14,14,51.37,13.44,29.90,41.8,Convent Marine Terminal,,
9380570,Style,1,1,41.50,9.80,31.93,38.4,Apex Mt Airy,,
9380582,Stone I,11,11,65.10,50.05,36.02,34.8,IMTT,,
9380594,Steel,4,3,53.42,28.66,28.77,41.3,KMI Harvey,,
9380673,Nippon Princess,3,3,29.79,9.34,41.52,53.8,Valero St Charles,,
9380740,Cap Theodora,1,1,13.60,36.77,45.95,47.7,Valero St Charles,,
9380752,Dubai Galactic,1,1,394.87,13.77,24.88,5.7,Zen-Noh,,
9380805,Ubc Santa Marta,6,5,103.61,8.76,41.69,32.1,ADM Destrehan,,
938080500,Ubc Santa Marta,14,13,159.34,32.62,85.91,30.5,ADM Destrehan,,
9380831,Minerva Julie,1,1,38.70,38.98,91.32,54.0,Exxon Baton Rouge,,
9380972,Easterly Lime Galaxy,4,4,43.95,60.16,64.53,46.1,IMTT,,
9381172,Shail Al Rayan,1,1,34.30,9.80,121.70,73.4,Reserve Buoys,,
9381184,Blue Ionian,1,1,78.85,9.03,73.75,45.6,Cargill Westwego,,
9381213,Coral Diamond,3,3,192.77,9.08,73.06,28.3,ADM Reserve,,
9381524,Pedhoulas Commander,3,3,252.14,9.35,62.46,21.5,Cenex Harvest States,,
9381562,Gulf Baynunah,2,2,57.04,33.03,44.91,33.9,Marathon Garyville,,
9381756,Velos Aquarius,2,2,34.42,11.21,39.58,46.4,Marathon Garyville,,
9381768,Atlantic Leo,7,7,26.74,18.11,50.94,55.3,Shell Norco,,
9381823,Gulf Jumeirah,3,3,66.94,6.79,43.79,39.3,Valero Meraux,,
9381835,Gulf Muttrah,2,2,27.94,11.12,65.92,65.5,Phillips 66 Alliance,,
9381847,Gulf Rastaq,2,2,20.19,7.62,45.29,64.8,Phillips 66 Alliance,,
9381861,Pirin,4,4,148.78,13.07,78.39,36.6,Copper Darrow Buoys,,
9381873,Stara Planina,1,1,180.83,8.18,49.85,20.9,Cargill Westwego,,
9382061,Argent Daisy,1,1,44.25,,,,,,
9382073,Starman,1,1,64.27,18.55,47.05,36.2,Exxon Baton Rouge,,
9382114,Vs Salome,1,1,122.90,9.17,39.35,23.0,IMTT,,
9382164,Kassos,1,1,28.07,,,,,,
9382695,Eny,1,1,164.50,11.50,120.02,40.5,ADM Destrehan,,
9382700,Seamuse,1,1,37.37,10.87,35.83,42.6,Valero St Charles,,
9382724,Orient Light,1,1,353.13,41.37,115.60,22.7,Cenex Harvest States,,
9382736,Erlyne,1,1,13.72,14.07,216.58,88.6,RAIN Chalmette,,
9382750,Minerva Gloria,8,7,59.19,13.00,51.11,45.1,Valero St Charles,,
9382762,Minerva Sophia,2,2,35.52,44.32,12.68,14.2,IMTT,,
9382798,Transsib Bridge,9,9,39.44,31.73,63.34,50.1,Exxon Baton Rouge,,
9382956,Selini,3,3,145.28,56.20,57.09,27.5,PBF Chalmette,,
9382968,Salamina,1,1,95.13,,,,,,
9382970,World Harmony,10,8,45.12,15.63,49.67,47.5,Valero St Charles,,
9382982,Chantal,3,3,99.01,17.92,38.03,19.9,Valero St Charles,,
9383247,Sealand Philadelphia,5,4,9.62,10.39,15.32,40.2,Nashville Ave,,
9383443,Barbarica,1,1,62.07,,,,,,
9383508,Vigor Sw,4,4,50.70,80.95,41.66,39.8,Nashville Ave,,
9383974,Atlantic Canyon,2,2,70.01,9.73,117.96,57.8,KMI Harvey,,
9384007,Grand Ace12,1,1,19.83,9.65,50.97,63.4,Shell Norco,,
9384019,Aris II,2,2,40.79,13.68,39.22,42.0,CFI Donaldsonville,,
9384021,Alexandros II,6,6,49.42,21.39,80.20,56.0,Shell Norco,,
9384033,Aristotelis II,6,6,44.01,14.63,52.05,49.3,Valero St Charles,,
9384162,Alessandro Dp,7,7,43.48,133.84,43.42,28.6,PCS Nitrogen,,
9384318,Pia,3,3,32.93,35.34,93.54,46.1,AGG,,
9384320,Bbc Manitoba,3,3,9.01,7.37,69.78,77.3,Nashville Ave,,
9384564,Red Sun,1,1,97.93,7.90,52.05,33.0,PBF Chalmette,,
9384916,Orient Angel,1,1,121.33,171.27,159.78,35.3,Perry Street,,
9384930,Ocean Belt,12,9,110.44,190.96,281.24,53.8,Laplace Buoys,,
9384980,Restinga,2,2,320.33,34.06,78.58,19.6,Bunge Destrehan,,
9385063,Irma S,4,4,105.38,10.03,46.08,28.1,Bunge Destrehan,,
9385075,Emerald Bay,8,8,81.06,35.58,70.51,43.2,Laplace Buoys,,
9385099,Iron Lady,6,6,152.05,24.98,165.12,54.3,Cenex Harvest States,,
9385142,Scf Don,1,1,42.45,,,,,,
9385154,Navi Moon,1,1,83.18,19.37,33.48,24.6,ADM AMA,,
9385166,Orient Hope,3,3,110.72,240.95,111.78,29.8,Louisiana Ave,,
9385192,Pinnacle Spirit,1,1,133.58,8.57,43.42,23.4,Valero St Charles,,
9385221,Annelisa,1,1,178.53,9.93,24.17,11.4,Cargill Reserve,,
9385491,Kashi Arrow,1,1,6.62,5.30,39.05,76.6,UBT Davant,,
9385831,Alcyone T,2,2,28.23,6.56,32.58,54.1,Phillips 66 Alliance,,
9386005,Seaspan Lima,5,4,9.82,10.54,13.03,37.9,Nashville Ave,,
9386249,Norstar Baltic,1,1,49.30,396.28,36.40,7.6,Americas Styrenics,,
9386392,Free State,5,5,163.62,14.28,35.27,19.8,Zen-Noh,,
9386407,Sea Bravery,5,5,84.73,9.02,92.66,68.1,AST Chalmette Buoys,,
9386536,Seadelta,4,4,161.56,41.12,41.66,22.6,Genesis Baton Rouge,,
9386861,Maetiga,3,3,43.01,11.08,41.84,46.0,CFI Donaldsonville,,
9386914,Mazowsze,12,11,119.25,12.08,52.65,34.6,Copper Darrow Buoys,,
9386926,Orawa,12,12,93.75,29.19,46.90,32.6,ADM Destrehan,,
9387138,Atlantic Mirage,5,5,79.23,8.88,40.73,49.9,PBF Chalmette,,
9387255,Eagle Sapporo,8,8,60.73,19.80,39.09,47.0,PBF Chalmette,,
9387279,Energy Progress,9,8,54.73,25.67,60.94,46.8,Exxon Baton Rouge,,
9387281,Energy Centaur,2,2,54.20,11.18,47.33,49.7,Marathon Garyville,,
9387334,Baltic Leopard,1,1,174.62,14.95,18.32,8.8,Zen-Noh,,
9387358,Baltic Cougar,1,1,15.62,368.72,84.70,18.1,ADM Destrehan Buoys,,
9387360,Baltic Jaguar,2,2,176.22,9.15,118.68,38.3,AST Meraux Buoys,,
9387580,Valle Bianca,5,5,26.48,10.79,40.58,53.5,Marathon Garyville,,
9387633,Ecomar G O,1,1,300.35,6.10,59.27,16.2,Cenex Harvest States,,
9387695,Falkanger,18,16,66.97,29.11,53.23,39.3,Cosmar Carville,,
9387700,Fauskanger,11,11,43.52,37.77,54.30,44.4,Cosmar Carville,,
9387712,Finnanger,9,8,46.44,65.27,55.64,37.0,Cosmar Carville,,
9387724,Fjellanger,10,10,45.80,33.47,43.84,40.4,Cosmar Carville,,
9387918,Adriatic Wave,6,6,58.77,8.26,60.84,55.8,Valero Meraux,,
9387920,Aegean Wave,1,1,13.20,8.35,72.27,77.0,IMTT,,
9387944,Alpine Melina,5,4,25.99,92.61,51.02,50.1,Shell Norco,,
9387970,Energy Centurion,2,1,59.47,16.30,119.85,61.3,Valero St Charles,,
9388003,Energy Patriot,8,8,59.96,12.84,54.32,45.9,Marathon Garyville,,
9388015,Energy Panther,3,3,117.26,24.06,68.43,31.9,Exxon Baton Rouge,,
9388027,Energy Puma,15,13,83.85,25.38,61.38,40.7,Exxon Baton Rouge,,
9388209,Iron Point,9,9,59.05,38.45,67.70,47.1,Phillips 66 Alliance,,
9388297,Selecao,6,5,118.22,49.24,48.72,34.7,IMTT,,
9388302,Bow Elm,10,9,56.43,55.82,44.65,31.2,Dow Missouri,,
9388314,Bow Lind,8,7,52.85,68.86,34.02,31.0,Dow Missouri,,
9388704,Sichem Eagle,1,1,87.18,131.30,47.25,17.8,Americas Styrenics,,
9388883,Bbc Texas,2,2,23.35,7.60,19.38,52.8,AST Chalmette Slip,,
9388895,Fanfare,8,7,17.92,23.11,52.47,64.5,7th Street,,
9388900,Lisa Auerbach,10,10,34.09,8.03,58.54,59.4,AST Chalmette Slip,,
9388912,Leanne Auerbach,2,2,58.40,7.18,68.37,74.8,AST Chalmette Slip,,
9389071,Scorpio,3,3,35.78,13.14,31.60,40.3,Valero St Charles,,
9389083,Agrari,2,2,134.45,9.98,53.93,23.7,Valero St Charles,,
9389095,Mindoro,1,1,41.67,22.25,25.50,28.5,IMTT,,
9389100,Myrtos,1,1,14.08,9.85,22.08,48.0,Valero St Charles,,
9389112,Fanoula,1,1,212.03,13.65,48.48,17.7,Zen-Noh,,
9389124,Lara,3,3,168.09,44.97,121.01,49.2,Waggaman Buoys,,
9389215,Anasa,1,1,447.32,5.35,82.10,15.4,Cenex Harvest States,,
9389227,Lady Giovi,2,2,81.83,99.20,142.43,45.4,PCS Nitrogen,,
9389239,Medi Salerno,5,5,128.50,18.14,55.47,28.4,Zen-Noh,,
9389289,T Jungfrau,2,2,43.28,11.15,51.28,50.2,Valero Meraux,,
9389318,Cartagena,6,6,57.81,28.97,37.75,36.8,Phillips 66 Alliance,,
9389497,Hans Maersk,1,1,18.93,7.28,53.03,66.9,Buckeye Marrero,,
9389502,Bunga Alamanda,1,1,17.10,14.57,72.23,69.5,Cosmar Carville,,
9389514,Helene Maersk,1,1,36.25,6.75,131.18,75.3,KMI Harvey,,
9389813,Golden Opportunity,1,1,10.12,80.75,165.93,64.6,Copper Dockside Buoys,,
9389837,Seaways Guayaquil,4,3,187.84,8.28,43.67,24.9,Valero St Charles,,
9389849,Posillipo,2,2,60.54,12.48,56.63,44.4,Exxon Baton Rouge,,
9389930,African Queen,4,4,134.41,13.50,104.30,46.8,Copper Darrow Buoys,,
9390173,Ellie Lady,2,1,10.20,36.05,68.73,59.8,Genesis Baton Rouge,,
9390329,Lillo Swan,1,1,102.58,162.25,61.55,18.9,Exxon Baton Rouge,,
9390587,Phoenix Hope,2,2,88.30,9.48,53.11,35.2,Marathon Garyville,,
9390628,Dilong Spirit,3,3,58.63,61.01,41.41,34.5,Valero St Charles,,
9390692,Socrates,2,2,27.02,13.93,45.18,52.4,IMTT,,
9390769,Torm Lene,3,3,54.36,8.01,40.12,41.8,Phillips 66 Alliance,,
9390927,Kerala,6,5,130.31,15.65,58.20,31.6,Valero St Charles,,
9391282,Kriti Ruby,1,1,77.53,,,,,,
9391361,Parsifal II,2,2,23.29,6.75,46.43,62.4,IMTT,,
9391373,Conti Benguela,1,1,23.32,11.13,28.05,44.9,Apex Mt Airy,,
9391397,Conti Greenland,1,1,21.77,10.88,32.27,49.7,Valero St Charles,,
9391426,Alpine Mia,2,1,64.02,,,,Marathon Garyville,,
9391440,Nord Minute,3,3,43.55,40.46,58.54,39.0,Marathon Garyville,,
9391476,Stena Penguin,11,10,37.12,18.73,64.39,55.1,IMTT,,
9391488,Valle Azzurra,6,6,57.16,22.48,37.05,41.2,Marathon Garyville,,
9391490,Valverde,8,8,97.53,40.83,59.75,33.8,Marathon Garyville,,
9391505,Valrossa,6,6,43.86,19.93,40.44,45.0,Marathon Garyville,,
9391517,Ocean Princess I,7,7,52.19,43.12,42.09,36.3,CFI Donaldsonville,,
9391529,Ocean Breeze,6,6,34.82,56.10,52.48,38.1,AST Globalplex,,
9391531,Pvt Solana,1,1,13.03,10.48,53.83,69.6,Shell Norco,,
9391828,Ssi Magnificent,1,1,52.73,144.07,0.13,0.1,ADM Destrehan Buoys,,
9391971,Kavala,3,2,81.30,13.47,138.83,73.6,Zen-Noh,,
9391983,Stolt Aguila,5,4,19.57,11.61,29.07,49.0,IMTT,,
9391995,Stolt Flamenco,6,6,51.06,13.11,38.10,35.4,IMTT,,
9392078,Dino,5,5,102.66,8.52,101.53,54.2,Zen-Noh,,
9392080,Inuyama,1,1,28.92,22.58,61.33,54.4,AST Arabi Dolphins,,
9392092,Waal Confidence,4,4,207.08,9.68,49.13,30.7,Cenex Harvest States,,
9392119,Meloi,13,12,145.54,27.11,69.22,40.4,ARTCO 110-111 Buoys,,
9392236,Epic Manhattan,35,34,104.64,5.50,41.08,37.8,Phillips 66 Alliance,,
9392250,Bwek Mauritius,1,1,175.25,,,,,,
9392327,Caroni Plain,8,8,44.44,29.15,59.49,44.9,IMTT,,
9392389,Celsius Rome,4,4,54.99,10.93,39.78,44.7,Marathon Garyville,,
9392391,Jose Progress,1,1,53.40,11.25,42.35,39.6,Plains St James,,
9392420,Navios Prosperity,1,1,405.05,8.83,214.57,34.1,Cargill Westwego,,
9392432,Seaduty,3,3,207.77,11.67,113.68,33.1,Bunge Destrehan,,
9392456,Seajourney,1,1,45.40,350.75,217.38,35.4,Copper Dockside Buoys,,
9392468,Torm Lotte,5,5,40.88,9.12,95.63,62.7,Marathon Garyville,,
9392470,Torm Lilly,5,5,82.21,21.56,56.72,38.8,Exxon Baton Rouge,,
9392482,Torm Louise,6,6,64.14,22.95,65.88,50.8,PBF Chalmette,,
9392779,Atlantic Polaris,5,4,43.13,5.97,90.93,80.6,IMTT,,
9392781,Atlantic Pisces,3,3,16.46,20.01,45.41,55.6,Phillips 66 Alliance,,
9392793,Nord Magic,4,4,36.16,24.43,58.30,51.1,Valero St Charles,,
9392808,Alpine Mystery,2,2,73.58,13.49,43.28,32.8,Marathon Garyville,,
9392810,Moonlight Serenade,1,1,25.97,435.60,114.82,19.9,Nashville Ave,,
9392822,Berica,4,4,85.08,10.95,44.74,55.9,Genesis Baton Rouge,,
9393010,Bow Agathe,2,2,355.80,8.38,103.22,30.8,IMTT,,
9393022,Msc Shay,1,1,10.10,8.17,23.62,56.4,Nashville Ave,,
9393084,Bw Thames,1,1,43.80,10.50,44.78,45.2,Marathon Garyville,,
9393096,Hafnia Yangtze,3,3,100.47,113.57,40.07,35.1,MPLX Garyville,,
9393101,Hafnia Zambesi,3,3,78.90,41.20,55.99,36.3,IMTT,,
9393149,Blacky,2,2,93.50,6.67,89.68,85.2,AST Chalmette Buoys,,
9393151,Brant,4,4,116.75,10.88,118.88,40.4,RAIN Chalmette,,
9393163,Tufty,4,4,126.79,9.45,101.32,51.0,Copper Darrow Buoys,,
9393321,Msc Elaine,1,0,,,,,Napoleon Ave,,
9393448,Miedwie,2,2,54.35,8.82,38.13,47.6,ADM Destrehan,,
9393462,Resko,1,1,9.58,480.23,62.68,11.3,Copper Dockside Buoys,,
9393474,Wicko,4,4,156.58,198.34,62.26,16.7,ADM Destrehan,,
9393539,Seaboard Valparaiso,8,6,37.07,7.34,45.89,56.5,Nashville Ave,,
9393541,Aal Gladstone,4,3,43.47,52.67,73.78,54.9,AST Chalmette Slip,,
9393553,Aal Genoa,6,6,11.22,9.37,47.33,50.9,Nashville Ave,,
9393565,Pacific Action,10,9,62.60,12.06,67.42,61.2,Cargill Reserve,,
9393577,Seaboard Peru,9,9,37.01,9.97,65.22,63.8,Nashville Ave,,
9393589,Seaboard America,4,4,10.28,8.12,44.17,66.9,Nashville Ave,,
9393620,Sunrise,10,10,69.94,58.77,87.19,55.9,7th Street,,
9393632,Sunshine,11,11,98.36,39.78,111.02,55.3,AST Arabi Dolphins,,
9393981,Rolldock Sun,3,3,77.45,8.53,129.44,75.5,Zito HPL Buoys,,
9394727,Asphalt Spring,3,3,45.02,7.73,40.14,45.9,Blackwater Harvey,,
9394753,Manousos P,1,0,,,,,Cargill Reserve,,
9394765,Yiannis B,1,1,545.38,251.42,101.45,11.3,AST St James Buoys,,
9394909,Emmanuel C,1,1,51.18,7.75,164.45,73.6,110 Buoys,,
9394935,Everglades,4,4,52.02,32.29,28.69,30.8,Genesis Baton Rouge,,
9394947,Seaways Yellowstone,2,2,23.73,14.02,48.87,56.8,IMTT,,
9394959,Seaways Yosemite,2,1,21.48,15.87,41.72,52.8,Port of Baton Rouge,,
9395032,Warnow Whale,1,1,9.45,7.25,13.37,44.5,Nashville Ave,,
9395111,As Fiorella,5,5,17.00,9.62,14.79,35.0,Nashville Ave,,
9395123,Arsos,1,1,35.32,,,,,,
9395214,Syros Trader,1,1,62.02,,,,,,
9395226,Regal,1,1,124.95,13.42,26.25,15.9,Zen-Noh,,
9395329,Botafogo,2,2,41.89,10.92,71.42,57.8,PBF Chalmette,,
9395331,Corossol,3,3,105.39,257.97,26.77,21.2,IMTT,,
9395379,Koro Sea,3,3,108.60,11.48,46.32,29.5,Plains St James,,
9395525,Malleco,3,3,10.78,8.04,19.01,50.1,Nashville Ave,,
9396127,Star Kirkenes,1,1,235.95,,,,,,
9396141,Star Kinn,1,1,78.62,,,,,,
9396153,Star Kvarven,1,1,187.67,,,,,,
9396206,Yasa Unsal Sunar,3,3,185.13,22.70,19.35,32.5,Convent Marine Terminal,,
9396218,Yasa Ilhan,3,3,232.98,45.24,25.62,4.8,Cargill Reserve,,
9396323,Histria Giada,1,1,57.08,,,,,,
9396385,Ars Et Labor,1,1,15.75,10.87,34.45,56.4,Valero St Charles,,
9396488,Lara,3,3,47.72,33.84,36.88,30.4,Phillips 66 Alliance,,
9396660,Clio,2,2,72.88,45.10,78.81,47.0,IMTT,,
9396672,Pike,2,2,84.28,7.67,42.67,73.1,Valero Meraux,,
9396713,Aquadisiac,4,4,37.73,11.26,53.22,55.0,Marathon Garyville,,
9396737,Isola Bianca,2,2,8.97,12.47,76.27,78.0,Phillips 66 Alliance,,
9396749,Elandra Blu,1,1,26.08,6.10,30.30,48.5,Phillips 66 Alliance,,
9396751,Elandra Corallo,6,6,64.24,10.56,42.23,43.6,Marathon Garyville,,
9396763,Pyxis Malou,3,3,47.67,9.24,62.09,51.2,Marathon Garyville,,
9396775,Sunny Isles,6,6,41.09,25.57,51.08,39.9,Exxon Baton Rouge,,
9396787,Isola Celeste,3,1,11.65,8.50,71.80,78.1,IMTT,,
9396799,Sunny Bay,6,6,31.53,15.00,49.15,53.8,Exxon Baton Rouge,,
9397042,Sichem Beijing,6,6,68.60,22.46,37.03,31.9,Shintech,,
9397236,Agia Triada,2,2,151.63,179.87,0.12,0.0,AST Meraux Buoys,,
9397248,Hake,2,2,110.54,96.55,92.75,46.2,Nashville Ave,,
9397456,Hellas Explorer,3,3,54.51,19.47,77.41,49.9,Exxon Baton Rouge,,
9397468,Hellas Enterprise,1,1,32.55,17.05,47.07,48.7,Exxon Baton Rouge,,
9397511,Lysias,4,4,49.59,10.36,44.07,43.0,Valero St Charles,,
9397535,Scf Irtysh,2,1,96.08,25.08,57.72,32.3,Phillips 66 Alliance,,
9397547,Scf Anadyr,1,1,35.97,5.12,41.57,50.3,Phillips 66 Alliance,,
9397559,Scf Angara,1,1,82.53,35.15,56.07,32.3,Exxon Baton Rouge,,
9397755,Yang Ning Hu,1,1,148.05,263.38,40.57,9.0,Valero St Charles,,
9397781,Galissas,1,1,8.35,22.85,59.55,65.6,Phillips 66 Alliance,,
9397793,Shanghai Dawn,9,9,99.70,40.05,53.52,30.1,Valero St Charles,,
9397808,Ningbo Dawn,12,11,69.01,37.18,45.95,41.7,PBF Chalmette,,
9397834,Alam Manis,1,1,271.13,5.53,72.92,20.9,Cenex Harvest States,,
9397858,Orange River,2,2,93.32,5.95,70.57,54.5,UBT Davant,,
9398216,Msc Antonia,5,5,34.09,8.00,20.43,53.4,Nashville Ave,,
9398228,Msc Noa,1,1,10.15,7.77,15.92,47.0,Nashville Ave,,
9398230,Astrid Schulte,6,5,10.06,30.06,24.68,50.6,Nashville Ave,,
9398254,Anton Schulte,4,4,10.45,7.29,23.64,56.5,Nashville Ave,,
9398474,Gulf Reliance,8,8,31.68,66.66,41.62,39.6,MPLX Mt Airy,,
9398656,Dimitris A,1,1,515.97,9.97,163.85,23.8,Cargill Westwego,,
9398668,Ellina,2,2,107.95,698.99,56.22,13.1,ABT Burnside,,
9398723,Paramount Hanover,10,9,86.14,19.63,43.01,54.5,Valero St Charles,,
9398747,Premiership,1,1,53.08,5.63,84.28,58.9,UBT Davant,,
9398981,Prabhu Shakti,1,1,83.18,11.70,57.70,37.8,ADM Reserve,,
9399088,Ru Meng Ling,2,2,210.64,11.18,98.88,33.7,Cargill Reserve,,
9399090,Bw Einkorn,3,3,121.37,236.92,160.24,54.5,AST St James Buoys,,
9399105,Star Sky,6,6,129.95,65.58,95.66,41.3,AST St James Buoys,,
9399129,Onego Deusto,19,19,34.50,67.76,75.25,46.0,Louisiana Ave,,
9399260,Ncc Noor,4,4,68.93,14.68,28.30,36.5,Shintech,,
9399272,Ncc Huda,2,2,44.53,101.68,51.09,32.2,IMTT,,
9399349,Bunga Angsana,1,1,9.57,164.85,58.57,25.1,KMI Harvey,,
9399351,Henry Maersk,2,1,121.63,6.92,122.25,48.7,KMI Harvey,,
9399363,Hulda Maersk,2,1,34.22,8.37,22.78,34.9,KMI Harvey,,
9399478,Vail Spirit,1,1,243.32,,,,,,
9399507,Maran Plato,1,1,223.35,11.48,29.37,11.1,MPLX Garyville,,
9399557,Panamax Ostria,1,1,138.57,12.30,119.62,44.2,AST St James Buoys,,
9399612,Etc Nefertari,3,3,42.76,10.74,37.33,53.8,Marathon Garyville,,
9399765,Msc Passion III,1,1,9.78,7.45,17.20,50.0,Nashville Ave,,
9399882,Lefkara,7,7,47.40,17.89,51.15,53.8,PBF Chalmette,,
9399894,Gerakas,6,5,36.48,8.97,53.67,52.9,Phillips 66 Alliance,,
9399909,Omodos,4,4,41.88,13.28,63.85,57.8,IMTT,,
9399911,Plover Pacific,4,4,45.64,11.11,49.58,49.1,CFI Donaldsonville,,
9399923,Nave Equator,3,3,59.66,9.55,54.57,54.1,Shell Norco,,
9399935,Nave Orbit,1,1,116.17,5.87,44.12,26.6,Phillips 66 Alliance,,
9400083,Maipo,12,12,17.60,8.40,24.05,52.6,Nashville Ave,,
9400356,Alsia Swan,2,2,103.32,9.50,32.22,34.7,IMTT,,
9400370,Chembulk Jakarta,1,1,11.57,9.48,38.05,64.4,IMTT,,
9400394,Bow Tone,9,8,46.13,95.64,33.78,30.2,Stolthaven,,
9400409,Jbu Opal,6,5,72.15,45.53,51.12,39.2,IMTT,,
9400801,Jal Sasvata,2,2,82.30,10.12,47.40,40.0,Aramco Convent,,
9400849,Jal Anant,3,3,82.58,10.61,55.83,40.1,Shell Norco,,
9400875,Merry Marie,3,3,98.69,7.12,112.30,87.1,Louisiana Ave,,
9400904,Bald Eagle,4,3,101.99,7.64,46.22,29.5,Nashville Ave,,
9400928,Inoi,1,0,,,,,MGMT,,
9400930,Cool Breeze,1,1,200.48,,,,,,
9400954,Kohinoor,7,7,51.25,57.52,87.30,53.3,AST Meraux Buoys,,
9400980,Oracle,1,1,16.53,6.98,37.53,61.5,PBF Chalmette,,
9401099,Cma Cgm Moliere,18,17,17.65,9.80,18.63,48.1,Nashville Ave,,
9401128,Verige,1,1,44.30,13.08,47.95,45.5,CFI Donaldsonville,,
9401221,Cape Taft,8,7,135.28,19.54,48.58,34.2,Valero St Charles,,
9401233,Palawan Star,4,4,286.76,35.49,54.93,21.4,Valero St Charles,,
9401271,Crete I,2,2,10.16,7.84,38.05,62.4,Nashville Ave,,
9401312,Samus Swan,2,2,28.07,186.25,51.16,18.8,IMTT,,
9401477,Star Danai,1,0,,,,,Dreyfuss,,
9401506,Nikomarin,1,1,334.70,6.47,49.98,12.8,Cenex Harvest States,,
9401829,Ocean Pearl,6,6,35.87,12.22,97.63,62.5,AST Globalplex,,
9401831,Bright Hero,5,5,66.10,37.48,62.17,41.4,Copper Darrow Buoys,,
9401843,Sea Falcon,2,2,29.25,160.94,28.35,28.2,ADM Destrehan Buoys,,
9401855,Zebra Wind,3,2,40.61,8.00,299.37,92.9,AGG,,
9401867,Orchid Island,7,7,118.89,113.21,58.18,22.1,Cargill Reserve,,
9401879,Tawa Arrow,1,1,112.87,,,,,,
9401910,Yannis,3,3,58.06,9.32,87.19,56.1,Copper Dockside Buoys,,
9401934,St Andrew,1,1,112.20,496.90,58.57,8.8,AST St James Buoys,,
9401946,Ssi Erdogan Bey,3,3,91.42,11.12,38.28,35.3,Convent Marine Terminal,,
9401960,Astraea Sb,2,2,353.26,,,,,,
9401972,Bonas,3,3,52.46,88.08,16.27,25.8,Cargill Reserve,,
9401984,Lake Pearl,4,4,51.96,12.60,71.77,53.3,Convent Marine Terminal,,
9402017,Zennoh Grain Pegasus,21,21,134.33,22.45,52.30,31.0,Zen-Noh,,
9402031,Thorco Delta,3,3,46.88,42.78,43.80,52.1,Louisiana Ave,,
9402043,Matilda,1,1,8.95,7.40,32.42,66.5,AST Chalmette Slip,,
9402055,Bbc California,1,1,13.67,10.68,62.63,72.0,RAIN Chalmette,,
9402067,Bbc Fortune,3,2,49.29,149.60,65.87,29.2,AST Chalmette Slip,,
9402079,Ual Fortitude,3,2,13.47,16.64,23.32,43.6,Nashville Ave,,
9402093,Sedna Desgagnes,4,4,16.92,24.55,48.71,56.3,AST Chalmette Slip,,
9402110,Straits Breeze,1,1,9.92,51.00,163.13,72.8,Louisiana Ave,,
9402122,Sunset,4,4,125.32,16.46,78.49,43.0,Drax Biomass,,
9402213,Velos Emerald,1,1,52.15,13.35,51.37,44.0,MPLX Mt Airy,,
9402225,Raysut,3,2,114.05,88.88,42.74,27.8,Valero St Charles,,
9402237,Hong Kong Dawn,9,9,76.59,68.58,62.46,36.2,Valero St Charles,,
9402249,China Dawn,11,11,69.70,76.47,58.82,36.9,Plains St James,,
9402263,Seliger,2,1,164.15,,,,Valero St Charles,,
9402299,Alpha Unity,1,1,29.85,7.40,90.93,70.9,UBT Davant,,
9402471,Fulmar,3,3,127.08,8.82,46.39,35.0,Valero St Charles,,
9402483,Dubai Glamour,6,5,48.34,19.84,42.90,41.0,Plains St James,,
9402495,Dubai Charm,3,2,9.67,43.08,47.29,50.0,PBF Chalmette,,
9402586,Gaschem Adriatic,2,2,132.78,,,,,,
9402770,Ipanema Street,10,9,61.11,27.62,47.31,43.4,Exxon Baton Rouge,,
9402782,Pacific Beryl,4,3,24.33,46.04,23.10,29.4,Exxon Baton Rouge,,
9402794,Uacc Mirdif,5,4,65.30,52.08,36.35,26.0,Shell Norco,,
9402809,Unique Developer,4,4,81.37,10.83,56.47,50.8,Valero Meraux,,
9402938,Vela Star,1,1,172.23,12.33,44.62,19.5,ADM AMA,,
9402940,Pantera Rosa,3,3,123.14,11.24,77.09,43.9,Nucor Steel,,
