IMO,VesselName,TotalVoyages,CompleteVoyages,AvgInboundDurationHours,AvgOutboundDurationHours,AvgPortDurationHours,AvgVesselUtilizationPct,MostFrequentDischargeTerminal,TotalCargoEstimateTonnes,AvgCargoPerVoyageTonnes
9402952,Nian Nu Jiao,3,3,192.84,16.87,37.52,11.9,Zen-Noh,,
9403023,Thor Confidence,3,3,93.34,10.16,93.32,48.2,AST St James Buoys,,
9403035,Atlantic Tulum,21,21,146.18,19.62,64.62,33.3,ADM Destrehan,,
9403059,African Sanderling,6,5,52.38,83.59,65.34,39.4,Cargill Reserve,,
9403073,Leon Oetker,3,3,154.39,7.83,201.92,60.9,AST Meraux Buoys,,
9403085,Globe Cleopatra,3,2,85.63,,,,,,
9403097,Nord Explorer,1,1,327.00,9.10,74.55,18.2,Bunge Destrehan,,
9403102,Navios Vega,1,1,227.03,17.93,188.13,43.4,Dreyfuss,,
9403114,Iris Express,3,3,217.40,10.97,90.57,45.6,ARTCO 110-111 Buoys,,
9403126,Globe Trinco,2,2,195.42,373.77,312.14,31.2,Cenex Harvest States,,
9403138,New Pride,3,2,26.63,50.21,84.62,51.5,Nashville Ave,,
9403140,Thor Chaiyo,9,9,147.63,142.12,100.70,34.0,UBT Davant,,
9403152,Atherina,1,1,65.27,11.53,68.92,47.3,Cargill Reserve,,
9403164,Medi Segesta,2,2,54.22,12.34,114.46,62.3,Reserve Buoys,,
9403176,Carmencita,3,3,33.98,175.30,96.06,49.3,Cenex Harvest States,,
9403188,Globe Pegasus,1,1,21.30,6.02,56.28,67.3,UBT Davant,,
9403190,Densa Dolphin,1,1,12.55,91.92,93.93,47.3,ADM Destrehan Buoys,,
9403205,Vienna,2,2,40.75,143.80,200.62,64.2,AST St James Buoys,,
9403255,Aloni,2,2,91.07,90.73,67.53,27.8,AST St James Buoys,,
9403310,Pis Paragon,7,7,86.81,31.48,49.55,37.0,Exxon Baton Rouge,,
9403322,Marine Express,5,5,28.62,10.56,47.17,54.9,Shell Norco,,
9403334,Queen Express,3,3,55.71,21.43,76.97,55.3,Exxon Baton Rouge,,
9403346,High Force,1,1,30.33,9.28,51.63,56.6,Shell Norco,,
9403475,Nordsymphony,9,7,93.83,10.22,65.59,51.1,Valero St Charles,,
9403621,Apl Norway,3,3,11.15,7.91,23.38,54.6,Nashville Ave,,
9403786,Bow Gallant,2,2,24.83,8.31,29.72,47.1,Shell Norco,,
9403891,Tasing Swan,1,1,10.67,35.53,24.75,34.9,KMI Harvey,,
9404223,Horizon Ekavi,2,2,62.55,18.90,63.64,44.1,Marathon Garyville,,
9404429,Rodina,2,1,10.70,7.80,152.97,89.2,ADM Destrehan Buoys,,
9404431,Bulgaria,5,4,57.92,90.51,109.33,52.9,MGMT,,
9404443,Vil Atlantic,8,8,84.27,9.91,60.78,48.4,Cooper Dockside Buoys,,
9404455,Clipper Copenhagen,1,1,400.17,,,,,,
9404716,Rolldock Sky,1,1,8.47,7.35,186.55,92.2,Louisiana Ave,,
9404765,Aom Sophie,1,1,7.45,5.87,70.83,84.2,UBT Davant,,
9404766,Santa Sophia,1,1,44.03,14.97,45.33,43.5,Convent Marine Terminal,,
9404780,Navigator Gemini,1,1,146.05,,,,,,
9404807,Navigator Taurus,1,1,10.80,8.97,64.30,76.5,Cornerstone Chemical,,
9404833,Summit Spirit,1,0,,,,,Valero St Charles,,
9404845,Zenith Spirit,1,0,,,,,Valero St Charles,,
9404900,Sichem Montreal,1,1,11.42,9.42,25.67,55.2,IMTT,,
9404936,Afra Mare,3,2,20.62,10.57,49.88,62.1,Valero St Charles,,
9405019,Jade,6,6,127.96,9.91,122.90,50.8,AST Arabi Dolphins,,
9405320,Selasse,4,4,55.78,21.93,76.36,43.2,IMTT,,
9405423,Serenea,3,3,232.68,9.06,42.99,44.9,Valero St Charles,,
9405485,Poseidon S,5,5,422.11,40.51,91.13,32.2,Nashville Ave,,
9405538,Kinaros,14,13,57.67,15.78,54.10,48.9,IMTT,,
9405540,Kimolos,11,11,72.62,11.64,53.36,43.9,IMTT,,
9405552,Kastos,19,16,48.23,41.76,59.08,44.8,IMTT,,
9405564,Fourni,8,8,411.69,43.22,50.89,35.1,IMTT,,
9405899,Mersini,7,7,69.81,11.08,52.62,52.2,Marathon Garyville,,
9405904,Klara,5,5,42.31,26.11,44.37,42.2,Exxon Baton Rouge,,
9405928,Pine Express,2,2,103.11,7.72,42.72,38.2,IMTT,,
9406001,Gem,1,0,,,,,Valero St Charles,,
9406025,Clipper Triumph,4,4,126.46,8.85,51.08,31.9,Cargill Reserve,,
9406037,Seastar Titan,2,2,82.88,7.53,37.17,31.8,Bunge Destrehan,,
9406051,Seastar Tradition,1,1,6.97,218.18,30.50,11.9,Cooper Dockside Buoys,,
9406063,Lilly Bolten,2,2,101.81,79.91,42.79,45.1,Bunge Destrehan,,
9406075,Clipper Talent,3,3,115.54,8.71,53.47,37.2,ADM Destrehan,,
9406087,Cs Caroline,2,2,212.29,5.60,23.86,11.1,Cenex Harvest States,,
9406099,Clipper Tarpon,6,6,86.27,9.35,71.46,49.2,ADM Destrehan,,
9406104,Cs Caprice,5,4,163.17,17.30,37.62,27.5,Zen-Noh,,
9406116,Seastar Trojan,2,2,209.84,5.82,35.27,20.3,Cenex Harvest States,,
9406128,Cs Crystal,1,1,223.58,,,,,,
9406611,Cma Cgm Musset,15,15,16.76,7.88,23.69,52.9,Nashville Ave,,
9406623,Cma Cgm Nerval,17,17,20.61,7.44,21.38,51.4,Nashville Ave,,
9406635,Cma Cgm Rabelais,2,1,10.03,7.00,27.85,62.0,Nashville Ave,,
9406673,Delta Hellas,1,1,326.83,8.93,61.67,15.5,Valero St Charles,,
9406714,Susana S,3,3,66.68,25.02,22.19,22.0,KMI Harvey,,
9406726,Straum,4,3,111.13,12.67,33.38,47.0,Cosmar Carville,,
9406805,An Ping,1,1,117.82,9.52,154.25,54.8,ARTCO 110-111 Buoys,,
9406922,Pacific Trader,1,1,9.80,6.68,14.78,47.3,Nashville Ave,,
9407067,Gwen,6,6,27.58,19.03,48.11,47.2,IMTT,,
9407093,Chem Mia,11,9,67.46,71.49,40.24,27.7,IMTT,,
9407146,Altamira Express,2,2,11.09,7.55,23.09,54.6,Nashville Ave,,
9407158,Mol Emissary,2,2,12.29,7.44,24.02,54.8,Nashville Ave,,
9407160,Seaspan Empire,9,9,20.77,7.66,20.31,51.8,Nashville Ave,,
9407201,Oriental Marguerite,2,2,46.77,13.02,34.80,39.3,Marathon Garyville,,
9407251,Cape Taura,10,9,41.08,12.24,36.63,50.5,PBF Chalmette,,
9407263,Cape Tempest,6,6,122.98,24.07,45.10,35.4,IMTT,,
9407275,Nordic Basel,3,2,119.37,10.40,68.32,46.7,Valero St Charles,,
9407287,Nordic Bern,9,8,90.16,9.94,51.14,43.4,IMTT,,
9407330,Navigator Phoenix,1,1,18.63,41.82,23.05,27.6,Dow Plaquemine,,
940735400,Horizon Armonia,1,1,40.97,14.12,47.23,46.2,CFI Donaldsonville,,
9407366,Horizon Aphrodite,3,2,77.58,12.36,84.77,57.2,Exxon Baton Rouge,,
9407378,Horizon Athena,2,2,115.78,12.07,69.10,43.7,CFI Donaldsonville,,
9407380,Horizon Thetis,4,4,24.38,27.93,54.95,51.6,Marathon Garyville,,
9407392,Horizon Theano,3,3,33.88,33.05,26.36,23.2,Shell Norco,,
9407407,Horizon Theoni,2,2,63.03,10.86,46.33,46.4,Marathon Garyville,,
9407457,Matilda,5,4,65.90,12.35,52.12,45.8,Valero St Charles,,
9407471,Annaelisabeth,1,1,20.48,8.70,205.37,87.6,Vulcan St Rose,,
9407483,Oreo,2,2,142.03,7.48,83.93,39.3,UBT Davant,,
9407500,Annabarbara,1,1,10.38,24.18,100.05,74.3,AST Meraux Buoys,,
9407512,Eleen Sofia,2,2,170.73,30.10,77.90,24.9,AST Arabi Dolphins,,
9407524,Pps Luck,1,1,17.27,16.45,52.15,60.7,ADM AMA,,
9407574,Bbc Eagle,3,3,10.62,6.99,30.49,59.6,AST Chalmette Slip,,
9407586,Bbc Kimberley,6,6,67.21,16.98,27.73,51.5,AST Chalmette Slip,,
9407598,Bbc Edge,4,4,12.28,6.71,66.48,76.0,AST Chalmette Slip,,
9407603,Bbc Echo,3,3,70.52,7.30,63.25,65.6,AST Chalmette Slip,,
9407859,Xin An Ning,5,4,94.02,18.04,61.23,43.1,Cargill Reserve,,
9407861,An Chang,5,5,64.70,24.50,68.15,45.6,IMT Coal,,
9407873,An Yuan,5,4,180.11,9.65,83.89,35.0,ADM AMA,,
9408073,Baker Spirit,1,1,125.45,,,,,,
9408205,Front Njord,1,1,206.02,,,,,,
9408310,Sea Voyager,5,5,80.67,70.64,46.05,26.6,Marathon Garyville,,
9408322,Tarbet Spirit,4,3,14.04,49.53,31.97,44.9,IMTT,,
9408530,Southport,4,4,85.38,173.83,37.25,33.3,Valero St Charles,,
9408554,Pacific Sky,2,2,12.37,37.42,42.33,46.9,NuStar St James,,
9408683,Advantage Solar,1,1,52.72,176.23,26.40,10.3,Plains St James,,
9408762,Seavoyager,5,5,155.71,14.94,45.01,33.4,Plains St James,,
9408774,Bomar Resolute,17,17,10.88,9.47,19.05,48.8,Nashville Ave,,
9408798,Celsius Mexico,14,13,28.96,108.25,34.29,31.5,IMTT,,
9408803,Celsius Malaga,9,9,42.16,62.16,31.35,29.5,IMTT,,
9409077,Epic,1,1,13.83,9.60,352.07,93.8,Laplace Buoys,,
9409132,Charisma,6,6,122.62,30.08,58.91,37.2,Cargill Reserve,,
9409168,Marycam Swan,1,1,26.47,12.43,28.25,42.1,CFI Donaldsonville,,
9409170,Cma Cgm Corneille,1,1,11.03,7.18,17.80,49.4,Nashville Ave,,
9409194,Cma Cgm Lamartine,24,23,16.91,8.02,23.58,55.1,Nashville Ave,,
9409209,Cma Cgm Maupassant,16,15,20.14,7.67,23.27,51.3,Nashville Ave,,
9409259,Free Spirit,1,1,98.07,8.55,25.37,19.2,Valero St Charles,,
9409467,Bowfin,1,1,245.67,10.60,76.98,23.1,Valero St Charles,,
9409479,Spottail,2,2,68.03,19.09,56.16,40.3,Valero St Charles,,
9409510,Songa Challenge,1,1,25.22,105.92,26.93,17.0,IMTT,,
9409522,Songa Peace,6,6,35.51,122.75,37.28,28.0,IMTT,,
9409534,Elar Trader,6,5,233.38,32.20,80.62,36.3,Copper Darrow Buoys,,
9409584,Ikan Jerung,1,1,196.48,5.33,30.02,12.9,Cenex Harvest States,,
9409742,Barnacle,5,5,153.88,39.05,70.18,38.1,ADM Destrehan,,
9410002,Avenca,5,5,36.88,21.39,40.36,48.0,KMI Harvey,,
9410014,Seaways Oak,5,5,84.44,11.03,46.27,44.9,Valero St Charles,,
9410131,Nilufer Sultan,1,1,75.28,1451.67,82.52,5.1,Stolthaven,,
9410179,Minerva Pisces,1,1,40.00,11.92,55.13,51.5,Marathon Garyville,,
9410260,As Samanta,16,14,9.55,8.77,17.17,47.7,Nashville Ave,,
9410533,Med Atlantic,2,2,145.51,33.61,63.94,27.8,Americas Styrenics,,
9410600,Belle Rose,1,1,71.52,5.82,51.15,39.8,UBT Davant,,
9410648,Sigma Integrity,1,1,49.73,13.20,45.75,42.1,Plains St James,,
9410650,Sigma Triumph,9,9,116.30,9.58,38.48,32.6,PBF Chalmette,,
9410882,Kalahari,5,5,41.09,13.63,41.87,48.4,NuStar St James,,
9410909,Minerva Zen,9,8,40.11,24.56,45.66,43.6,Exxon Baton Rouge,,
9410911,Sunny Horizon,3,3,20.97,8.16,60.81,67.0,PBF Chalmette,,
9411185,Ise Princess,6,5,67.84,17.25,51.02,43.8,Genesis Baton Rouge,,
9411197,Asahi Princess,1,1,90.85,10.88,44.47,30.4,Valero St Charles,,
9411290,Team Calypso,4,2,11.65,104.44,62.77,37.7,IMTT,,
9411305,Corrido,5,5,47.11,69.83,46.80,36.9,Marathon Garyville,,
9411329,Ncc Safa,2,2,45.97,12.55,69.13,54.2,Cosmar Carville,,
9411343,Yannis P,3,3,56.67,24.84,37.07,37.2,Valero St Charles,,
9411525,Eleni,1,1,81.83,18.20,102.68,50.7,Dreyfuss,,
9411927,Alangova,3,2,42.82,15.60,24.43,36.9,Valero St Charles,,
9411939,Minerva Marina,1,1,153.52,,,,,,
9411941,Minerva Vera,1,0,,,,,,,
9412036,Signal Alpha,3,3,64.57,14.32,38.18,37.3,Genesis Baton Rouge,,
9412103,Pegasus,1,1,64.42,9.48,45.93,38.3,Valero St Charles,,
9412294,Ugljan,5,5,186.68,28.19,48.13,28.4,Copper Darrow Buoys,,
9412335,Ns Bora,1,1,54.90,25.82,36.92,31.4,Valero St Charles,,
9412359,Ns Bravo,1,1,250.43,9.23,120.95,31.8,Valero St Charles,,
9412452,Elli,3,3,64.53,18.89,53.07,65.0,Marathon Garyville,,
9412464,Riverside,3,3,35.53,995.10,59.54,20.2,Genesis Baton Rouge,,
9412581,Nordic Vega,2,2,67.91,9.44,28.11,28.3,IMTT,,
9412622,Pax,4,4,150.53,6.69,119.55,49.0,Cenex Harvest States,,
9412634,Kamari,1,1,105.23,5.92,84.15,43.1,MGMT,,
9412646,Nikos N,5,5,104.82,10.60,67.44,51.2,Louisiana Ave,,
9412725,Jbu Sapphire,4,3,30.80,13.89,82.81,61.2,IMTT,,
9412737,Bow Compass,2,2,71.96,123.81,48.80,19.1,Exxon Baton Rouge,,
9412995,Eagle Stavanger,2,2,47.48,37.90,35.98,37.4,NuStar St James,,
9413016,Blue Sky,1,1,96.02,10.25,30.20,22.1,IMTT,,
9413028,Blue Sea,1,0,,,,,IMTT,,
9413418,Ioannis R,2,1,217.72,13.32,33.83,12.8,Zen-Noh,,
9413420,Golden Strength,4,4,135.88,64.97,157.90,59.3,Laplace Buoys,,
9413523,Stena Premium,1,0,,,,,,,
9413547,Ns Arctic,4,4,85.59,16.83,39.95,36.8,Valero St Charles,,
9413559,Ns Antarctic,1,1,313.88,8.90,41.35,11.4,Valero St Charles,,
9413573,Ns Africa,3,3,55.77,19.35,55.06,44.9,PBF Chalmette,,
9413688,Elandra Angel,6,6,76.09,220.65,92.26,33.2,IMTT,,
9413779,Pacific Jewel,1,1,118.00,,,,,,
9413913,Maccoa,4,3,26.20,57.27,60.45,49.8,UBT Davant,,
9413925,Andean,4,4,143.25,32.61,18.08,10.0,Copper Darrow Buoys,,
9414022,Maran Atlas,4,3,62.16,70.12,83.45,36.6,Genesis Baton Rouge,,
9414034,Maran Sagitta,3,3,180.71,12.03,85.81,64.7,Plains St James,,
9414058,Stolt Island,9,7,24.15,77.80,29.68,30.8,Blackwater Westwego,,
9414060,Stolt Norland,11,10,72.31,34.89,48.79,41.0,Stolthaven,,
9414072,Stolt Groenland,1,1,19.27,117.00,41.43,23.3,Americas Styrenics,,
9414084,Stolt Breland,8,8,41.44,79.74,40.30,38.2,Stolthaven,,
9414149,Ultra Tiger,2,2,134.61,14.24,36.63,29.5,Zen-Noh,,
9414151,Maria D,1,1,321.10,40.90,22.20,5.8,Zen-Noh,,
9414216,Ginga Cheetah,6,6,85.95,80.46,18.20,23.2,Stolthaven,,
9414228,Glen Cove,3,3,73.73,15.60,12.97,13.3,LBC Sunshine,,
9414242,Chemroad Dita,1,1,100.48,,,,,,
9414280,Eagle Express,2,2,29.97,10.89,32.62,46.6,Marathon Garyville,,
9414292,Celsius Palermo,1,1,16.22,4.87,44.03,67.6,Phillips 66 Alliance,,
9414448,Dora Bay,2,2,87.43,,,,,,
9414462,Stadion II,2,2,44.60,8.13,46.93,46.5,AST Chalmette Slip,,
9414474,Orion Bay,5,5,43.46,8.79,72.82,59.4,Bunge Destrehan,,
9414503,Yamato Spirit,1,1,27.12,59.90,40.30,31.7,MPLX Garyville,,
9414759,St Gregory,8,7,167.55,18.74,63.67,30.3,ADM Destrehan,,
9414761,Dimitra,3,3,99.22,8.88,52.42,32.2,MGMT,,
9414888,Aom Elena,2,2,17.82,14.81,84.31,71.8,Convent Marine Terminal,,
9414905,Couga,4,4,33.92,8.21,92.46,67.7,Laplace Buoys,,
9414917,Yunga,5,5,51.55,8.49,64.39,61.7,1st Street,,
9414981,Iwami,2,2,43.22,7.79,38.68,50.2,AST Chalmette Slip,,
9415040,Lemland,1,1,9.67,7.55,89.62,83.9,Harmony St,,
9415052,Hc Melina,7,6,23.06,44.44,97.13,46.5,AST Arabi Dolphins,,
9415064,Hc Lara,4,4,11.07,43.22,71.03,52.7,1st Street,,
9415143,Eider,4,4,94.12,18.85,109.02,47.3,RAIN Chalmette,,
9415155,Ludogorets,2,2,9.73,45.61,75.30,64.4,MGMT,,
9415167,Oborishte,3,3,223.41,127.21,79.83,18.5,Vulcan St Rose,,
9415208,Tundra,2,2,46.23,14.61,98.58,62.2,Cargill Westwego,,
9415210,Torrent,4,4,89.78,8.97,101.92,60.0,RAIN Chalmette,,
9415222,Labrador,3,3,101.81,7.45,34.50,25.0,Bunge Destrehan,,
9415246,Trudy,1,1,23.95,5.50,94.70,76.3,Copper Dockside Buoys,,
9415325,Bbc Polonia,1,1,12.35,6.42,19.82,51.4,AST Chalmette Slip,,
9415399,Barbarosa,1,0,,,,,Valero St Charles,,
9415404,Al Agaila,1,1,14.18,9.70,47.77,66.7,Valero St Charles,,
9415741,Georgina Pg,3,2,43.35,58.03,32.24,25.6,Sugarland St James,,
9416020,Barbouni,9,8,71.92,23.92,37.15,32.6,IMTT,,
9416032,m Southport,3,2,39.79,11.24,37.67,41.8,IMTT,,
9416044,Chem Polaris,12,11,84.23,57.86,39.74,30.1,IMTT,,
9416056,Trf Miami,1,1,94.98,7.20,71.77,41.3,KMI Harvey,,
9416070,Dreggen,2,2,84.31,15.08,48.60,39.5,Exxon Baton Rouge,,
9416082,Shamrock Jupiter,7,7,42.99,39.91,34.36,35.8,IMTT,,
9416109,Songa Winds,1,1,16.98,9.10,19.95,43.3,Valero St Charles,,
9416381,Clarity,1,1,148.75,,,,,,
9416422,Ridgebury Johnzipser,1,1,401.82,,,,,,
9416434,Ps Valletta,1,1,65.70,9.33,91.80,55.0,ARTCO 110-111 Buoys,,
9416446,Four Diamond,6,6,236.20,69.56,61.26,32.3,AST Meraux Buoys,,
9416458,Four Emerald,5,5,127.31,8.23,37.15,29.5,Laplace Buoys,,
9416537,Sheng Xing Hai,1,1,107.13,16.05,20.87,14.5,Zen-Noh,,
9416549,Sheng Wang Hai,1,1,33.90,15.42,136.23,73.4,Copper Darrow Buoys,,
9416707,Ubc Tampa,40,37,142.69,23.77,52.69,30.3,Cargill Reserve,,
9416719,Ubc Tarragona,42,37,134.84,12.81,79.20,41.2,Cargill Reserve,,
9416721,Ubc Tilbury,38,36,137.97,21.66,70.08,37.7,Cargill Reserve,,
9416733,Fraternity,1,1,12.68,9.35,35.53,61.7,Valero St Charles,,
9416824,Electa,4,4,39.50,27.60,59.02,49.7,Valero Meraux,,
9417000,Eagle Kuching,9,7,28.87,18.31,46.19,52.5,NuStar St James,,
9417012,Eagle Kuantan,15,12,68.21,31.30,41.33,43.0,Valero St Charles,,
9417024,Eagle Kangar,9,9,34.01,10.37,43.17,53.4,NuStar St James,,
9417206,Fpmc 21,3,3,42.71,14.30,62.57,52.8,Exxon Baton Rouge,,
9417218,Fpmc 22,4,4,59.39,34.38,46.59,44.3,Valero St Charles,,
9417220,Fpmc 23,2,2,43.64,12.04,31.28,35.8,KMI St Gabriel,,
9417323,Whistler Spirit,7,7,44.82,75.19,41.99,44.6,Exxon Baton Rouge,,
9417335,Blackcomb Spirit,14,13,80.09,28.62,40.54,36.2,Valero St Charles,,
9417452,Chrysanthemum,3,3,50.72,219.60,21.98,8.1,IMTT,,
9417464,Aspasia Lemos,4,4,18.34,8.25,47.56,64.6,PBF Chalmette,,
9417751,Lia,1,1,56.17,12.48,53.58,43.8,MPLX Mt Airy,,
9417799,Ghibli,3,2,54.75,22.93,28.04,31.2,IMTT,,
9417892,Eagle Klang,12,12,30.79,29.09,52.03,49.6,Valero St Charles,,
9418119,Horizon Electra,2,2,133.26,,,,,,
9418133,Navig8 Success,4,4,37.00,38.03,46.88,40.0,PCS Nitrogen,,
9418145,Navig8 Strength,4,4,64.36,40.91,51.04,34.0,PBF Chalmette,,
9418303,Cosco Wuyishan,3,3,58.31,9.47,60.43,57.7,AST Chalmette Slip,,
9418377,Gh Leste,7,7,19.96,7.94,22.32,49.2,Nashville Ave,,
9418444,Kesaria,4,4,328.92,114.83,93.85,26.3,Zen-Noh,,
9418456,Myra,1,1,213.23,12.38,55.37,19.7,ADM Reserve,,
9418468,Tyana,2,2,100.30,37.97,45.77,24.6,Zen-Noh,,
9418482,Stride,3,3,22.96,11.40,80.62,68.1,PBF Chalmette,,
9418573,Fpmc 24,5,4,38.86,55.84,39.13,35.8,KMI St Gabriel,,
9418597,Beijing Spirit,1,1,19.67,9.78,54.13,64.8,IMTT,,
9418652,Lisa,1,0,,,,,Napoleon Ave,,
9418729,Crowned Eagle,4,4,145.23,90.14,42.10,27.8,Copper Darrow Buoys,,
9418731,Golden Eagle,1,1,6.72,6.47,39.42,74.9,IMT Coal,,
9418779,Ocean Future,2,2,84.02,19.51,241.32,64.8,Copper Darrow Buoys,,
9418822,Harbour Express,2,2,75.22,11.05,42.68,45.5,Shell Norco,,
9418999,Bbc Spring,2,2,9.75,85.07,46.73,42.5,Louisiana Ave,,
9419151,Leo,1,1,46.60,8.50,39.98,42.1,Valero St Charles,,
9419242,Gmb Artemis,1,1,186.45,13.20,22.58,10.2,Zen-Noh,,
9419254,Great Forest,2,1,9.43,46.78,141.62,71.6,AST Arabi Dolphins,,
9419280,Beatrix,1,1,33.47,34.85,99.82,59.4,AST Arabi Dolphins,,
9419307,Fivelborg,1,1,9.40,7.35,142.95,89.5,AST Arabi Dolphins,,
9419369,Amfitriti,1,1,77.95,,,,,,
9419448,Advantage Arrow,2,1,141.55,,,,Valero St Charles,,
9419450,Advantage Avenue,4,4,47.97,68.12,63.42,50.8,Sugarland St James,,
9419541,Ncc Danah,3,3,90.75,9.00,52.50,71.2,Shell Norco,,
9419553,Four Wind,5,5,77.78,76.01,47.21,29.7,Marathon Garyville,,
9419723,Nord Skate,1,1,30.15,10.87,51.93,55.9,Marathon Garyville,,
9419735,Nord Stingray,3,2,22.22,36.67,41.71,46.9,Marathon Garyville,,
9419773,Bomar Praia,19,17,12.42,7.00,20.24,51.5,Nashville Ave,,
9419797,Trf Pescara,7,7,12.93,7.25,15.59,44.4,Nashville Ave,,
9419890,Advantage Summer,1,1,231.10,9.55,19.13,7.4,Valero St Charles,,
9419931,Sety,7,7,125.60,61.71,59.18,38.2,ADM Reserve,,
9420265,Bulk Argentina,8,7,143.50,11.92,80.00,52.9,Zen-Noh,,
9420277,Kacey,3,3,52.64,22.30,62.11,39.1,ADM AMA,,
9420291,Queen Kobe,7,7,151.04,16.11,48.79,31.1,Zen-Noh,,
9420306,Ym Tradition,2,2,107.81,80.73,60.72,24.6,Zen-Noh,,
9420318,New Horizon,1,1,13.58,6.27,46.03,69.9,IMT Coal,,
9420320,Queen Busan,7,6,157.05,10.91,57.80,34.5,Zen-Noh,,
9420349,Dynamogracht,1,0,,,,,1st Street,,
9420629,Sea Valiant,4,3,43.88,87.77,61.78,40.4,Valero St Charles,,
9420631,Karavas,1,1,53.10,68.35,32.52,21.1,IMTT,,
9420643,Drepanos,6,5,25.96,93.29,70.23,44.1,Valero St Charles,,
9420710,Bochem Oslo,5,4,26.41,8.72,38.61,51.4,KMI Harvey,,
9420758,Puma,5,5,46.50,24.16,56.26,51.3,Exxon Baton Rouge,,
9420760,Pudu,2,2,49.78,12.23,61.21,50.0,PBF Chalmette,,
9420772,Dijksgracht,7,7,8.56,20.55,97.45,69.5,1st Street,,
9420784,Damgracht,4,3,8.49,30.96,46.73,61.1,Alabo St,,
9420796,Danzigergracht,6,5,18.53,6.67,70.01,72.7,1st Street,,
9420801,Deltagracht,3,3,45.24,112.87,10.08,27.2,7th Street,,
9420813,Diamantgracht,5,5,11.33,15.40,33.04,52.6,1st Street,,
9420825,Dolfijngracht,5,5,87.61,6.97,80.65,61.9,7th Street,,
9420837,Donaugracht,5,5,20.14,26.40,77.40,65.4,Alabo St,,
9420849,Dynamogracht,4,4,21.59,6.81,57.18,73.9,AST Chalmette Slip,,
9421116,Bbc Jade,3,3,204.83,6.47,30.08,40.1,Cooper Dockside Buoys,,
942111600,Bbc Jade,3,3,128.50,145.53,183.58,46.6,AST Chalmette Slip,,
9421219,Kitikmeot W,1,1,28.00,13.88,22.77,35.2,Shintech,,
9421221,Qikiqtaaluk W,2,2,74.99,10.93,31.47,25.9,Dow Missouri,,
9421295,Vestholmen,9,9,65.08,9.73,40.89,50.5,IMTT,,
9421336,Mr Aries,1,1,23.63,39.77,52.82,45.4,Exxon Baton Rouge,,
9421403,Swarna Mala,1,1,30.73,9.20,44.20,52.5,Valero St Charles,,
9421972,Scf Samotlor,3,3,55.42,20.81,45.99,38.5,Valero St Charles,,
9422005,Emerald Spirit,4,4,87.55,21.51,75.90,65.1,PBF Chalmette,,
9422196,Eagle Kinabalu,14,13,49.88,18.67,41.62,45.3,Plains St James,,
9422201,Eagle Kinarut,6,6,31.36,21.90,42.63,47.0,Valero St Charles,,
9422225,World Navigator,1,1,15.58,14.03,63.58,68.2,Cosmar Carville,,
9422237,Tamiat Navigator,8,8,78.03,13.98,59.43,43.4,Cosmar Carville,,
9422328,Paganini,1,1,22.95,12.22,104.77,74.9,Reserve Buoys,,
9422378,Juno,1,1,257.42,,,,,,
9422512,Uacc Ras Laffan,4,4,53.08,7.03,85.15,73.7,PBF Chalmette,,
9422524,Dubai Angel,11,11,53.00,20.80,52.50,43.6,Genesis Baton Rouge,,
9422536,Dubai Attraction,5,5,102.66,8.00,41.78,46.2,PBF Chalmette,,
9422548,Dubai Beauty,8,7,82.76,8.46,41.14,39.7,Valero St Charles,,
9422550,Dubai Brilliance,2,2,111.31,21.15,42.33,27.3,Valero St Charles,,
9422641,Nordic Amy,1,1,36.07,13.48,66.32,57.2,Aramco Convent,,
9422665,Nordic Ann,2,2,61.11,46.47,32.37,33.2,IMTT,,
9422677,Nordic Mari,29,25,45.68,29.16,30.78,34.7,Shintech,,
9422809,Angelic Anna,3,3,41.09,139.66,89.53,44.6,Nashville Ave,,
9422835,Garibaldi Spirit,7,7,50.22,34.01,44.30,45.4,Plains St James,,
9422940,Myrsini,5,5,152.28,9.69,96.02,42.2,Zen-Noh,,
9423255,Ever Alliance,4,4,104.08,132.61,33.42,22.2,AST St James Buoys,,
9423293,Yannis Gorgias,1,1,224.40,,,,,,
9423360,Attalia,2,2,156.10,11.85,50.39,23.1,Zen-Noh,,
9423449,Seapike,2,1,77.98,46.62,72.38,36.7,Valero Meraux,,
9423475,Port Macau,2,2,80.78,11.82,38.18,30.0,ADM AMA,,
9423487,First I,2,2,122.64,451.67,60.17,17.5,AST Meraux Buoys,,
9423499,Florinda,7,6,69.24,130.39,67.66,32.9,IMT Coal,,
9423504,Captain Andreadis,4,4,194.68,13.47,139.98,56.4,UBT Davant,,
9423516,Bbc Rainbow,4,4,19.92,94.21,51.07,40.1,AST Chalmette Slip,,
9423528,Port Shanghai,6,5,208.76,12.14,69.09,24.1,Cargill Westwego,,
9423530,Columbia,4,4,173.72,9.27,76.66,23.7,Cargill Westwego,,
9423542,Liberty,5,5,265.28,69.63,118.39,38.9,Convent Marine Terminal,,
9423554,Rego,3,3,253.52,116.10,74.92,17.6,AST Meraux Buoys,,
9423578,Ever Reliance,3,3,161.13,578.53,104.85,14.3,Cooper Dockside Buoys,,
9423580,Bernina,1,1,321.18,9.53,48.97,12.9,ADM Destrehan,,
9423592,Engiadina,2,2,99.97,47.94,246.85,51.7,Convent Marine Terminal,,
9423621,Prabhu Parvati,2,2,127.73,9.07,119.43,52.0,IMTT,,
