direction,port_consolidated,group,commodity,cargo,cargo_detail,country,ves_mt,ves_value_usd,records
Export,Lower Miss River,Liquid Gas,LPG,LPG,Ethylene,PHILIPPINES,246.9,267325,1
Export,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,QATAR,244.7,1003877,1
Export,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,UNITED ARAB EMIRATES,244.5,961518,3
Export,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,OMAN,242.3,1075042,1
Export,Lower Miss River,Dry Bulk,Minerals & Ores,Salt,Salt,COSTA RICA,240.3,113295,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Vinyl Acetate,Vinyl Acetate,DOMINICAN REPUBLIC,239.1,323760,1
Export,Lower Miss River,Dry Bulk,Metals,Copper,Copper,BELGIUM,236.4,2277804,1
Export,Lower Miss River,x,x,x,x,MOROCCO,235.5,1033780,2
Export,Lower Miss River,Plastics,x,x,x,DOMINICAN REPUBLIC,234.6,813457,4
Export,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,DOMINICAN REPUBLIC,234.1,5231449,14
Export,Lower Miss River,Liquid Bulk,Agricultural,"Vegetable Oils, Animal Fats, Sugar Fats","Vegetable Oils, Animal Fats, Sugar Fats",COSTA RICA,234.0,661044,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Acrylonitrile,Acrylonitrile,BRAZIL,233.4,249938,1
Export,Lower Miss River,Dry Bulk,Agricultural,Sugar,Sugar,JAMAICA,233.1,207662,1
Export,Lower Miss River,Dry,Reefer,Reefer,Reefer,ST LUCIA,232.5,246838,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Chemicals,PVC,CAMBODIA,227.6,145040,1
Export,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,THAILAND,224.7,2191383,3
Export,Lower Miss River,x,x,x,x,DENMARK,221.6,1223740,21
Export,Lower Miss River,Dry Bulk,Construction Materials,Aggregates,Aggregates,CHILE,221.1,286118,2
Export,Lower Miss River,x,x,x,x,GHANA,216.3,175307,3
Export,Lower Miss River,Dry Bulk,Metals,Copper,Copper,JAPAN,216.0,1743260,1
Export,Lower Miss River,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,NETHERLANDS,213.0,250000,1
Export,"MORGAN CITY, LA",Dry Bulk,General Cargo,General Cargo,General Cargo,NIGERIA,213.0,3281600,3
Export,Lower Miss River,Liquid Bulk,Chemicals,Chemicals,PVC,ALBANIA,212.1,145600,1
Export,Lower Miss River,Dry,Reefer,Reefer,Reefer,TRINIDAD AND TOBAGO,211.4,560181,1
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Pulp,INDIA,208.6,190275,1
Export,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,UNITED ARAB EMIRATES,207.7,313828,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Chemicals,PVC,KENYA,207.6,145530,1
Export,Lower Miss River,Dry Bulk,Metals,Copper,Copper,HONG KONG,207.5,1920490,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Carbon Product,Carbon Product,UNITED KINGDOM,206.2,511843,1
Export,Lower Miss River,Plastics,x,x,x,HONDURAS,205.4,379262,5
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Pulp,LIBYA,205.1,209775,1
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper,"KOREA, SOUTH",203.7,135000,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Chemicals,PVC,ARMENIA,203.5,115668,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Chemicals,PVC,GAMBIA,203.5,130216,1
Export,"MORGAN CITY, LA",Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,GUYANA,201.5,579704,1
Export,"MORGAN CITY, LA",Dry Bulk,Steel,Finished Steel,"Steel, Nos",LIBERIA,201.4,852860,6
Export,Lower Miss River,Liquid Gas,LPG,LPG,Ethylene,ALGERIA,201.0,223740,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Bitumen,INDIA,200.0,80000,1
Export,Lower Miss River,Dry,Reefer,Reefer,Reefer,GUINEA,198.2,226880,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Cotton,THAILAND,197.7,359106,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,JORDAN,196.1,767868,1
Export,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,GUATEMALA,195.2,2576297,25
Export,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,KUWAIT,192.3,439084,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Olefins,Olefins,JAPAN,191.7,306723,1
Export,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,FRANCE,191.0,620889,2
Export,Lower Miss River,x,x,x,x,BARBADOS,190.1,422636,10
Export,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,SPAIN,188.8,465801,3
Export,Lower Miss River,Dry Bulk,Metals,Copper,Copper,SPAIN,188.3,1773657,1
Export,Lower Miss River,Dry Bulk,Construction Materials,Aggregates,Aggregates,DENMARK,187.8,85344,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Benzene,Benzene,UNITED KINGDOM,179.6,580451,1
Export,Lower Miss River,Dry Bulk,Minerals & Ores,Clay,Clay,"KOREA, SOUTH",178.7,252570,1
Export,Lower Miss River,Liquid Gas,LPG,LPG,Ethylene,ISRAEL,177.8,173397,1
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper Board,MEXICO,177.7,64491,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Styrene,Styrene,COSTA RICA,177.6,312691,2
Export,Lower Miss River,Dry Bulk,Construction Materials,Aggregates,Aggregates,AUSTRALIA,177.4,147456,1
Export,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,KAZAKHSTAN,176.5,765668,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,JAMAICA,176.4,306076,2
Export,Lower Miss River,Liquid Gas,LPG,LPG,Ethylene,BANGLADESH,175.8,200856,1
Export,Lower Miss River,Dry Bulk,Non Ferrous Raw Materials,Alumina,Alumina,TURKEY,174.9,406440,1
Export,Lower Miss River,Dry Bulk,Steel,Finished Steel,"Steel, Nos",ITALY,174.0,2198754,1
Export,Lower Miss River,Dry Bulk,Minerals & Ores,Clay,Clay,BOLIVIA,173.7,275982,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Rice,UNITED ARAB EMIRATES,173.0,249881,1
Export,"MORGAN CITY, LA",Dry Bulk,General Cargo,General Cargo,General Cargo,GUYANA,172.0,585846,4
Export,Lower Miss River,Dry,Reefer,Reefer,Reefer,KAZAKHSTAN,167.8,190477,1
Export,"MORGAN CITY, LA",x,x,x,x,SAO TOME AND PRINCIPE,167.1,4621290,16
Export,Lower Miss River,Liquid Bulk,Chemicals,Chemicals,PVC,BENIN,165.2,120293,1
Export,Lower Miss River,Dry Bulk,Minerals & Ores,Salt,Salt,PANAMA,164.3,59770,1
Export,Lower Miss River,Dry Bulk,Fertilizer,Fertilizer,Fertilizer,ROMANIA,164.1,289294,1
Export,Lower Miss River,x,x,x,x,BAHRAIN,163.5,858301,3
Export,Lower Miss River,Plastics,x,x,x,EL SALVADOR,162.8,811319,6
Export,Lower Miss River,x,x,x,x,JORDAN,162.5,425765,7
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper Board,ANGOLA,161.7,40513,1
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper Board,GHANA,161.0,65431,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Light Oils,THAILAND,160.0,140000,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Grain,HONDURAS,158.9,875776,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,VENEZUELA,158.2,369432,2
Export,Lower Miss River,Dry Bulk,Construction Materials,Aggregates,Aggregates,JAMAICA,157.6,304600,4
Export,Lower Miss River,Dry Bulk,Metals,Aluminum,Aluminum,ITALY,157.6,2222996,1
Export,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Lumber, Board",IRELAND,157.3,101465,1
Export,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,PHILIPPINES,155.5,346480,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,ISRAEL,155.3,981166,3
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,BAHRAIN,154.0,1663618,2
Export,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,PANAMA,153.2,601463,3
Export,Lower Miss River,Liquid Bulk,Chemicals,Chemicals,PVC,SIERRA LEONE,152.6,98295,1
Export,Lower Miss River,Dry Bulk,Steel,Finished Steel,"Steel, Nos",GUATEMALA,152.5,512894,9
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Pulp,EGYPT,152.2,138473,1
Export,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,SURINAME,151.2,212610,2
Export,Lower Miss River,Dry Bulk,Non Ferrous Raw Materials,Alumina,Alumina,BRAZIL,151.0,332892,1
Export,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,AUSTRALIA,148.7,331803,1
Export,Lower Miss River,Liquid Bulk,Chemicals,PolyEthylene,PolyEthylene,INDIA,148.1,77736,2
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper Board,GREECE,147.9,86736,1
Export,Lower Miss River,Liquid Gas,LPG,LPG,Ethylene,NETHERLANDS,147.7,171580,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Styrene,Styrene,CHINA,147.6,321506,3
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper,BAHAMAS,147.5,263799,1
Export,Lower Miss River,Liquid Bulk,Agricultural,"Vegetable Oils, Animal Fats, Sugar Fats","Vegetable Oils, Animal Fats, Sugar Fats",EL SALVADOR,145.8,221056,3
Export,Lower Miss River,Dry,Reefer,Reefer,Reefer,ANTIGUA AND BARBUDA,144.4,192133,1
Export,Lower Miss River,Dry Bulk,Metals,Copper,Copper,THAILAND,144.0,945287,1
Export,Lower Miss River,Dry,Reefer,Reefer,Reefer,FRANCE,143.1,18999645,1
Export,Lower Miss River,Dry,Reefer,Reefer,Reefer,TURKEY,142.9,141050,1
Export,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,HONDURAS,142.6,31377,2
Export,Lower Miss River,Dry Bulk,Construction Materials,Cement,Cement,ECUADOR,142.5,23760,1
Export,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,AUSTRALIA,141.9,570533,2
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper,DOMINICAN REPUBLIC,141.5,151753,4
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,NEW ZEALAND,141.4,212148,3
Export,"MORGAN CITY, LA",Dry Bulk,General Cargo,General Cargo,General Cargo,MEXICO,139.3,1980213,24
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,KENYA,139.0,757125,1
Export,Lower Miss River,Dry Bulk,Metals,Copper,Copper,INDIA,138.7,1158477,1
Export,Lower Miss River,Dry,Reefer,Reefer,Reefer,JORDAN,138.2,138298,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,LEBANON,137.0,260110,1
Export,Lower Miss River,Dry Bulk,Metals,Aluminum,Aluminum,PAKISTAN,134.9,145511,1
Export,Lower Miss River,Dry Bulk,Metals,Copper,Copper,GREECE,134.6,1400287,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Chemicals,PVC,NEW ZEALAND,134.5,89894,1
Export,Lower Miss River,Plastics,x,x,x,SINGAPORE,133.5,110636,3
Export,"MORGAN CITY, LA",Dry,Reefer,Reefer,Reefer,PANAMA,133.4,218938,1
Export,"MORGAN CITY, LA",x,x,x,x,UNITED KINGDOM,132.9,16892262,16
Export,"MORGAN CITY, LA",Dry Bulk,Steel,Finished Steel,"Steel, Nos",MARSHALL ISLANDS,132.8,1468051,6
Export,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,ISRAEL,131.0,408906,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Chemicals,PVC,HAITI,130.9,103510,1
Export,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,PAKISTAN,129.7,287798,1
Export,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Lumber, Board",COSTA RICA,128.3,115161,1
Export,Lower Miss River,Dry Bulk,Construction Materials,Cement,Cement,HONDURAS,128.1,20881,1
Export,Lower Miss River,x,x,x,x,BANGLADESH,127.9,1689600,2
Export,Lower Miss River,Liquid Bulk,Chemicals,MEK,MEK,MALAYSIA,127.6,231141,1
Export,Lower Miss River,Dry Bulk,Construction Materials,Aggregates,Silica Sand,INDIA,127.5,60562,1
Export,Lower Miss River,Dry Bulk,Minerals & Ores,Clay,Clay,VIETNAM,127.3,101200,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Grain,CHILE,126.4,77867,1
Export,Lower Miss River,Liquid Gas,LPG,LPG,Ethylene,TUNISIA,125.9,132053,1
Export,Lower Miss River,Dry Bulk,Steel,Finished Steel,"Steel, Nos",LITHUANIA,125.3,75080,1
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper Board,INDIA,125.0,13580,1
Export,Lower Miss River,x,x,x,x,CUBA,124.1,122024,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,LIBYA,124.1,259398,1
Export,Lower Miss River,x,x,x,x,AUSTRIA,123.8,790508,1
Export,Lower Miss River,x,x,x,x,ROMANIA,123.0,1457235,3
Export,Lower Miss River,Dry Bulk,Minerals & Ores,Clay,Clay,NEW ZEALAND,120.6,99250,2
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,OMAN,120.1,133200,1
Export,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,POLAND,119.6,416366,2
Export,Lower Miss River,x,x,x,x,BAHAMAS,117.9,152663,4
Export,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,HONDURAS,117.4,1157790,22
Export,Lower Miss River,Liquid Bulk,Agricultural,"Vegetable Oils, Animal Fats, Sugar Fats",Soybean Oil,CHILE,116.4,279814,1
Export,Lower Miss River,x,x,x,x,SWITZERLAND,115.4,248583,4
Export,Lower Miss River,Dry Bulk,Minerals & Ores,Clay,Clay,PAKISTAN,114.8,88900,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,SURINAME,114.4,221763,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Calcined Petcoke,JAPAN,114.3,134026,1
Export,Lower Miss River,Dry Bulk,Non Ferrous Raw Materials,Alumina,Alumina,UZBEKISTAN,113.0,223530,1
Export,Lower Miss River,Liquid Gas,LPG,LPG,Ethylene,NICARAGUA,112.9,117150,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,JORDAN,112.2,519485,3
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Rice,CURACAO,111.1,100908,1
Export,"MORGAN CITY, LA",Dry Bulk,Construction Materials,Aggregates,Sand,HONDURAS,108.0,6880,1
Export,Lower Miss River,Dry,Reefer,Reefer,Reefer,ARMENIA,107.4,115596,1
Export,Lower Miss River,Dry Bulk,Minerals & Ores,Clay,Clay,COLOMBIA,107.2,96029,2
Export,Lower Miss River,Liquid Bulk,Chemicals,Chemicals,PVC,PAPUA NEW GUINEA,106.1,106000,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Chemicals,PVC,GABON,106.1,78000,1
Export,Lower Miss River,Liquid Bulk,Agricultural,"Vegetable Oils, Animal Fats, Sugar Fats",Tallow,"KOREA, SOUTH",106.0,276047,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,PARAGUAY,105.5,1320718,7
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Pulp,PAKISTAN,104.4,96081,1
Export,Lower Miss River,Liquid Bulk,Chemicals,MEK,MEK,ARGENTINA,103.4,151860,1
Export,Lower Miss River,Liquid Gas,LPG,LPG,Ethylene,URUGUAY,103.1,104445,2
Export,Lower Miss River,Dry Bulk,Minerals & Ores,Clay,Clay,BANGLADESH,102.0,76000,1
Export,Lower Miss River,Liquid Gas,LPG,LPG,Ethylene,KENYA,101.7,98010,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,PAKISTAN,101.2,352343,6
Export,Lower Miss River,x,x,x,x,IRELAND,100.9,467881,5
Export,Lower Miss River,Liquid Gas,LPG,LPG,Ethylene,SPAIN,100.5,95534,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,PAKISTAN,100.4,141069,1
Export,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,JORDAN,100.0,141000,1
Export,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,SWEDEN,99.9,128022,1
Export,"MORGAN CITY, LA",Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,PANAMA,99.6,49754,4
Export,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,THAILAND,99.1,801264,1
Export,Lower Miss River,Dry,Reefer,Reefer,Reefer,GERMANY,99.0,7325158,2
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,HUNGARY,97.7,128462,2
Export,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,AUSTRALIA,96.9,9345780,10
Export,Lower Miss River,Dry Bulk,Steel,Finished Steel,Long Products,HONDURAS,96.3,144999,1
Export,Lower Miss River,Dry Bulk,Non Ferrous Raw Materials,Alumina,Alumina,PAKISTAN,94.1,209197,1
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Pulp,ARGENTINA,93.8,141919,1
Export,Lower Miss River,Liquid Gas,LPG,LPG,Ethylene,UNITED ARAB EMIRATES,93.6,108891,1
Export,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,ARGENTINA,93.5,2216091,8
Export,Lower Miss River,Dry Bulk,Construction Materials,Aggregates,Silica Sand,PANAMA,92.2,15520,1
Export,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,EGYPT,91.6,153104,1
Export,Lower Miss River,x,x,x,x,TUNISIA,91.2,162724,1
Export,Lower Miss River,Liquid Gas,LPG,LPG,Ethylene,HONDURAS,90.5,89760,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Chemicals,PVC,TOGO,90.4,53220,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,GHANA,90.0,200675,1
Export,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,TRINIDAD AND TOBAGO,89.2,201396,2
Export,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,NEW ZEALAND,87.8,309941,3
Export,Lower Miss River,Dry Bulk,Construction Materials,Aggregates,Sand,AUSTRALIA,87.1,26880,1
Export,Lower Miss River,x,x,x,x,ICELAND,86.8,124190,2
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Pulp,SAUDI ARABIA,86.7,85621,1
Export,"MORGAN CITY, LA",Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,CANADA,86.2,128549,1
Export,Lower Miss River,Dry,Reefer,Reefer,Reefer,COMOROS,85.7,60000,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Carbon Product,Carbon Product,BRAZIL,84.9,421996,1
Export,Lower Miss River,x,x,x,x,BULGARIA,84.0,389775,3
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper Board,NIGERIA,83.7,29056,1
Export,Lower Miss River,Dry,Reefer,Reefer,Reefer,ST VINCENT AND THE GRENADINES,83.0,98632,1
Export,Lower Miss River,x,x,x,x,ARUBA,83.0,166274,6
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Calcined Petcoke,OMAN,82.4,108686,1
Export,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,BANGLADESH,82.1,180726,1
Export,Lower Miss River,Dry Bulk,Minerals & Ores,Clay,Clay,CHILE,81.6,50400,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Carbon Black,GERMANY,81.6,566693,1
Export,Lower Miss River,Dry Bulk,Non Ferrous Raw Materials,Alumina,Alumina,QATAR,80.6,190630,1
Export,"MORGAN CITY, LA",x,x,x,x,TURKS AND CAICOS ISLANDS,80.4,650000,1
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Cotton,"KOREA, SOUTH",80.3,143819,1
Export,Lower Miss River,x,x,x,x,PAKISTAN,79.8,272829,4
Export,Lower Miss River,Liquid Bulk,Chemicals,Chemicals,PVC,RWANDA,79.5,49140,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Calcined Petcoke,COLOMBIA,79.1,123821,1
Export,Lower Miss River,x,x,x,x,CYPRUS,79.0,329900,1
Export,Lower Miss River,Plastics,x,x,x,INDIA,79.0,1533455,2
Export,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,EGYPT,79.0,843603,5
Export,Lower Miss River,Liquid Bulk,Chemicals,Benzene,Benzene,PERU,78.8,334920,1
Export,Lower Miss River,x,x,x,x,ST LUCIA,78.6,170566,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Chemicals,PVC,GUINEA,78.5,50556,1
Export,Lower Miss River,Dry Bulk,Fertilizer,Fertilizer,Fertilizer,IRELAND,77.7,106201,1
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper Board,AUSTRALIA,77.6,73478,1
Export,"MORGAN CITY, LA",Liquid Bulk,Petroleum Products,Clean Products,Gasoline,PANAMA,77.5,114700,1
Export,"MORGAN CITY, LA",Dry Bulk,Carbon Products,Coal,Steam Coal,MEXICO,77.0,9250,1
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Pulp,BULGARIA,76.9,67620,1
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper,ARGENTINA,76.7,82150,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Benzene,Benzene,EGYPT,76.3,117479,1
Export,Lower Miss River,x,x,x,x,CROATIA,76.2,505343,1
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper Board,BRAZIL,76.1,362058,1
Export,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,COLOMBIA,75.8,790144,8
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Calcined Petcoke,QATAR,75.5,88844,1
Export,Lower Miss River,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,UNITED ARAB EMIRATES,75.0,75000,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Styrene,Styrene,UNITED ARAB EMIRATES,74.4,180000,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Carbon Black,SINGAPORE,72.6,358745,1
Export,Lower Miss River,Dry Bulk,Non Ferrous Raw Materials,Alumina,Alumina,DENMARK,72.5,271020,1
Export,Lower Miss River,Dry Bulk,Construction Materials,Aggregates,Aggregates,GUATEMALA,72.4,147916,4
Export,Lower Miss River,Dry Bulk,Forestry,"Lumber, Board","Lumber, Board",MONTSERRAT,71.7,92068,2
Export,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,UNITED KINGDOM,71.7,1256053,11
Export,Lower Miss River,Dry Bulk,Metals,Aluminum,Aluminum,BELGIUM,71.1,92647,1
Export,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,URUGUAY,71.0,77040,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,QATAR,70.9,200396,2
Export,Lower Miss River,Dry,Reefer,Reefer,Reefer,UNITED KINGDOM,70.8,131669,1
Export,Lower Miss River,x,x,x,x,VENEZUELA,70.2,304509,6
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,TAIWAN,69.8,175499,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Carbon Black,"KOREA, SOUTH",69.7,377513,1
Export,Lower Miss River,Dry,Reefer,Reefer,Reefer,NIGERIA,69.6,100000,1
Export,"MORGAN CITY, LA",Dry Bulk,Steel,Finished Steel,"Steel, Nos",UNITED KINGDOM,69.3,2137997,3
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,IRAQ,68.6,345440,2
Export,Lower Miss River,Dry Bulk,Fertilizer,Fertilizer,Fertilizer,URUGUAY,68.6,184893,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Chemicals,PVC,SURINAME,67.8,44880,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,LUXEMBOURG,66.8,180461,2
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Rice,MALTA,65.6,147660,1
Export,Lower Miss River,x,x,x,x,SINT MAARTEN,65.6,170294,1
Export,Lower Miss River,Liquid Bulk,Chemicals,MEK,MEK,BRAZIL,65.1,137136,1
Export,Lower Miss River,Dry Bulk,Agricultural,Sugar,Sugar,EL SALVADOR,65.0,174236,1
Export,Lower Miss River,Dry Bulk,Non Ferrous Raw Materials,Alumina,Alumina,SINGAPORE,64.8,149122,1
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Fuel Oil,BRITISH VIRGIN ISLANDS,64.0,136534,1
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper Board,MALAYSIA,64.0,45000,1
Export,Lower Miss River,Liquid Gas,LPG,LPG,Ethane,NETHERLANDS,63.1,108000,1
Export,Lower Miss River,x,x,x,x,SAO TOME AND PRINCIPE,62.6,1346285,5
Export,Lower Miss River,Dry Bulk,Steel,Finished Steel,"Steel, Nos",BELGIUM,62.3,894446,6
Export,Lower Miss River,Dry Bulk,Agricultural,Rubber,Rubber,GUATEMALA,62.0,173411,6
Export,Lower Miss River,Dry Bulk,Steel,Finished Steel,"Steel, Nos",BRAZIL,60.4,1759562,18
Export,Lower Miss River,Dry Bulk,Agricultural,Grain,Cotton,VENEZUELA,59.6,107434,1
Export,Lower Miss River,Dry Bulk,Forestry,Pulp & Paper,Paper,UNITED KINGDOM,58.5,43538,2
Export,"MORGAN CITY, LA",Dry Bulk,Non Ferrous Raw Materials,Alumina,Alumina,NETHERLANDS,58.3,96330,1
Export,Lower Miss River,Liquid Bulk,Chemicals,Misc Chemicals,Misc Chemicals,LIBYA,57.9,300804,1
Export,Lower Miss River,Dry,Reefer,Reefer,Reefer,SAUDI ARABIA,57.8,59468,1
Export,Lower Miss River,Dry Bulk,Carbon Products,Petcoke,Calcined Petcoke,KUWAIT,57.6,92215,1
Export,Lower Miss River,Dry,Reefer,Reefer,Reefer,MOROCCO,56.5,78092,1
Export,Lower Miss River,Dry Bulk,General Cargo,General Cargo,General Cargo,SOUTH AFRICA,55.6,513223,2
Export,Lower Miss River,Liquid Bulk,Petroleum Products,Dirty Products,Carbon Black,MALAYSIA,55.5,230325,1
Export,Lower Miss River,Dry Bulk,Misc Bulk,Misc Bulk,Misc Bulk,GUATEMALA,55.4,120177,1
